Orthogroup	Alyssum_gmelinii	Aethionema_saxatile
OG0002094	Ag005G418220, Ag006G539640, Ag001G070570	As011G263260, As011G263270, As011G263250
OG0002095	Ag005G416290	As011G264280
OG0002095	Ag003G285280	As001G015590
OG0002096	Ag004G366830	As001G019160
OG0002096	Ag004G309900	As008G188390
OG0002097	Ag004G369120	As001G020040
OG0002097	Ag004G311270	As008G187890
OG0002098	Ag004G373260, Ag008G707440	As001G021050, As001G020990
OG0002099	Ag004G312960	As008G186590
OG0002099	Ag004G373830	As001G021230
OG0002100	Ag004G319160	As008G183510
OG0002100	Ag008G662410	As001G024090
OG0002101	Ag008G668940, Ag008G668930	As001G026130
OG0002102	Ag005G445040, Ag001G053000, Ag005G442710, Ag005G443950	As006G141360, As001G029120
OG0002103	Ag004G401400	As001G030420
OG0002104	Ag004G389560, Ag004G394560	As001G031080
OG0002104	Ag007G656140	As004G097980
OG0002105	Ag004G316430	As008G184590
OG0002105	Ag004G382830	As001G031610
OG0002106	Ag004G379140	As001G032220
OG0002106	Ag004G315090	As008G185350
OG0002107	Ag001G082070	As012G283100
OG0002107	Ag002G188670	As002G033430
OG0002108	Ag006G491920	As005G106800
OG0002108	Ag005G478220	As002G033880
OG0002109	Ag005G476570, Ag006G494820	As002G034790
OG0002110	Ag005G476500, Ag006G495170	As002G034840
OG0002111	Ag006G497330	As005G109170
OG0002112	Ag006G499360	As009G214170
OG0002112	Ag005G474680	As002G036200
OG0002114	Ag008G686810	As002G045310
OG0002115	Ag003G250830	As006G134480
OG0002116	Ag008G695690	As002G047280
OG0002117	Ag007G610530	As002G050550
OG0002118	Ag008G720200	As009G214970
OG0002118	Ag007G607860	As002G051600
OG0002119	Ag007G605630	As002G052490, As009G215680
OG0002120	Ag008G723770	As009G217000
OG0002120	Ag007G601490	As002G054310
OG0002121	Ag003G215630, Ag008G726580	As009G218370
OG0002121	Ag006G507800	As002G055430
OG0002122	Ag002G123230	As004G091050
OG0002122	Ag006G577710	As003G055700
OG0002123	Ag002G104640	As004G088050
OG0002123	Ag006G573470	As003G057490
OG0002124	Ag002G104060	As004G087910
OG0002124	Ag006G572030, Ag006G572060	As003G057570
OG0002125	Ag006G559860	As003G058390
OG0002125	Ag002G125390	As004G087050
OG0002126	Ag002G130920	As004G086210
OG0002126	Ag006G564450	As003G059150
OG0002127	Ag002G146610	As004G084210
OG0002127	Ag006G544990, Ag006G542620	As003G061890
OG0002128	Ag002G147530	As004G083870
OG0002128	Ag006G541190	As003G062310
OG0002129	Ag006G536870, Ag006G539400	As003G063110
OG0002131	Ag006G512200, Ag004G299710	As003G070530, As007G154020, As007G153030, As008G197820
OG0002132	Ag003G285850	As003G071840
OG0002132	Ag005G415460	As011G264530
OG0002133	Ag003G285970, Ag003G220420, Ag003G286150	As003G071900
OG0002134	Ag003G287760	As003G072310
OG0002135	Ag003G289370, Ag005G410310	As003G073010
OG0002136	Ag003G296290	As003G076020
OG0002137	Ag007G648660	As004G078390
OG0002138	Ag002G160470	As004G081040
OG0002138	Ag002G160460	As004G081050
OG0002139	Ag002G157910	As004G082130
OG0002140	Ag006G540260, Ag006G540220, Ag006G540230	As004G083590
OG0002141	Ag005G431960	As011G255830
OG0002142	Ag001G098360	As012G288880
OG0002143	Ag001G098310	As012G288840
OG0002143	Ag002G206550	As005G098750
OG0002144	Ag002G194670, Ag002G194680	As005G104820
OG0002145	Ag002G192970	As005G105110
OG0002146	Ag008G714400	As005G113570
OG0002149	Ag008G729000	As005G116000
OG0002150	Ag008G734430	As005G119390
OG0002151	Ag008G735060	As005G119890
OG0002151	Ag005G410680	As011G265280
OG0002152	Ag004G297740, Ag004G297730	As008G199170
OG0002153	Ag004G297830	As008G199090
OG0002153	Ag006G517200, Ag006G517240, Ag006G517210	As006G121420, As006G121450, As006G121430, As006G121440
OG0002154	Ag007G586870	As006G124450
OG0002154	Ag004G301810	As008G197060
OG0002155	Ag007G587350	As006G124840
OG0002155	Ag004G302190	As008G196370
OG0002156	Ag007G588450	As011G256260
OG0002157	Ag007G589440	As006G126130
OG0002158	Ag003G252370, Ag003G252390	As006G134420
OG0002159	Ag005G489080	As006G135630
OG0002159	Ag007G621620	As009G202140
OG0002160	Ag005G487610	As006G136470
OG0002161	Ag005G485290	As006G137820
OG0002162	Ag005G433480	As011G255490
OG0002162	Ag005G482200, Ag004G344390	As006G139680
OG0002164	Ag005G480850	As006G140400
OG0002165	Ag007G611810, Ag005G478780	As006G141860
OG0002166	Ag001G080650	As012G282620
OG0002166	Ag002G186480	As006G142540
OG0002167	Ag002G181890	As006G143510
OG0002168	Ag001G064100	As012G275860
OG0002169	Ag002G177630	As006G147220
OG0002169	Ag001G074710	As012G279320
OG0002170	Ag004G324320	As007G152430
OG0002170	Ag003G210320, Ag003G210410	As010G243340
OG0002171	Ag004G324650	As007G152690
OG0002171	Ag003G210910	As010G243080
OG0002172	Ag004G324740	As007G152710
OG0002173	Ag004G325040, Ag003G211920	As007G162550, As007G152940
OG0002174	Ag003G228530	As007G155630, As010G238600
OG0002175	Ag003G220050, Ag004G335590	As007G157000
OG0002176	Ag004G339740	As007G158590
OG0002177	Ag004G341090	As007G159160
OG0002177	Ag004G343530	As010G233980
OG0002178	Ag004G344990	As010G233400
OG0002178	Ag003G242060	As007G159520
OG0002179	Ag004G355430	As010G228080
OG0002179	Ag001G006910	As007G161940
OG0002181	Ag003G281530	As007G180290
OG0002182	Ag008G725620	As009G217880
OG0002183	Ag004G318160, Ag008G665480	As008G184110
OG0002184	Ag004G314960, Ag004G315000, Ag004G314990	As008G185390
OG0002185	Ag004G378810	As008G185450
OG0002186	Ag004G373720, Ag004G312920	As008G186630
OG0002187	Ag004G310600, Ag006G534580, Ag005G478770	As008G187990, As008G187980
OG0002188	Ag004G304290, Ag004G304300, Ag004G304280	As008G194770
OG0002189	Ag005G473210, Ag006G501930	As009G212710
OG0002190	Ag005G474790, Ag006G499120	As009G214050
OG0002191	Ag005G443170, Ag005G444380, Ag008G719900	As009G214800, As009G214810, As009G214820, As009G214830
OG0002192	Ag008G715980, Ag008G715950	As010G226340, As010G226370
OG0002194	Ag001G000560	As012G267860
OG0002194	Ag005G470260	As011G244820
OG0002195	Ag005G469440	As011G245320
OG0002195	Ag001G001510	As012G268390, As012G268380
OG0002196	Ag001G030380, Ag001G031560	As012G274610
OG0002196	Ag005G460090	As011G248930
OG0002197	Ag005G457930	As011G249530
OG0002197	Ag001G026610	As012G273930
OG0002198	Ag005G456430	As011G250040
OG0002198	Ag001G024720	As012G273610
OG0002199	Ag005G455920	As011G250200
OG0002199	Ag001G024580	As012G273540
OG0002201	Ag005G417000, Ag008G701480	As011G263850
OG0002202	Ag003G285290	As011G264220
OG0002203	Ag005G409390	As011G265590
OG0002204	Ag005G407600	As011G265910
OG0002206	Ag001G018170, Ag005G450710	As012G272700
OG0002207	Ag001G030350, Ag001G031530	As012G274600
OG0002207	Ag001G031520, Ag001G030340	As012G274590
OG0002208	Ag001G083450	As012G283550, As012G283560, As012G283510
OG0002209	Ag002G201700, Ag001G093720	As012G287010
OG0002219	Ag005G404760	As011G266500, As001G001030
OG0002220	Ag003G258300	As001G001360
OG0002221	Ag003G257870	As001G001410
OG0002221	Ag005G405720	As011G266270
OG0002223	Ag003G267520	As001G003220
OG0002224	Ag003G269840	As001G003870
OG0002225	Ag003G272230	As001G004480, As007G167250
OG0002226	Ag003G273570	As001G013710
OG0002227	Ag005G416210	As011G264310
OG0002228	Ag002G163270	As004G079560
OG0002228	Ag007G578180	As001G016920
OG0002230	Ag004G321180, Ag004G321160	As008G182770
OG0002230	Ag008G660030	As001G023120
OG0002231	Ag008G663390	As001G024520
OG0002231	Ag004G318350, Ag005G435690	As008G183860
OG0002232	Ag008G665600	As001G025040
OG0002232	Ag004G318230	As008G184120
OG0002233	Ag005G468410	As004G096740, As001G027220
OG0002234	Ag007G649170	As004G078540
OG0002235	Ag004G333290, Ag006G549360, Ag006G547210	As001G028650
OG0002236	Ag007G645560	As004G077180
OG0002237	Ag007G645390	As004G077070
OG0002237	Ag004G360480	As001G029300
OG0002238	Ag004G399800	As001G030680
OG0002239	Ag004G379650	As001G032110
OG0002240	Ag008G701930	As002G048910
OG0002241	Ag006G491980	As005G106870
OG0002241	Ag005G478180	As002G033920
OG0002242	Ag005G475860, Ag007G625660, Ag007G654650, Ag003G290480, Ag005G465590, Ag006G497190	As002G035430
OG0002243	Ag003G207950	As002G035850
OG0002244	Ag008G728700, Ag005G472300	As002G037570
OG0002245	Ag007G586370	As007G164410
OG0002247	Ag008G681150	As002G043870
OG0002248	Ag001G057710	As002G046280
OG0002249	Ag008G694500	As002G046860
OG0002250	Ag006G518510, Ag006G519690, Ag006G517550	As006G134310
OG0002251	Ag008G697970	As002G048040
OG0002252	Ag008G703840	As003G068140, As003G068150, As002G049250
OG0002253	Ag007G610430	As002G050570, As007G162200
OG0002254	Ag008G719560, Ag007G609380	As002G050950
OG0002255	Ag008G719800	As005G109480
OG0002255	Ag007G608860	As002G051240
OG0002256	Ag002G104780	As004G088090
OG0002256	Ag006G572960	As003G057450
OG0002257	Ag006G531390, Ag006G553070	As003G060360
OG0002257	Ag006G553280	As003G060350
OG0002258	Ag007G579950	As003G071400
OG0002259	Ag003G288500, Ag003G288490, Ag007G654580	As003G072530
OG0002260	Ag006G551580	As003G073150
OG0002261	Ag003G289770, Ag003G289730, Ag006G541670, Ag003G289760, Ag003G289780	As003G073200
OG0002262	Ag003G290870	As003G073490
OG0002263	Ag003G293670	As003G074930
OG0002264	Ag003G296590	As003G076150
OG0002265	Ag007G648260	As004G078230
OG0002266	Ag002G157450	As004G082310
OG0002267	Ag001G038380	As004G094550
OG0002267	Ag005G431380	As011G256140
OG0002268	Ag005G435300	As011G255280
OG0002268	Ag001G036850	As004G095460
OG0002269	Ag001G036530	As004G095670
OG0002269	Ag005G436320	As011G254970
OG0002270	Ag005G436920	As004G095780
OG0002271	Ag005G439310	As011G254180
OG0002271	Ag001G034450	As004G096150
OG0002272	Ag005G441470	As004G096630, As011G253440
OG0002273	Ag001G093740	As012G287020
OG0002273	Ag002G201730	As005G101670
OG0002274	Ag002G199100	As005G102930
OG0002274	Ag001G092060	As012G285990
OG0002275	Ag002G198740	As005G103040
OG0002276	Ag002G198730	As005G103070
OG0002276	Ag001G091780	As012G285930
OG0002277	Ag001G085670	As012G284270
OG0002277	Ag002G193390	As005G105240
OG0002278	Ag001G084770	As012G283950
OG0002278	Ag002G192320	As005G105690
OG0002279	Ag006G491590	As005G106590
OG0002279	Ag005G488000	As006G136200
OG0002280	Ag008G713610	As005G113800
OG0002281	Ag008G713470	As010G225790, As005G113820
OG0002282	Ag008G711540	As005G114390
OG0002283	Ag008G732880	As005G118460
OG0002284	Ag004G298240, Ag006G516520	As006G121770
OG0002285	Ag007G586480	As006G124180
OG0002285	Ag004G301270, Ag004G301300	As008G196900
OG0002286	Ag007G586820	As006G124410
OG0002287	Ag004G304350	As008G194720
OG0002288	Ag007G591530, Ag004G305300	As006G127520
OG0002289	Ag004G307080, Ag004G307060	As008G192670, As006G143160, As006G129000
OG0002290	Ag007G597340	As006G130740
OG0002291	Ag003G277310	As006G131820
OG0002292	Ag007G614660	As009G199850
OG0002292	Ag001G100440	As006G133070
OG0002293	Ag005G490090	As006G135020
OG0002294	Ag007G621630	As009G202150
OG0002294	Ag005G489070	As006G135640
OG0002295	Ag007G622340, Ag005G488610	As006G135770
OG0002296	Ag005G488370	As006G135950
OG0002297	Ag007G623710	As009G202760
OG0002297	Ag005G488250, Ag007G600970	As006G136000
OG0002298	Ag005G487350	As006G136540
OG0002299	Ag005G483080	As006G139080
OG0002301	Ag005G480660	As006G140570
OG0002302	Ag002G170820	As006G145700
OG0002302	Ag001G072410	As012G276990
OG0002303	Ag003G208970	As010G243690
OG0002303	Ag004G323620	As007G152260
OG0002304	Ag004G324850	As007G152800
OG0002305	Ag003G211890	As010G242620
OG0002305	Ag004G325000	As007G152910
OG0002306	Ag004G325380	As007G153120
OG0002306	Ag003G212170	As010G242410
OG0002307	Ag004G330590	As007G155170
OG0002307	Ag003G231100	As010G239080
OG0002308	Ag004G336030	As007G157100
OG0002308	Ag003G219710	As010G236750
OG0002309	Ag003G217030	As010G235820
OG0002310	Ag004G338350	As007G158020
OG0002310	Ag003G216320	As010G235690
OG0002311	Ag004G345710	As010G233250
OG0002312	Ag004G346130	As010G233170
OG0002313	Ag004G350240	As010G232070
OG0002314	Ag004G355490	As010G228200
OG0002315	Ag003G266420, Ag003G265610, Ag006G524190	As007G179120
OG0002316	Ag004G309160	As008G189100
OG0002319	Ag004G299790	As008G197710, As008G197720, As008G197740, As008G197730
OG0002320	Ag004G298470	As009G203290, As008G198660
OG0002321	Ag005G471160, Ag007G611970	As009G210450
OG0002322	Ag006G500250	As009G213810
OG0002324	Ag004G343340	As010G234070, As010G234060
OG0002326	Ag005G469510	As011G245270
OG0002326	Ag001G001320	As012G268280
OG0002327	Ag001G004940	As012G269490
OG0002327	Ag005G465820	As011G246480
OG0002328	Ag005G462880, Ag005G453820, Ag003G243530	As011G247870
OG0002328	Ag001G008040	As012G270520
OG0002329	Ag005G455270	As011G250400
OG0002329	Ag001G024300	As012G273150
OG0002330	Ag005G454800	As012G273200
OG0002331	Ag005G442720, Ag005G443960	As011G253230
OG0002331	Ag001G010930	As012G271530
OG0002333	Ag003G281670	As011G262900
OG0002334	Ag005G404260, Ag002G182150, Ag006G495200, Ag003G253810	As011G267380
OG0002335	Ag001G009020, Ag005G461830	As012G270830
OG0002336	Ag001G009040	As012G270850
OG0002337	Ag001G068750	As012G276000
OG0002338	Ag003G231450, Ag001G080570, Ag002G186110	As012G282580
OG0002339	Ag002G190670, Ag001G101470, Ag005G428560, Ag001G083670	As012G283640
OG0002348	Ag005G404020, Ag003G254070	As001G000290
OG0002349	Ag003G254760	As001G000470
OG0002349	Ag005G403550	As011G267120
OG0002350	Ag003G256620	As011G266520
OG0002351	Ag003G263270, Ag003G263710	As001G002790
OG0002352	Ag006G528040	As007G178130
OG0002352	Ag003G268280	As001G003450
OG0002353	Ag003G284180	As001G015080, As001G015070
OG0002354	Ag007G579190	As001G015950, As004G079070
OG0002355	Ag004G365090, Ag004G365620, Ag005G484120	As001G018710
OG0002356	Ag004G310530	As008G188060
OG0002356	Ag004G368010	As001G019650
OG0002357	Ag001G085770	As001G020450
OG0002357	Ag004G311980	As008G187120
OG0002359	Ag004G320930	As008G182860
OG0002360	Ag004G336280, Ag004G336290, Ag006G525440	As001G023460, As001G023470
OG0002361	Ag008G669120	As001G026270
OG0002362	Ag008G670510, Ag006G562590	As001G026570
OG0002364	Ag002G170530, Ag002G170540, Ag004G360830	As001G029260
OG0002365	Ag004G363820	As001G029650
OG0002366	Ag004G316240, Ag004G382510	As001G031630
OG0002367	Ag008G699520	As002G048220, As002G033030
OG0002368	Ag002G189240	As002G033500, As002G033510
OG0002369	Ag002G187750	As002G033860
OG0002371	Ag005G476280	As002G034980
OG0002371	Ag006G495690	As005G108380
OG0002372	Ag005G474170	As002G036740
OG0002372	Ag006G500380	As009G213590
OG0002373	Ag005G471690	As002G038720
OG0002374	Ag007G620210	As002G040940
OG0002375	Ag006G545720, Ag006G548900	As003G061380
OG0002375	Ag008G679550, Ag008G679540	As002G043310
OG0002376	Ag007G585640	As007G165370
OG0002377	Ag003G251680	As006G132320
OG0002377	Ag008G689940	As002G045900
OG0002378	Ag003G251160	As006G132580
OG0002378	Ag008G693750	As002G046560
OG0002380	Ag008G731890	As005G117870
OG0002380	Ag007G603530	As002G053410
OG0002381	Ag007G601720	As002G054200
OG0002381	Ag008G729780	As005G116610
OG0002382	Ag007G600300	As002G054990
OG0002382	Ag008G725630	As009G217890
OG0002383	Ag002G110980, Ag002G107420	As004G088440
OG0002383	Ag006G574680	As003G056960
OG0002384	Ag006G561240, Ag002G126750	As004G086770, As003G058560
OG0002385	Ag002G130200	As004G086410
OG0002385	Ag006G563650	As003G059010
OG0002386	Ag002G141820	As004G085290
OG0002387	Ag003G290750	As003G073440, As007G179590
OG0002389	Ag003G297070	As003G075930
OG0002390	Ag002G163110, Ag007G578040	As004G079660
OG0002392	Ag006G563660, Ag002G130140	As004G086380
OG0002393	Ag001G045940, Ag001G043610	As004G093590
OG0002393	Ag005G427760	As011G257490
OG0002394	Ag005G430500, Ag005G430470	As011G256530
OG0002395	Ag001G038770	As011G256330, As004G094350
OG0002396	Ag001G036880	As004G095390
OG0002397	Ag007G653670, Ag003G246580, Ag008G669670	As004G097460
OG0002398	Ag001G098450	As012G288950
OG0002399	Ag002G206200	As005G099170
OG0002400	Ag002G203430	As005G100690
OG0002400	Ag001G095260	As012G287710
OG0002401	Ag002G202590	As005G101260
OG0002401	Ag001G094240	As012G287290
OG0002402	Ag002G201810	As005G101600
OG0002402	Ag001G093760	As012G287030
OG0002403	Ag003G234840	As005G103330, As010G239880
OG0002404	Ag002G197160	As005G103860
OG0002406	Ag008G717780, Ag008G673980	As005G111770
OG0002407	Ag008G717250, Ag008G717270	As010G227090
OG0002408	Ag008G712320	As010G225340, As005G114180
OG0002409	Ag008G731960, Ag008G731980, Ag008G731950, Ag008G731990	As005G117920
OG0002410	Ag008G733900	As005G119040
OG0002411	Ag004G327640	As007G154010
OG0002411	Ag003G238420	As010G240950, As006G120970
OG0002412	Ag004G297790, Ag006G516920	As006G121270
OG0002413	Ag004G298100	As008G198970
OG0002414	Ag004G300720	As008G197140
OG0002414	Ag007G599400	As006G123790
OG0002415	Ag007G587180, Ag004G302150	As006G124690
OG0002416	Ag007G587810	As006G125040
OG0002416	Ag004G302320	As008G196270
OG0002417	Ag002G190840, Ag001G071920, Ag007G588810	As006G125930
OG0002417	Ag004G303170	As008G195600
OG0002418	Ag007G590210	As006G126740
OG0002418	Ag004G304310	As008G194760
OG0002419	Ag004G305880	As008G193350
OG0002419	Ag007G592240	As006G127970
OG0002420	Ag007G596370	As006G130200
OG0002421	Ag004G308280	As006G130420
OG0002422	Ag008G693800, Ag006G543100, Ag006G543090, Ag006G544490	As006G132600
OG0002423	Ag005G489930, Ag007G619150	As006G135160
OG0002424	Ag007G620030	As009G201660
OG0002424	Ag005G488910, Ag005G489490	As006G135400
OG0002425	Ag005G489330, Ag001G091130	As006G135440
OG0002425	Ag007G620230	As009G201750
OG0002426	Ag005G489190	As006G135510
OG0002426	Ag007G621000	As009G201930
OG0002427	Ag005G488080	As006G136130
OG0002427	Ag007G624320	As009G202970
OG0002428	Ag005G486380	As006G137190
OG0002428	Ag007G628670	As009G204040
OG0002429	Ag004G306340, Ag004G306350, Ag004G306410	As006G139200
OG0002430	Ag005G478720	As006G141940, As011G249920
OG0002431	Ag001G078250	As012G281710
OG0002431	Ag002G181760	As006G143550
OG0002432	Ag002G181140	As006G143880
OG0002432	Ag002G181310	As006G143890
OG0002433	Ag003G209630	As010G243470
OG0002433	Ag004G324060	As007G152330
OG0002434	Ag004G325400	As007G153130
OG0002435	Ag003G235170	As010G240000
OG0002435	Ag004G329540	As007G154550
OG0002436	Ag004G337820	As007G157780
OG0002436	Ag003G218020	As010G235980
OG0002437	Ag004G338660	As007G158170
OG0002438	Ag004G339010	As007G158300
OG0002439	Ag003G240440	As010G235050
OG0002439	Ag004G339710	As007G158550
OG0002440	Ag007G589250, Ag001G099080	As007G158900, As007G163640
OG0002441	Ag004G341220	As007G159190
OG0002441	Ag004G343640	As010G233950
OG0002442	Ag004G345220	As010G233340
OG0002442	Ag003G242300	As007G159670
OG0002443	Ag003G244890	As007G160590
OG0002443	Ag004G364920, Ag001G075730, Ag004G348970	As010G232560
OG0002444	Ag004G351440	As010G231580
OG0002444	Ag003G247960	As007G161090
OG0002445	Ag007G585710	As007G165530
OG0002446	Ag003G252510	As007G166970
OG0002447	Ag003G278680, Ag006G506870, Ag005G449290	As007G167050
OG0002448	Ag001G061560	As007G180990, As010G220930
OG0002449	Ag004G317030, Ag008G667050	As008G184400
OG0002450	Ag004G308040	As008G190820
OG0002451	Ag004G307850	As008G191270
OG0002452	Ag004G306830	As008G192830
OG0002453	Ag006G509810, Ag004G300240	As008G197420
OG0002454	Ag004G300210, Ag006G509940	As008G197430
OG0002455	Ag007G624220, Ag007G600320, Ag007G624300	As009G202980
OG0002456	Ag007G628520	As009G203970, As011G262850
OG0002458	Ag001G076070, Ag001G076090	As009G207430
OG0002459	Ag008G728580	As009G219300
OG0002460	Ag006G506300, Ag008G705900	As009G219940
OG0002462	Ag003G220110	As010G236970
OG0002463	Ag003G221680	As010G237210
OG0002464	Ag003G231550	As010G239170
