Orthogroup	Cardamine_hirsuta	Aethionema_saxatile
OG0002440	CARHR291400	As007G158900, As007G163640
OG0002441	CARHR023410	As007G159190
OG0002442	CARHR063610	As010G233340
OG0002442	CARHR023980	As007G159670
OG0002443	CARHR025270	As007G160590
OG0002443	CARHR062390	As010G232560
OG0002444	CARHR061520	As010G231580
OG0002444	CARHR025770	As007G161090
OG0002445	CARHR232910, CARHR232900	As007G165530
OG0002446	CARHR235410	As007G166970
OG0002447	CARHR115580	As007G167050
OG0002448	CARHR160090, CARHR035870	As007G180990, As010G220930
OG0002449	CARHR013260, CARHR147640	As008G184400
OG0002450	CARHR007940	As008G190820
OG0002451	CARHR007820	As008G191270
OG0002452	CARHR007070	As008G192830
OG0002453	CARHR250990, CARHR002420	As008G197420
OG0002454	CARHR002410, CARHR250960	As008G197430
OG0002455	CARHR196130	As009G202980
OG0002456	CARHR194980	As009G203970, As011G262850
OG0002457	CARHR138690	As009G205150
OG0002458	CARHR164700, CARHR164710	As009G207430
OG0002459	CARHR276680, CARHR276690, CARHR284290	As009G219300
OG0002460	CARHR206020	As009G219940
OG0002462	CARHR070060	As010G236970
OG0002463	CARHR069850	As010G237210
OG0002464	CARHR067620	As010G239170
OG0002465	CARHR015910, CARHR074320	As010G244070
OG0002466	CARHR088810, CARHR044530	As011G246020
OG0002467	CARHR089220, CARHR044180	As011G246390
OG0002468	CARHR043390	As012G269940
OG0002468	CARHR090210	As011G247340
OG0002469	CARHR290750	As012G274440
OG0002469	CARHR092130	As011G249070
OG0002470	CARHR092760	As011G249540
OG0002471	CARHR092980	As011G249710
OG0002471	CARHR037980	As012G273810
OG0002472	CARHR093110	As011G249830
OG0002472	CARHR038050	As012G273760
OG0002473	CARHR093300, CARHR038190	As011G250030
OG0002474	CARHR098420	As011G254520
OG0002475	CARHR220720, CARHR098990	As011G255010
OG0002476	CARHR293290	As011G260890
OG0002477	CARHR110980, CARHR236340	As011G267110
OG0002478	CARHR089980	As012G282460
OG0002478	CARHR043460	As012G269880
OG0002479	CARHR128820, CARHR059410	As012G275080
OG0002480	CARHR166550, CARHR135890	As012G282910
OG0002494	CARHR111530	As011G267440
OG0002494	CARHR235900	As001G000070
OG0002495	CARHR236580, CARHR236600	As001G000720
OG0002496	CARHR247410	As007G180720, As001G002930
OG0002497	CARHR270860	As002G048780
OG0002497	CARHR239370	As001G003770
OG0002498	CARHR239470, CARHR117300	As001G003890
OG0002499	CARHR191280	As001G012010, As001G010780, As005G113250
OG0002499	CARHR104590	As010G226320
OG0002500	CARHR060470, CARHR242600, CARHR105680	As001G013480
OG0002502	CARHR129390	As004G079730
OG0002503	CARHR055830, CARHR008790	As008G189320, As001G018590, As001G018580
OG0002504	CARHR054290	As001G019510
OG0002504	CARHR009860	As008G187560
OG0002505	CARHR010480	As008G187280
OG0002505	CARHR053430	As001G020220
OG0002506	CARHR052740	As001G020640
OG0002506	CARHR010730	As008G187030
OG0002507	CARHR145070	As008G182970
OG0002507	CARHR014900	As001G023550
OG0002508	CARHR014380	As008G183400
OG0002509	CARHR145880	As001G024220
OG0002510	CARHR013250, CARHR013230	As008G184420
OG0002511	CARHR152080	As001G027330
OG0002512	CARHR170360	As001G030940
OG0002512	CARHR045330	As012G268260
OG0002513	CARHR085290	As002G036190
OG0002513	CARHR208300	As009G214160
OG0002514	CARHR207710	As009G213190
OG0002515	CARHR207030, CARHR207020	As009G212380
OG0002515	CARHR086180	As002G037470
OG0002516	CARHR233130	As002G044340, As007G164890
OG0002517	CARHR235450, CARHR266650	As002G045300
OG0002518	CARHR234250	As006G134700
OG0002519	CARHR234230	As002G047340
OG0002520	CARHR269340	As002G047720
OG0002521	CARHR201110, CARHR201100	As002G051220
OG0002522	CARHR278350	As005G117400
OG0002523	CARHR224020	As003G055760
OG0002523	CARHR173960	As004G091100
OG0002524	CARHR254180	As004G084950
OG0002524	CARHR229840	As003G060810
OG0002525	CARHR260250	As004G080270
OG0002525	CARHR034220	As003G063820
OG0002526	CARHR030010	As003G071140
OG0002526	CARHR232620	As007G164530
OG0002527	CARHR129110	As004G078670
OG0002527	CARHR030390	As003G071590
OG0002528	CARHR108410	As011G264850
OG0002528	CARHR244480	As003G072370
OG0002529	CARHR245570	As003G073400
OG0002529	CARHR293030	As007G179540
OG0002530	CARHR246020	As003G073920
OG0002531	CARHR113570, CARHR246720	As003G074720
OG0002532	CARHR112810	As007G180670
OG0002533	CARHR154330	As003G076500
OG0002534	CARHR260150, CARHR260160	As004G080330, As004G080320
OG0002535	CARHR254510, CARHR230060	As004G084730
OG0002536	CARHR253580	As004G085350
OG0002537	CARHR253440	As004G085480
OG0002538	CARHR220050, CARHR220040	As004G095080
OG0002539	CARHR220650	As004G095560
OG0002539	CARHR220640	As004G095510
OG0002541	CARHR173370	As012G288940
OG0002542	CARHR141450, CARHR171880	As005G100920
OG0002543	CARHR141030	As005G101310
OG0002543	CARHR171490	As012G287170
OG0002544	CARHR139030	As005G103360
OG0002544	CARHR170170	As008G195470
OG0002545	CARHR136730	As005G105890, As005G105610, As005G105930
OG0002545	CARHR167570	As012G283910
OG0002546	CARHR025870	As005G105700, As005G105720
OG0002547	CARHR136570	As005G106150
OG0002548	CARHR133140, CARHR209750	As005G108450
OG0002549	CARHR134980	As005G111540
OG0002550	CARHR192230, CARHR153790	As010G227270
OG0002551	CARHR155190	As010G224410
OG0002552	CARHR157410	As010G222510
OG0002552	CARHR277350	As005G116390
OG0002553	CARHR280570	As005G119590
OG0002553	CARHR159780	As010G221160
OG0002555	CARHR249480	As006G122230
OG0002555	CARHR001310	As008G198480
OG0002556	CARHR250170	As006G122430
OG0002556	CARHR001490	As008G198330
OG0002557	CARHR005460, CARHR125100	As006G127180
OG0002558	CARHR229820	As006G132660
OG0002559	CARHR075420	As006G133130
OG0002559	CARHR198620	As009G200430
OG0002560	CARHR197990	As009G201240
OG0002560	CARHR075920	As006G134910
OG0002561	CARHR196540	As009G202670
OG0002561	CARHR076930	As006G135920
OG0002562	CARHR184980	As009G206940
OG0002562	CARHR079210	As006G138150, As006G138130
OG0002563	CARHR079300	As006G138330
OG0002564	CARHR080840	As006G139890
OG0002565	CARHR130300	As006G144620
OG0002566	CARHR132140	As006G146200
OG0002567	CARHR016790, CARHR073170	As007G152810
OG0002568	CARHR068730	As010G238200
OG0002568	CARHR020170	As007G155930
OG0002569	CARHR069640	As010G237410
OG0002569	CARHR020810	As007G156520
OG0002571	CARHR070090	As010G236920
OG0002571	CARHR021400	As007G156990
OG0002572	CARHR021970	As007G157610
OG0002573	CARHR063230	As010G233140
OG0002573	CARHR024530	As007G160020
OG0002574	CARHR025760	As007G161070
OG0002574	CARHR061500	As010G231590
OG0002575	CARHR015110	As008G182790
OG0002576	CARHR013480	As008G184220
OG0002577	CARHR007180	As008G192700
OG0002578	CARHR005980	As008G193730, As008G193760
OG0002580	CARHR125760, CARHR004990	As008G194790
OG0002581	CARHR001400, CARHR001410, CARHR001390	As008G198400, As008G198390
OG0002582	CARHR103760, CARHR135360	As009G213250
OG0002583	CARHR158570	As010G221700
OG0002583	CARHR188810	As009G215910
OG0002584	CARHR272730	As009G219490
OG0002585	CARHR154760, CARHR273270	As010G224650
OG0002586	CARHR061350, CARHR154320	As010G231040
OG0002587	CARHR020270, CARHR068870	As010G238060
OG0002588	CARHR067570	As010G239220
OG0002589	CARHR065670	As010G241020
OG0002590	CARHR088960	As011G246160
OG0002590	CARHR044410	As010G241320, As012G269200
OG0002591	CARHR088180	As011G245450
OG0002591	CARHR045020	As012G268620
OG0002592	CARHR044480	As012G269150
OG0002592	CARHR088880	As011G246080
OG0002593	CARHR043140	As012G270160
OG0002594	CARHR042870	As012G270470
OG0002594	CARHR090700	As011G247800
OG0002595	CARHR091260	As012G270810, As011G248280
OG0002596	CARHR091900	As011G248880
OG0002596	CARHR290440	As012G274650
OG0002597	CARHR092510	As011G249380
OG0002597	CARHR037670	As012G274080
OG0002598	CARHR093200, CARHR038120	As011G249910
OG0002599	CARHR097710	As011G253930, As011G253870, As011G253880, As011G253900, As011G253920, As011G253910
OG0002600	CARHR076370	As011G255050
OG0002601	CARHR115720, CARHR240420	As011G263820
OG0002602	CARHR045700, CARHR087630	As012G267890
OG0002603	CARHR096860, CARHR041540	As012G271860
OG0002604	CARHR039270, CARHR039280	As012G273030
OG0002605	CARHR166570, CARHR135920	As012G282930
OG0002606	CARHR168260	As012G284350
OG0002607	CARHR170440	As012G286060, As012G286070
OG0002622	CARHR110760	As011G266930
OG0002622	CARHR236540	As001G000680
OG0002623	CARHR117810, CARHR238920	As001G003260
OG0002624	CARHR240790	As001G006190
OG0002625	CARHR282190	As289G297790, As160G296640, As419G298080, As205G296950, As240G297400
OG0002626	CARHR106450	As011G263160
OG0002626	CARHR242290	As001G014170
OG0002627	CARHR242830	As001G014270
OG0002627	CARHR106610	As011G263300
OG0002628	CARHR106960	As011G263570
OG0002628	CARHR243280	As001G014800
OG0002629	CARHR129230	As004G078820
OG0002629	CARHR030600	As001G015750
OG0002630	CARHR129730	As001G016520, As004G079350
OG0002631	CARHR129930	As004G083150
OG0002631	CARHR223330	As001G017580
OG0002632	CARHR055140, CARHR009220	As001G019060
OG0002633	CARHR009620	As008G188110
OG0002633	CARHR054450	As001G019360
OG0002634	CARHR283920	As001G019900
OG0002634	CARHR010190	As008G187830
OG0002635	CARHR011740, CARHR255430	As001G021860
OG0002636	CARHR015250	As001G022990
OG0002637	CARHR014390	As008G183390
OG0002637	CARHR145600	As001G023970
OG0002638	CARHR013620	As008G183930
OG0002639	CARHR148100	As001G025840
OG0002639	CARHR210530	As005G107930
OG0002640	CARHR151830	As001G027310
OG0002641	CARHR262820	As004G078380
OG0002641	CARHR152300	As001G027640
OG0002642	CARHR059720, CARHR214090	As001G028250
OG0002643	CARHR215040	As004G077380
OG0002643	CARHR058370	As001G028850
OG0002644	CARHR056460	As001G029730
OG0002645	CARHR270980	As002G048900
OG0002645	CARHR233480	As002G032620
OG0002646	CARHR084730	As002G035470
OG0002647	CARHR231990	As007G163080, As007G163060
OG0002647	CARHR259070	As002G039660
OG0002648	CARHR266230	As002G044830
OG0002649	CARHR266830, CARHR201820	As004G083470, As002G045400
OG0002650	CARHR267630	As002G046120
OG0002651	CARHR267940	As002G046390
OG0002651	CARHR234880	As006G132490
OG0002652	CARHR271160	As002G049070
OG0002653	CARHR202360	As002G052290
OG0002653	CARHR188380	As009G215520
OG0002654	CARHR279590	As005G118680
OG0002654	CARHR202750	As002G052650
OG0002655	CARHR203230, CARHR279100	As002G053250
OG0002656	CARHR278580	As005G117600
OG0002656	CARHR203660	As002G053570
OG0002657	CARHR224820	As003G056450
OG0002657	CARHR222130	As004G089010
OG0002658	CARHR227470, CARHR227480	As003G058870
OG0002659	CARHR229190	As003G060340
OG0002660	CARHR253770	As004G085180
OG0002660	CARHR229480	As003G060580
OG0002661	CARHR230790	As003G061470
OG0002661	CARHR255190	As004G084490
OG0002662	CARHR034460	As003G063950
OG0002662	CARHR260440	As004G080190
OG0002663	CARHR127540	As004G081750
OG0002663	CARHR027580	As003G068530
OG0002664	CARHR244040	As003G072000, As003G071990
OG0002665	CARHR244500	As003G072390
OG0002665	CARHR108480	As011G264930
OG0002666	CARHR244820	As003G072660
OG0002667	CARHR244950	As003G072790
OG0002667	CARHR108950	As011G265360
OG0002668	CARHR245450	As003G073280, As003G073270
OG0002669	CARHR114130	As007G179900
OG0002669	CARHR246150	As003G074060
OG0002670	CARHR112540	As007G180820
OG0002670	CARHR247510	As003G075640
OG0002672	CARHR262480	As004G078520
OG0002673	CARHR260110	As004G080350
OG0002674	CARHR253680, CARHR253690	As004G085250
OG0002675	CARHR227720, CARHR252180	As004G086350
OG0002676	CARHR218250	As004G093110
OG0002676	CARHR101720	As011G258120, As011G258130
OG0002677	CARHR218500, CARHR218520	As004G093500
OG0002678	CARHR100100	As004G093530
OG0002678	CARHR219300	As004G094510
OG0002679	CARHR220760	As004G095650
OG0002680	CARHR220870	As004G095740
OG0002680	CARHR098910	As011G254910
OG0002681	CARHR141690	As005G100710
OG0002681	CARHR054060	As012G287670
OG0002683	CARHR168370	As012G284450
OG0002683	CARHR137060	As005G105040
OG0002684	CARHR136710, CARHR167540, CARHR254100	As005G105950
OG0002685	CARHR211770	As006G142160, As005G106640
OG0002686	CARHR209200	As005G109060
OG0002686	CARHR197370	As009G201790, As009G201760
OG0002687	CARHR150540	As010G225290
OG0002687	CARHR274030	As005G114330
OG0002688	CARHR154130	As010G224920
OG0002688	CARHR273640	As005G114620
OG0002689	CARHR273040, CARHR273070, CARHR273060	As005G115500
OG0002690	CARHR155170	As010G224390
OG0002690	CARHR273030	As005G115510
OG0002691	CARHR157380	As010G222530
OG0002691	CARHR277320	As005G116360
OG0002692	CARHR248560	As006G121510
OG0002692	CARHR000650	As008G199080
OG0002693	CARHR002710, CARHR035450	As008G197190
OG0002693	CARHR251300	As006G123750
OG0002694	CARHR178920	As006G124270
OG0002694	CARHR003100	As008G196950
OG0002695	CARHR125310	As006G127050
OG0002695	CARHR005340	As008G194410
OG0002696	CARHR007610, CARHR121860	As006G129490
OG0002697	CARHR083020	As006G142000, As006G133830
OG0002698	CARHR077320	As006G136330
OG0002698	CARHR195820	As009G203310
OG0002699	CARHR077380, CARHR195770	As006G136410
OG0002700	CARHR078040	As009G204050, As006G137200
OG0002701	CARHR081810, CARHR183220	As006G140860
OG0002702	CARHR166290	As012G282650
OG0002702	CARHR135480	As006G142520
OG0002703	CARHR108590, CARHR029200	As011G265040
OG0002705	CARHR164170, CARHR133390	As006G148860
OG0002706	CARHR073130	As010G242850
OG0002706	CARHR016820	As007G152830
OG0002707	CARHR018560	As007G154380
OG0002708	CARHR068740, CARHR020180	As007G155940
OG0002709	CARHR070440	As007G157250
OG0002710	CARHR023230	As007G158990
OG0002710	CARHR064650	As010G234240
OG0002711	CARHR024350	As007G159880
OG0002712	CARHR025900	As007G161180
OG0002713	CARHR025940	As007G161210
OG0002715	CARHR144160, CARHR015440	As008G182490
OG0002716	CARHR010500, CARHR010490	As008G187170
OG0002717	CARHR196890	As009G202340
OG0002718	CARHR195870, CARHR195880	As009G203250, As009G203380
OG0002719	CARHR188750, CARHR188720, CARHR188710	As009G215820
OG0002721	CARHR158300	As010G221870, As010G221880
OG0002722	CARHR062160	As010G232310
OG0002723	CARHR071550, CARHR022560	As010G235340
OG0002724	CARHR021240	As010G237080
OG0002725	CARHR087690, CARHR087680	As011G244940
OG0002726	CARHR090500	As011G247620
OG0002726	CARHR043160	As012G270130
OG0002728	CARHR039670	As012G272740
OG0002728	CARHR094570	As011G251250
OG0002729	CARHR096300	As011G252830
OG0002729	CARHR040890	As012G271580
OG0002730	CARHR097630	As011G253790
OG0002731	CARHR098330	As011G254440
OG0002732	CARHR042200, CARHR042190, CARHR042220	As012G271000
OG0002733	CARHR039300	As012G273010
OG0002734	CARHR128690	As012G275240
OG0002735	CARHR289330	As012G276980
OG0002736	CARHR132540	As012G278190
OG0002737	CARHR166560	As012G282920
OG0002753	CARHR236020	As001G000210
OG0002753	CARHR111320	As011G267350
OG0002754	CARHR236780	As001G000880
OG0002754	CARHR110650	As011G266760
OG0002755	CARHR294510	As007G177280
OG0002755	CARHR239620	As001G004000
OG0002757	CARHR106460	As011G263180
OG0002759	CARHR290610	As004G078810
OG0002761	CARHR053340	As011G262270, As001G019870, As001G019840, As001G017230, As001G019880, As001G019890
OG0002762	CARHR050530	As001G021940
OG0002762	CARHR011900	As008G185820
OG0002763	CARHR015460, CARHR059470	As008G182460
OG0002763	CARHR144120	As001G022710
OG0002764	CARHR014120	As008G183640
OG0002764	CARHR145980	As001G024270
OG0002766	CARHR215120	As004G077360
OG0002766	CARHR058200	As001G028940
OG0002767	CARHR048320	As001G031510
OG0002768	CARHR233810	As002G032910
OG0002769	CARHR083830	As002G034270
OG0002770	CARHR257600	As002G042380
OG0002771	CARHR203170	As002G053190
OG0002771	CARHR279010	As005G118190
OG0002772	CARHR277780	As005G116840
OG0002772	CARHR204160	As002G054010
OG0002773	CARHR205670	As002G055290
OG0002773	CARHR275440	As009G218230
OG0002774	CARHR226710	As003G058130
OG0002774	CARHR177950	As004G087290
OG0002775	CARHR226800, CARHR178090	As003G058200
OG0002776	CARHR228210, CARHR228200	As003G059570
OG0002777	CARHR228660, CARHR228670	As003G059960
OG0002778	CARHR230190	As003G061140
OG0002779	CARHR033530, CARHR033490, CARHR033450	As003G063190, As003G063150, As003G063170
OG0002780	CARHR034860, CARHR034880	As003G064140
OG0002781	CARHR114220	As007G179830
OG0002781	CARHR246040	As003G073970
OG0002783	CARHR112100	As003G075620
OG0002784	CARHR224260, CARHR174170	As004G089990
OG0002785	CARHR217410	As004G091710
OG0002785	CARHR103940	As011G259610
OG0002786	CARHR217560	As004G091990
OG0002787	CARHR216910	As004G092210
OG0002787	CARHR102770	As011G258720
OG0002788	CARHR220660	As004G095570
OG0002788	CARHR099110	As011G255120
OG0002789	CARHR098670	As011G254740
OG0002789	CARHR221220	As004G095840
OG0002790	CARHR098210, CARHR098230	As011G254310, As004G096070
OG0002791	CARHR222150	As004G096460
OG0002792	CARHR261840, CARHR261830, CARHR081050	As004G097100
OG0002793	CARHR142370	As005G099990
OG0002793	CARHR172490	As012G288160
OG0002794	CARHR171140	As012G286850
OG0002795	CARHR170640	As005G102310
OG0002796	CARHR138700	As005G103720, As005G103730
OG0002797	CARHR137350	As005G105270
OG0002798	CARHR136860, CARHR167370, CARHR167620	As005G105660
OG0002799	CARHR132820	As005G106610
OG0002800	CARHR209690	As005G108500
OG0002801	CARHR152600, CARHR152610	As010G227050
OG0002802	CARHR191780	As005G112600
OG0002803	CARHR155660	As010G224010
OG0002803	CARHR272800	As005G115960
OG0002804	CARHR280640	As005G119640
OG0002805	CARHR123010	As006G121540, As006G128670
OG0002806	CARHR249780, CARHR001630	As008G198160
OG0002806	CARHR250030	As006G122540
OG0002807	CARHR251500	As006G123850
OG0002808	CARHR126270	As006G126320
OG0002808	CARHR004620	As008G195220
OG0002809	CARHR124980, CARHR005630	As006G127320
OG0002810	CARHR006350	As006G127830
OG0002811	CARHR122480	As006G128950, As006G128980
OG0002812	CARHR120030	As006G130890
OG0002812	CARHR008220	As008G190700
OG0002813	CARHR075230	As006G132910
OG0002814	CARHR197710	As009G200910
OG0002814	CARHR076170	As006G135200
OG0002815	CARHR077390	As006G136420
OG0002815	CARHR195740	As009G203420
OG0002817	CARHR078510	As006G137530
OG0002817	CARHR194530	As009G204350
OG0002818	CARHR079330	As006G138270
OG0002818	CARHR185810	As009G206780
OG0002819	CARHR193980	As009G204860
OG0002819	CARHR080700	As006G139750
OG0002820	CARHR081000, CARHR080980	As006G140110
OG0002821	CARHR081440, CARHR182480	As006G140460
OG0002822	CARHR078790	As006G144050
OG0002823	CARHR162630, CARHR130520	As006G144770
OG0002824	CARHR163820	As006G146920
OG0002825	CARHR074220	As010G243950
OG0002826	CARHR073550	As010G243210
OG0002826	CARHR016520	As007G152490
OG0002827	CARHR018070, CARHR065580	As007G153850
OG0002828	CARHR018100	As007G153940
OG0002828	CARHR065620	As010G241060
OG0002829	CARHR066260	As007G154360
OG0002830	CARHR067840	As010G238970
OG0002830	CARHR019450	As007G155230
OG0002831	CARHR068070, CARHR177860, CARHR177870	As010G238770
