Orthogroup	Cardamine_hirsuta	Erysimum_linariifolium
OG0009758	CARHR084610	El005G245430
OG0009760	CARHR085610	El005G246480
OG0009761	CARHR085690	El005G246570
OG0009762	CARHR085880	El005G246860
OG0009763	CARHR149420, CARHR086430	El005G247650
OG0009764	CARHR086820	El005G248090
OG0009765	CARHR293670, CARHR293680	El005G274510
OG0009767	CARHR258410	El007G344370
OG0009768	CARHR258380	El007G344330, El007G344310
OG0009769	CARHR258210	El007G344150
OG0009770	CARHR258130	El007G344070
OG0009771	CARHR257290	El007G343230
OG0009772	CARHR256910	El007G342930, El007G342970
OG0009773	CARHR256900	El007G342920
OG0009774	CARHR264120	El007G342660
OG0009775	CARHR264190	El007G342580
OG0009776	CARHR199630	El001G067850
OG0009777	CARHR264690	El007G341980
OG0009778	CARHR265000	El007G341590
OG0009779	CARHR265130	El007G341430
OG0009780	CARHR265260	El007G341350
OG0009781	CARHR265330	El007G341210
OG0009782	CARHR265480	El007G341080
OG0009783	CARHR265820	El007G340590, El007G340660
OG0009784	CARHR265900	El007G340510
OG0009785	CARHR265920	El007G340390, El007G340440
OG0009786	CARHR266400	El007G339820
OG0009787	CARHR266320	El007G339880, El003G187590
OG0009788	CARHR266260	El007G339980
OG0009789	CARHR266490	El007G339760
OG0009790	CARHR266690	El007G339500
OG0009791	CARHR267210	El007G338680
OG0009792	CARHR267010	El007G338840
OG0009793	CARHR266970	El007G338890
OG0009794	CARHR266900	El007G338970
OG0009795	CARHR267560	El007G338120
OG0009796	CARHR267890	El007G337800
OG0009797	CARHR268090	El007G337630
OG0009798	CARHR268410	El007G337240
OG0009799	CARHR268490	El007G337140, El007G337110
OG0009800	CARHR268910	El007G336510
OG0009801	CARHR269020	El007G336410
OG0009802	CARHR269190	El007G336300
OG0009803	CARHR269690	El007G335850
OG0009804	CARHR270100	El007G335480
OG0009805	CARHR270270	El007G335350
OG0009806	CARHR270500	El007G335190
OG0009807	CARHR270590	El007G335090
OG0009808	CARHR270720	El007G334890
OG0009809	CARHR271320	El007G334120
OG0009810	CARHR271460	El007G333870
OG0009811	CARHR271500	El007G333830
OG0009812	CARHR271530	El007G333800
OG0009813	CARHR271830	El007G333530
OG0009814	CARHR271910	El007G333430
OG0009815	CARHR271940	El007G333410
OG0009816	CARHR169330	El001G030570
OG0009817	CARHR036120	El002G128390
OG0009819	CARHR200310	El001G068570
OG0009820	CARHR200820	El001G069230
OG0009821	CARHR200840	El001G069250
OG0009822	CARHR200870	El001G069270
OG0009823	CARHR200880	El001G069280
OG0009824	CARHR200990	El001G069390
OG0009825	CARHR201120	El001G069510
OG0009826	CARHR201150	El001G069540
OG0009827	CARHR201260	El001G069620
OG0009828	CARHR201660	El001G070090
OG0009829	CARHR201710	El001G070150
OG0009830	CARHR202250	El001G070790, El001G070830, El001G070730
OG0009831	CARHR202330	El001G070940
OG0009832	CARHR202400	El001G071030
OG0009833	CARHR202480	El001G071090
OG0009834	CARHR202890	El001G071570
OG0009835	CARHR203110	El001G071840
OG0009836	CARHR203900	El001G072560
OG0009837	CARHR278290	El007G326110
OG0009838	CARHR204090	El001G072770
OG0009839	CARHR204530, CARHR204520	El001G073270
OG0009840	CARHR204640	El001G073370
OG0009842	CARHR205230	El001G073840
OG0009843	CARHR205490	El001G074110
OG0009844	CARHR205660	El001G074290
OG0009845	CARHR156330	El001G017170
OG0009846	CARHR224170	El003G169470
OG0009847	CARHR224520	El003G169030
OG0009848	CARHR225120	El003G168310
OG0009849	CARHR225140	El003G168290
OG0009850	CARHR225280	El003G168080
OG0009851	CARHR225560	El003G167650
OG0009852	CARHR225830	El003G167340
OG0009853	CARHR226060	El003G166930
OG0009854	CARHR226200	El003G166660
OG0009855	CARHR226680	El004G222530, El003G166000
OG0009856	CARHR227660	El003G165000
OG0009857	CARHR227770	El003G164880
OG0009858	CARHR228510	El003G164130
OG0009859	CARHR228720	El003G163830
OG0009860	CARHR230110	El003G162330
OG0009861	CARHR230130	El003G162310
OG0009862	CARHR230750	El003G161780
OG0009863	CARHR230820	El003G161640
OG0009864	CARHR230870	El003G161590
OG0009865	CARHR231500	El003G160730
OG0009866	CARHR032150	El002G120260
OG0009867	CARHR033220	El002G121800
OG0009868	CARHR033630	El002G122350
OG0009869	CARHR033760	El002G122880
OG0009870	CARHR033770	El002G122900, El002G123160, El002G122890, El002G123170
OG0009871	CARHR033810	El002G122950
OG0009872	CARHR034440	El002G123690
OG0009873	CARHR035540	El002G127260
OG0009875	CARHR292420	El002G125980
OG0009876	CARHR036780	El002G129370
OG0009877	CARHR027620	El002G113770
OG0009878	CARHR028060	El002G114370
OG0009879	CARHR028620	El002G115190
OG0009880	CARHR029020	El002G115650
OG0009881	CARHR029030	El002G115670
OG0009882	CARHR029580, CARHR029570	El002G115900
OG0009883	CARHR029400	El002G116060
OG0009884	CARHR029390	El002G116070
OG0009885	CARHR029650	El002G116510, El002G116490
OG0009886	CARHR029690	El002G116560
OG0009887	CARHR029710	El002G116600
OG0009888	CARHR029880	El002G117100
OG0009889	CARHR030200	El002G117430
OG0009890	CARHR030340	El002G117620
OG0009891	CARHR243740	El003G146870
OG0009892	CARHR243800	El003G146830
OG0009893	CARHR244580	El003G145990
OG0009894	CARHR244710	El003G145840
OG0009895	CARHR245040	El003G145510
OG0009896	CARHR245050	El003G145490
OG0009897	CARHR245140	El003G145410
OG0009898	CARHR245240	El003G145320
OG0009899	CARHR245410	El003G145170
OG0009900	CARHR245420	El003G145150
OG0009901	CARHR292950	El006G318660
OG0009902	CARHR245700	El003G144830
OG0009903	CARHR114360	El006G318860
OG0009904	CARHR245890	El003G144490
OG0009905	CARHR245980	El003G144560
OG0009906	CARHR246160	El003G144320
OG0009907	CARHR246230	El003G144230
OG0009908	CARHR246320	El003G144140
OG0009909	CARHR246430	El003G144270, El003G143980, El003G143990
OG0009910	CARHR246480	El003G143900
OG0009911	CARHR246700	El003G143630
OG0009912	CARHR246980	El003G143290
OG0009913	CARHR247040	El003G143220
OG0009914	CARHR247320	El003G142890
OG0009915	CARHR247700	El003G142520
OG0009916	CARHR247810	El003G142410
OG0009917	CARHR143600	El003G141580
OG0009918	CARHR216730	El003G183600
OG0009919	CARHR217060	El003G181650
OG0009920	CARHR213910	El003G187500
OG0009921	CARHR262960	El003G189200
OG0009922	CARHR262830	El003G189260
OG0009923	CARHR262610	El003G189580
OG0009924	CARHR129200	El006G296050
OG0009925	CARHR129850	El006G295410
OG0009926	CARHR050790	El004G199360
OG0009927	CARHR171700	El001G033270
OG0009928	CARHR129700	El006G295570
OG0009929	CARHR129680	El006G295590
OG0009930	CARHR129580	El006G295690
OG0009931	CARHR129510	El006G295750
OG0009932	CARHR129440	El006G295800
OG0009933	CARHR260830	El001G009700
OG0009934	CARHR260740	El001G009780
OG0009935	CARHR260430	El001G010070
OG0009936	CARHR265560	El007G340960
OG0009937	CARHR128210	El006G297660
OG0009938	CARHR127700	El006G298250
OG0009939	CARHR127610	El006G298330
OG0009940	CARHR127590	El006G298350
OG0009941	CARHR204890, CARHR213980	El007G357510
OG0009942	CARHR181560	El007G357250
OG0009943	CARHR284720	El007G355460
OG0009944	CARHR261030	El001G009360
OG0009945	CARHR261140	El001G009270
OG0009946	CARHR261240, CARHR256690	El001G009200
OG0009947	CARHR256000	El001G008540
OG0009948	CARHR255940	El001G008320
OG0009949	CARHR254520	El001G007120
OG0009951	CARHR253650	El001G006060
OG0009952	CARHR253300	El001G005690
OG0009953	CARHR253070	El001G005610
OG0009954	CARHR252900	El001G005380
OG0009955	CARHR252870, CARHR252880	El001G005360
OG0009957	CARHR252480	El001G004890
OG0009958	CARHR178620	El007G360980
OG0009959	CARHR177370	El007G362600
OG0009960	CARHR176880	El007G363160
OG0009961	CARHR176700	El007G363330
OG0009962	CARHR176690	El007G363340
OG0009963	CARHR175750	El007G364670
OG0009964	CARHR044550	El007G364830, El007G364870, El007G364770
OG0009965	CARHR175020	El007G365400
OG0009967	CARHR174460	El007G365980
OG0009968	CARHR143360	El006G279830
OG0009969	CARHR173680	El007G366810
OG0009970	CARHR173650	El007G366850
OG0009971	CARHR173890	El007G366590
OG0009972	CARHR218120	El003G179770
OG0009973	CARHR099240	El005G264670
OG0009974	CARHR245470	El003G145110
OG0009975	CARHR218870	El003G177840, El003G177870
OG0009976	CARHR164140	El001G024960
OG0009977	CARHR219200	El003G177240
OG0009978	CARHR219490	El003G176740
OG0009979	CARHR220290	El003G175660
OG0009980	CARHR220820	El003G174820
OG0009981	CARHR221330	El003G174330
OG0009982	CARHR097430	El005G259720
OG0009983	CARHR262240	El003G189910
OG0009984	CARHR262230	El003G190020
OG0009986	CARHR261960	El003G190710
OG0009987	CARHR261910	El003G190740, El003G190730
OG0009988	CARHR133650	El006G291140
OG0009989	CARHR212970	El003G192620
OG0009990	CARHR272980	El003G193140
OG0009991	CARHR212600	El003G193460
OG0009992	CARHR260810	El001G009710
OG0009993	CARHR143420	El006G279770
OG0009994	CARHR143020	El006G280180
OG0009995	CARHR142760	El006G280480
OG0009996	CARHR142720	El006G280510
OG0009997	CARHR142110	El006G281140
OG0009999	CARHR142000	El006G281250
OG0010000	CARHR141520	El006G281850
OG0010001	CARHR141510	El006G281880
OG0010002	CARHR141050	El006G282530
OG0010003	CARHR140690	El006G282920
OG0010004	CARHR140570	El006G283060
OG0010005	CARHR140480	El006G283150
OG0010006	CARHR140470	El006G283160
OG0010007	CARHR224150	El006G283570
OG0010008	CARHR140150	El006G283610
OG0010009	CARHR111600	El005G279550
OG0010010	CARHR139140	El006G284840, El004G217630
OG0010011	CARHR138950	El006G285060
OG0010012	CARHR138930	El006G285070
OG0010013	CARHR138870	El006G285160
OG0010014	CARHR138680	El006G285320
OG0010015	CARHR138190	El006G285750
OG0010017	CARHR138130	El006G285820
OG0010018	CARHR138090	El006G285840
OG0010019	CARHR137150	El006G287120
OG0010020	CARHR228030, CARHR137180	El006G287040
OG0010021	CARHR167900	El001G029100
OG0010022	CARHR136900	El006G287410
OG0010023	CARHR136820	El006G287650
OG0010024	CARHR136660	El006G287820
OG0010025	CARHR136600	El006G287870
OG0010026	CARHR211230	El001G080980
OG0010027	CARHR211220	El001G080970
OG0010028	CARHR211000	El001G080740
OG0010029	CARHR210780	El001G080450
OG0010030	CARHR210660	El001G080220
OG0010031	CARHR210440	El001G080020
OG0010032	CARHR210090	El001G079620
OG0010033	CARHR210020	El001G079560
OG0010034	CARHR118050, CARHR118060, CARHR209960	El001G079440
OG0010035	CARHR209930	El001G079370
OG0010036	CARHR209820	El001G079250
OG0010037	CARHR209800, CARHR209810	El001G079240
OG0010038	CARHR209390	El001G078780
OG0010039	CARHR209330	El001G078690
OG0010040	CARHR193590	El001G060970
OG0010041	CARHR193310	El001G060600
OG0010042	CARHR193340	El001G060710
OG0010043	CARHR192730	El001G060050
OG0010044	CARHR192720	El001G060040
OG0010045	CARHR192580	El001G059890
OG0010046	CARHR192620	El001G059930
OG0010047	CARHR192320	El001G059570
OG0010048	CARHR192310	El001G059560
OG0010049	CARHR197320	El001G065350
OG0010050	CARHR192110	El001G059320
OG0010051	CARHR191980	El001G059190
OG0010052	CARHR191800	El001G058960
OG0010053	CARHR191770	El001G058910
OG0010054	CARHR253380, CARHR213470	El003G192050
OG0010055	CARHR190970	El001G057800
OG0010056	CARHR274440	El007G330160
OG0010057	CARHR274250	El007G330370
OG0010058	CARHR274120	El007G330490
OG0010059	CARHR273680, CARHR055210	El007G330890
OG0010060	CARHR273090	El007G331460
OG0010061	CARHR035110, CARHR105350, CARHR229380, CARHR027410	El002G113620
OG0010062	CARHR272830	El007G332460, El004G208030, El004G208170
OG0010063	CARHR277070	El007G327360
OG0010064	CARHR277180	El007G327270
OG0010065	CARHR277190	El007G327260
OG0010066	CARHR277230	El007G327190
OG0010067	CARHR269010	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420
OG0010068	CARHR277870	El007G326580
OG0010069	CARHR278090	El007G326310
OG0010070	CARHR278200	El007G326180
OG0010071	CARHR278310	El007G326090
OG0010072	CARHR293840	El007G325350, El004G223900
OG0010073	CARHR279020	El007G325170
OG0010074	CARHR279040	El007G325140
OG0010075	CARHR279630	El007G324440
OG0010076	CARHR279660	El007G324400
OG0010077	CARHR280440	El007G323470
OG0010078	CARHR280630	El007G323270
OG0010079	CARHR280710	El007G323200
OG0010080	CARHR280730	El007G323180
OG0010081	CARHR280760	El007G323170
OG0010082	CARHR280950	El007G322910
OG0010083	CARHR156560	El001G017360
OG0010084	CARHR281330	El007G322430
OG0010085	CARHR160990	El001G021650
OG0010086	CARHR281800	El007G321930
OG0010087	CARHR248120	El001G000110
OG0010088	CARHR248800	El001G000760
OG0010089	CARHR288840, CARHR248760	El001G000700
OG0010090	CARHR018900	El002G102460
OG0010091	CARHR249050	El001G001010
OG0010092	CARHR250200	El001G001670
OG0010093	CARHR249840	El001G002100
OG0010094	CARHR250340	El001G002670
OG0010095	CARHR250410	El001G002720
OG0010096	CARHR250540, CARHR034320	El001G002860
OG0010097	CARHR250850	El001G003100
OG0010098	CARHR251010	El001G003290
OG0010099	CARHR251550	El001G003800
OG0010100	CARHR251620	El001G003870
OG0010101	CARHR251670, CARHR116120, CARHR116160, CARHR116130	El001G003910
OG0010102	CARHR251700	El001G003960
OG0010103	CARHR251730	El001G004000
OG0010104	CARHR251990	El001G004320
OG0010105	CARHR006300	El007G359250
OG0010106	CARHR127390	El006G298550
OG0010107	CARHR127320	El006G298640
OG0010108	CARHR126210	El006G299830
OG0010109	CARHR126440	El006G299560, El003G154010
OG0010110	CARHR125690	El006G300350
OG0010111	CARHR125490	El006G300540
OG0010112	CARHR124810	El006G301260
OG0010113	CARHR124590	El006G301470
OG0010114	CARHR124210	El006G301910
OG0010115	CARHR123730	El006G302310
OG0010116	CARHR123260	El006G302880
OG0010117	CARHR123100	El006G303050, El006G303060
OG0010119	CARHR121630	El006G304950
OG0010120	CARHR121380	El006G305120
OG0010121	CARHR121090	El006G305600
OG0010122	CARHR121060	El006G305650
OG0010123	CARHR120880	El006G305760
OG0010124	CARHR120510	El006G306190
OG0010125	CARHR120500	El006G306210
OG0010126	CARHR120490	El006G306220
OG0010127	CARHR119940	El006G307240
OG0010128	CARHR118980	El006G309440
OG0010129	CARHR004260	El002G086950
OG0010130	CARHR118720	El006G310310
OG0010131	CARHR115120	El006G312510
OG0010132	CARHR235110	El003G156780
OG0010133	CARHR075040	El005G235060
OG0010134	CARHR082920	El005G243670
OG0010135	CARHR212250	El001G082210
OG0010136	CARHR136520	El006G287960
OG0010137	CARHR136470	El006G288000
OG0010138	CARHR233950	El003G158080
OG0010139	CARHR234010	El003G158020
OG0010140	CARHR075790	El005G235900
OG0010141	CARHR076820	El005G237060
OG0010142	CARHR077220	El005G237490
OG0010143	CARHR077240	El005G237510
OG0010144	CARHR077650	El005G238000
OG0010145	CARHR077710	El005G238070
OG0010146	CARHR077790	El005G238180
OG0010147	CARHR077870	El005G238280
OG0010148	CARHR078520	El005G238950
OG0010149	CARHR078650	El005G239050
OG0010150	CARHR079030	El005G239550
OG0010151	CARHR080180	El005G240700
OG0010152	CARHR081260	El005G241960
OG0010153	CARHR081250	El005G241970
OG0010154	CARHR081530	El005G242200
OG0010155	CARHR081590	El005G242260
OG0010156	CARHR081670	El005G242350
OG0010157	CARHR082480	El005G243230
OG0010158	CARHR082700	El005G243420
OG0010159	CARHR275840	El007G328660
OG0010160	CARHR083050	El005G243850
OG0010161	CARHR134900	El006G289790
OG0010162	CARHR134740	El006G289980
OG0010163	CARHR134690	El006G290010
OG0010165	CARHR164910	El001G025810
OG0010166	CARHR133810	El006G291040
OG0010167	CARHR133480, CARHR288720	El006G291360
OG0010168	CARHR130690	El006G294350
OG0010169	CARHR130930	El006G294070, El006G294080
OG0010170	CARHR131310	El003G170880, El006G293690
OG0010171	CARHR131640	El006G293400
OG0010172	CARHR131660	El006G293380
OG0010173	CARHR132330	El006G293210
OG0010174	CARHR131750	El006G292480
OG0010175	CARHR132750	El006G292100
OG0010176	CARHR132660	El006G292180
OG0010178	CARHR006200	El002G088960
OG0010179	CARHR133370	El006G291490
OG0010180	CARHR015970	El002G099500
OG0010181	CARHR016020	El002G099550
OG0010182	CARHR017260	El002G100780
OG0010183	CARHR018140	El002G101670
OG0010184	CARHR018290	El002G101830
OG0010185	CARHR192770	El001G060090
OG0010186	CARHR018690	El002G102250
OG0010187	CARHR019300	El002G102860
OG0010188	CARHR019370	El002G102930
OG0010189	CARHR019830	El002G103510
OG0010190	CARHR019990	El002G103720
OG0010191	CARHR020090	El002G103810
OG0010192	CARHR020430	El002G104260
OG0010193	CARHR020470	El002G104300
OG0010195	CARHR020500	El002G104350
OG0010196	CARHR020560	El002G104410
OG0010197	CARHR020930	El002G104790
OG0010198	CARHR021210	El002G105110
OG0010199	CARHR021220	El002G105120
OG0010200	CARHR021280	El002G105210
OG0010201	CARHR021510	El002G105460
OG0010202	CARHR022040	El002G106160
OG0010203	CARHR022060	El002G106180
OG0010204	CARHR071230	El004G230830, El008G368320
OG0010205	CARHR023030	El002G107770
OG0010206	CARHR023190	El002G108010
OG0010207	CARHR023290	El002G108080
OG0010208	CARHR023540	El002G108400
OG0010209	CARHR023690	El002G108540
OG0010210	CARHR063730	El004G222130
OG0010211	CARHR024300	El002G109290
OG0010212	CARHR025010	El002G111640, El002G110200
OG0010213	CARHR025350	El002G111270
OG0010214	CARHR062110	El004G220270
OG0010215	CARHR025580	El002G110990, El002G111020, El002G110960, El002G111510
OG0010216	CARHR025800	El002G111770
OG0010217	CARHR025930	El002G111920
OG0010218	CARHR060890	El004G218850
OG0010219	CARHR026310	El002G112350
OG0010220	CARHR026520	El002G112540
OG0010221	CARHR026530	El002G112550, El004G226630
OG0010222	CARHR026970	El002G113010
OG0010223	CARHR232040	El003G160060
OG0010224	CARHR232470	El003G159550
OG0010225	CARHR232490	El003G159530
OG0010226	CARHR232590	El003G159430
OG0010227	CARHR232600	El003G159420
OG0010228	CARHR233170	El003G158770
OG0010229	CARHR116200	El006G314880
OG0010230	CARHR117460	El006G316780
OG0010231	CARHR117540	El006G316870
OG0010232	CARHR117930	El006G317260
OG0010233	CARHR118140	El006G317540
OG0010235	CARHR263820, CARHR184800	El006G318140
OG0010236	CARHR114600	El006G318180
OG0010237	CARHR114610	El006G318190
OG0010238	CARHR114640	El006G318230
OG0010239	CARHR114200	El006G319250
OG0010240	CARHR112650	El006G320660
OG0010241	CARHR112020	El006G321530
OG0010242	CARHR015650	El002G099200
OG0010243	CARHR015580	El002G099110
OG0010244	CARHR015260	El002G098780
OG0010245	CARHR014890	El002G098370
OG0010246	CARHR014690	El002G098170
OG0010247	CARHR014310	El002G097770
OG0010248	CARHR013710	El002G096990
OG0010249	CARHR013720	El002G097000
OG0010250	CARHR013550	El002G096790
OG0010251	CARHR012630	El002G095810
OG0010252	CARHR011570	El002G094560, El002G094590
OG0010253	CARHR011370	El002G094220
OG0010254	CARHR011220	El002G094070
OG0010255	CARHR011120	El002G093970
OG0010256	CARHR010830	El002G093700
OG0010257	CARHR010620	El002G093450
OG0010258	CARHR009540	El002G092370
OG0010259	CARHR009440	El002G092270
OG0010260	CARHR009020	El002G091860
OG0010261	CARHR008890	El002G091730
OG0010262	CARHR008730	El002G091560
OG0010263	CARHR007410	El002G090230
OG0010264	CARHR006490	El002G089190
