Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0014557	AL1G10060	g49275
OG0014558	AL1G17970	g27014
OG0014559	AL1G24510	g31413
OG0014561	AL1G28240	g31635
OG0014562	AL2G28990	g44725
OG0014563	AL2G28680	g45805
OG0014564	AL2G27260	g41556
OG0014565	AL1G64840	g43623, g43614, g35896
OG0014566	AL2G13560	g44218
OG0014567	AL3G33880	g11926, g11932
OG0014568	AL3G47840	g5920
OG0014569	AL3G51200	g6028, g6077
OG0014570	AL3G40800	g6432
OG0014571	AL3G39350	g6469
OG0014572	AL3G33040	g6786
OG0014574	AL3G21470	g12382
OG0014575	AL6G16350	g29684
OG0014576	AL6G17140	g29650
OG0014577	nbis-gene-1542	g13590, g12601, g13655
OG0014579	AL7G32270	g47393
OG0014580	AL7G34800	g47305
OG0014582	AL7G37420	g24277
OG0014583	AL1G46230	g27774, g50626
OG0014584	AL1G42700	g32371
OG0014585	AL7G27540	g23758
OG0014586	AL7G27770	g17171
OG0014587	AL1G30300, AL558U10030, AL4G23980	g51159
OG0014589	AL6G24310	g5253
OG0014590	AL6G25110	g29311
OG0014591	AL6G28580	g29129
OG0014592	AL8G21650	g18498
OG0014593	AL7G47480	g46634
OG0014594	AL8G34310	g28691
OG0014595	AL8G35900	g28732, g39236, g1272
OG0014596	AL6G33420	g794
OG0014597	AL6G33210	g782
OG0014599	AL6G31570	g693
OG0014600	AL8G43460	g132
OG0014602	AL1G31170	g27416
OG0014603	AL1G32330	g27435
OG0014605	nbis-gene-325, AL1G66080	g1697
OG0014607	AL2G23710	g19570
OG0014609	AL3G45120, AL3G45090	g6289
OG0014611	AL3G50960	g13989
OG0014616	AL5G34810	g19173
OG0014621	AL7G43040, AL5G12100, AL5G12090, AL5G12080	g33312
OG0014623	AL290U10010	g28591
OG0014637	AL7G24210	g23555
OG0014638	AL3G53180	g17034, g44093
OG0014639	AL7G23980	g23543
OG0014640	AL7G23950	g23540
OG0014641	AL7G23890	g23536
OG0014643	AL7G23760	g17025
OG0014644	AL2G37340	g44366
OG0014645	AL7G23490	g23515
OG0014646	AL7G23480	g23514
OG0014647	AL7G23360	g17015
OG0014648	AL7G23290	g23498
OG0014649	AL7G23270	g23496
OG0014650	AL7G23120	g23484
OG0014651	AL7G23100	g23478
OG0014652	AL7G22950	g23469
OG0014653	AL7G22900	g23466
OG0014654	AL7G22860	g23463
OG0014655	AL7G22790	g23462
OG0014656	AL2G37770	g25217
OG0014657	AL7G22560	g47703
OG0014659	AL7G22440	g17001
OG0014660	AL7G22430	g17000
OG0014661	AL7G21840	g23415
OG0014662	AL7G21300	g23377
OG0014663	AL7G21270	g16969
OG0014665	AL7G21190	g23367
OG0014666	AL7G10080	g53552
OG0014667	AL7G20960	g23351
OG0014668	AL7G20880	g23346
OG0014669	nbis-gene-1740	g47775
OG0014670	AL7G20670	g23330
OG0014671	AL7G20640	g23328
OG0014672	AL1G19160	g31134
OG0014673	AL7G20440	g23315
OG0014674	AL7G20220	g23308
OG0014675	AL7G20200	g23306
OG0014676	AL7G20170	g47793
OG0014677	AL7G20050	g23297
OG0014678	AL7G19980	g23295
OG0014679	AL7G19830	g23289
OG0014680	AL7G19500	g16923
OG0014682	AL7G19420	g23273
OG0014683	AL4G17090	g38325
OG0014684	AL7G19130	g23251
OG0014685	AL7G18810	g16909
OG0014686	AL7G18920	g23240
OG0014687	AL7G18940	g23242
OG0014689	AL7G17050	g47873
OG0014690	AL7G18060	g23177
OG0014691	AL7G18030	g23174
OG0014692	AL7G18010	g18162
OG0014693	AL7G17980	g23170
OG0014694	AL9U11970	g20667, g19686, g20910, g19729, g19781, g19777, g19733, g20907
OG0014695	AL7G17730	g23158
OG0014696	AL7G16990	g23106
OG0014697	AL7G17230	g18197
OG0014698	AL7G17390	g776
OG0014699	AL7G17470	g23143
OG0014700	AL7G16910	g18207
OG0014701	AL7G16930	g18204
OG0014702	AL7G16680	g47882
OG0014703	AL7G16580	g23069
OG0014704	AL3G49690	g13717
OG0014705	AL3G53380	g36245
OG0014706	AL7G15930	g23016
OG0014707	AL7G15850	g23011
OG0014708	AL7G15810	g23008
OG0014709	AL1G49390	g50578
OG0014710	AL1G49670	g32525
OG0014711	AL1G49590	g27743
OG0014712	AL1G45850	g50610
OG0014713	AL1G45870	g32539
OG0014714	AL1G46000	g27724
OG0014715	AL1G46010	g27723
OG0014716	AL1G46350	g32595
OG0014717	AL1G46410	g32600
OG0014719	AL1G46470	g50633
OG0014720	AL1G46560	g32611
OG0014721	AL1G46750	g32621
OG0014722	AL1G46770	g27780
OG0014723	AL7G37700	g24305
OG0014724	AL7G37710	g47193
OG0014725	AL7G37800	g47188
OG0014726	AL6G36200, AL7G37840	g47185
OG0014727	AL7G37850	g47184
OG0014728	AL7G37880	g47182
OG0014729	AL7G38030	g24322
OG0014730	AL7G38200	g24333
OG0014731	AL7G38600	g24358
OG0014732	AL7G38710	g47156
OG0014733	AL1G64860	g43822
OG0014734	AL5G39200	g43873
OG0014735	AL1G65240	g41130
OG0014736	AL2G26100	g44899
OG0014737	AL1G65690	g41125
OG0014738	AL1G65780	g1695
OG0014740	AL1G66480	g41104
OG0014742	AL2G18050	g1712
OG0014743	AL2G17470	g44071
OG0014745	AL7G22550	g47704
OG0014746	AL2G16430	g44122
OG0014747	AL2G16220	g41022
OG0014748	AL2G15640	g44143
OG0014749	AL2G15470	g40985
OG0014750	AL2G15150	g40975
OG0014751	AL2G14140	g40934
OG0014752	AL2G13750	g40929
OG0014753	AL5G10020	g10828
OG0014754	AL5G10310	g10805
OG0014755	nbis-gene-1180	g10803
OG0014756	AL5G10440	g10799
OG0014758	AL5G10740	g10773
OG0014759	AL5G10760	g10771
OG0014760	AL5G10780	g10767
OG0014761	AL5G10820	g50606
OG0014763	AL5G10970	g10746
OG0014764	AL5G11350	g10731
OG0014765	AL5G11990	g10697
OG0014766	AL5G12440	g10687
OG0014768	AL5G12650	g10677
OG0014769	AL5G13180	g1544
OG0014770	AL5G13210	g10663
OG0014771	AL5G13400	g1551
OG0014772	AL5G13440	g1557
OG0014773	AL5G13630, AL5G13660	g10647
OG0014774	AL5G14350	g10612
OG0014775	AL5G14610	g10597
OG0014776	AL5G14640	g10596
OG0014777	AL5G14730	g1583
OG0014778	AL5G14780	g10589
OG0014779	AL5G14870	g10584
OG0014780	AL5G15370	g16613
OG0014781	AL5G15570	g1596
OG0014782	AL5G15610	g10550
OG0014783	AL5G15880	g10539
OG0014784	AL5G15980	g1604
OG0014785	AL5G16160	g10523
OG0014786	AL5G16240	g10519
OG0014787	AL5G16450	g10504
OG0014788	AL5G16850	g16566
OG0014789	AL5G17010	g10474
OG0014790	AL5G17170	g18228
OG0014791	nbis-gene-1234	g4326
OG0014792	AL5G17490	g10450
OG0014793	AL5G18100	g4305
OG0014794	nbis-gene-1244	g10403
OG0014795	AL5G18490	g4294
OG0014797	nbis-gene-1257	g10351
OG0014798	AL5G19980	g10324
OG0014800	AL2G14640	g40962
OG0014801	AL2G25720	g41782
OG0014802	AL2G25490	g44921
OG0014803	AL2G25440	g44928, g44927
OG0014804	AL2G25040	g41833
OG0014806	AL2G24070	g45001
OG0014807	AL2G23880	g45016
OG0014808	AL2G23730	g45023
OG0014809	AL2G23270	g41914
OG0014810	AL2G23210	g42007
OG0014811	AL2G22860	g45046
OG0014812	AL2G22700	g45056
OG0014813	AL2G22480	g45071
OG0014814	AL2G20260	g45099
OG0014815	AL2G19830	g45102
OG0014816	AL2G19710	g53640
OG0014817	AL2G19510	g49534
OG0014819	AL2G19270	g45130
OG0014820	AL2G19260	g18065
OG0014821	AL8G41170	g45138
OG0014822	AL2G19160	g45140
OG0014823	AL1G64670	g41232
OG0014824	AL1G64640	g45234
OG0014825	AL2G19130	g53688
OG0014826	AL2G10030	g40731
OG0014827	nbis-gene-1344	g19344
OG0014828	AL5G13690	g10644
OG0014829	AL2G10270	g40757
OG0014830	AL2G10370	g40762
OG0014831	AL2G10400	g40764
OG0014832	AL2G10470	g40770
OG0014833	AL2G11180	g44263
OG0014834	AL2G11320	g40797
OG0014835	AL2G11550	g40786
OG0014836	AL2G11730	g1736
OG0014837	AL2G11760	g40840
OG0014838	AL2G11770	g40841
OG0014839	AL2G11810	g37127
OG0014840	AL2G11820	g40843
OG0014841	AL2G12350	g40851
OG0014842	AL2G12680	g40868
OG0014844	AL2G13000	g40882
OG0014845	AL2G13020	g40884
OG0014846	AL2G13040	g40885
OG0014847	AL2G13350	g40892
OG0014848	nbis-gene-698	g13141
OG0014849	AL7G24610	g23583
OG0014850	AL7G27100	g23727
OG0014852	AL7G26790	g23712
OG0014853	AL7G26720	g17140
OG0014854	AL4G39170	g51978
OG0014855	AL7G45090	g46852
OG0014856	AL4G39090	g38153
OG0014857	AL4G38890	g51965
OG0014858	AL4G39020	g51970
OG0014859	AL4G38790	g37369
OG0014860	AL4G38570	g51946
OG0014861	AL4G38530	g51944
OG0014862	AL3G20120	g7515
OG0014863	AL3G20150	g12410
OG0014864	AL3G20320	g7511
OG0014865	AL3G20360	g7508
OG0014866	AL3G20460	g12403
OG0014867	AL3G20630	g7491
OG0014868	AL3G20750	g7482
OG0014869	AL3G20900	g13059
OG0014870	AL3G20940	g7475
OG0014871	AL3G20950	g7474
OG0014872	AL3G21080	g7464
OG0014873	AL3G21090	g7463
OG0014874	AL3G21150	g7459
OG0014875	AL6G13130	g29834
OG0014876	AL3G21390	g7447
OG0014877	AL3G21400	g7446
OG0014878	AL3G21570	g7442
OG0014879	AL3G21650	g13082
OG0014880	AL3G21690	g7435
OG0014881	AL3G21730	g13086
OG0014882	AL3G22170, AL1G36750	g7416
OG0014883	AL8G32140	g1071
OG0014885	AL3G22480	g13111
OG0014886	AL3G22630	g12337
OG0014887	nbis-gene-689	g12334
OG0014888	AL3G22850	g7386
OG0014889	AL3G23650	g7336
OG0014891	AL3G23730	g12295
OG0014892	AL3G23990	g7314
OG0014893	AL6G41780	g25946
OG0014894	AL8G23510	g1505
OG0014895	AL6G41350	g25976
OG0014896	AL8G23780	g1482
OG0014897	nbis-gene-748	g13395
OG0014898	AL8G24340, AL6G39810	g1410
OG0014899	AL1G18600	g31111
OG0014900	AL8G24790	g1390
OG0014901	AL8G24800	g28280
OG0014902	AL63U10060, AL8G24890	g1388
OG0014903	AL8G24990	g1367
OG0014904	AL8G25220	g1346
OG0014905	AL8G25560	g41161
OG0014906	AL64U10020	g41170
OG0014907	AL64U10010	g28344
OG0014908	AL8G25920	g41173
OG0014909	AL8G25940	g28348
OG0014910	AL8G25970	g44216
OG0014911	AL8G26300	g1306
OG0014912	AL8G26470	g865
OG0014913	AL8G26480	g866
OG0014914	AL8G26550	g868
OG0014915	AL8G26560	g870
OG0014916	AL8G26570	g28362
OG0014917	AL8G26790	g28367
OG0014918	AL8G26980	g41226
OG0014919	AL8G27010	g884
OG0014920	AL8G27270	g892
OG0014921	AL8G28030	g41279
OG0014922	AL8G27790	g28406
OG0014923	AL8G27640	g41253
OG0014924	AL8G28150	g28423
OG0014925	AL8G28170	g28424
OG0014926	AL8G28310	g41294
OG0014927	AL8G28920	g935
OG0014928	AL8G29740	g957
OG0014929	AL8G30280	g977
OG0014930	AL1G31300	g31808
OG0014931	AL8G30850	g39376
OG0014932	AL8G31000	g39374
OG0014933	AL8G31070	g1018
OG0014934	AL8G31150	g28517
OG0014935	AL8G31750	g28543
OG0014936	AL8G31840	g28550
OG0014937	AL8G31930	g1062
OG0014939	AL8G32410	g28562
OG0014940	AL8G32550	g1081
OG0014941	AL8G32560	g1082
OG0014942	AL8G32940	g1098
OG0014943	AL8G32960	g39326
OG0014944	AL8G32970	g28600
OG0014945	AL8G33370	g1108
OG0014946	AL8G33680	g39299
OG0014947	AL8G33700	g1120
OG0014949	AL8G33900	g1140
OG0014950	nbis-gene-2167	g28669
OG0014951	AL8G34230	g28687
OG0014952	AL8G34250	g1154
OG0014953	AL6G41240	g41147
OG0014954	AL6G41260	g45666
OG0014955	AL6G24020	g29358
OG0014956	AL6G24030	g29357
OG0014957	AL6G23720	g45614
OG0014958	AL6G23480	g5299
OG0014959	AL6G22940	g29403
OG0014960	AL6G22630	g45581
OG0014962	AL6G22210	g29439
OG0014963	AL6G22090	g5373
OG0014964	AL6G22000	g29447
OG0014965	AL6G21980	g45565
OG0014966	AL6G21730	g5389
OG0014967	AL6G21650	g29465
OG0014968	AL6G21630	g29466
OG0014969	AL4G35130	g51700
OG0014970	AL6G21500	g29471
OG0014971	AL6G21470	g5394
OG0014973	AL6G21240	g29486
OG0014974	AL6G21210	g29487
OG0014975	AL6G21020	g45542
OG0014976	AL6G20990	g5409
OG0014977	AL6G20940	g45538
OG0014979	AL6G20700	g5423
OG0014980	AL6G20690	g29509
OG0014981	AL6G20440	g5432
OG0014982	AL6G20100	g45520
OG0014983	AL6G20040	g5450
OG0014984	AL6G19860	g29560
OG0014985	AL6G19850	g29561
OG0014986	AL6G19500	g5474
OG0014987	AL6G18780	g29588
OG0014988	AL6G18750	g5506
OG0014989	AL6G18400	g29602
OG0014990	AL6G17900	g5537
OG0014991	AL6G17790	g5540, g29625
OG0014992	AL6G17700	g5546
OG0014993	AL6G17600	g5552
OG0014994	AL7G37550	g17555
OG0014995	AL7G37330	g24267
OG0014996	AL7G37310	g47204
OG0014997	AL7G36810	g17526
OG0014998	AL7G36790	g24236
OG0014999	AL7G35960	g47265
OG0015000	AL7G35810	g17479
OG0015001	AL7G35680	g47278
OG0015002	AL7G35660	g24175
OG0015003	AL7G35610	g24171
OG0015004	AL7G35460	g47286
OG0015005	AL7G35440	g17459
OG0015006	AL7G35030	g47295
OG0015007	AL7G34940	g24150
OG0015008	AL7G34770	g47311, g17432
OG0015009	AL7G34380	g47318
OG0015010	AL7G34370	g24117
OG0015011	AL7G34320	g24108
OG0015012	AL7G33790	g17387
OG0015013	AL7G33380	g47346
OG0015014	AL7G33330	g47349
OG0015016	nbis-gene-100	g31747
OG0015017	AL7G32950	g47367
OG0015018	AL7G32850	g24024
OG0015019	AL6G24970	g5200
OG0015020	AL7G32750	g24016
OG0015021	AL7G32600	g24007
OG0015022	AL7G32530	g47378
OG0015023	AL7G32470	g47381
OG0015024	AL7G32300	g23991
OG0015025	AL7G32150	g17321
OG0015026	AL7G32110	g23984
OG0015027	AL7G31740	g47404, g17313
OG0015029	AL7G30870	g47432
OG0015030	AL7G30660	g17277
OG0015031	AL7G30620	g47446
OG0015032	AL7G30420	g23916
OG0015034	AL7G29150	g17227
OG0015035	AL1G47110	g32637
OG0015036	AL1G47180	g27793
OG0015037	AL1G47220	g50670
OG0015038	AL1G47360	g32649
OG0015039	AL1G47380	g27796
OG0015040	AL1G47630	g27800
OG0015041	AL1G47660	g50689
OG0015042	AL1G47690	g50692
OG0015043	AL1G47720	g32664
OG0015044	AL1G48700	g32747
OG0015045	AL1G48770	g27812
OG0015046	AL1G48870	g50751
OG0015047	nbis-gene-211	g27864
OG0015048	AL1G50230	g27884
OG0015049	AL1G50350	g33009
OG0015050	AL1G50360	g33023
OG0015051	AL1G50570	g27910
OG0015052	AL1G50830	g27913
OG0015053	AL1G51010	g35929, g27923
OG0015054	AL1G51020	g27928
OG0015055	AL1G51030	g35928
OG0015056	AL1G51120	g27955
OG0015057	AL1G52280	g53844
OG0015058	AL1G52180	g28155
OG0015059	AL1G52110	g28173
OG0015060	AL1G51810	g28204
OG0015061	AL1G51670	g35934
OG0015062	AL1G51640	g32290
OG0015063	AL1G51600	g28217
OG0015064	AL1G51520	g28237
OG0015065	AL1G52620	g36175
OG0015066	AL7G38730	g47154
OG0015067	AL1G54070	g54011
OG0015068	AL1G53970	g36259
OG0015069	AL1G53720	g28118
OG0015070	AL1G53420	g53986
OG0015071	AL1G51430	g28240, g28241
OG0015072	AL1G52900	g36195
OG0015073	AL1G52910	g36196
OG0015074	AL1G53020	g28136
OG0015075	AL8G18690	g37009
OG0015076	AL1G54310	g54023
OG0015077	AL1G41380	g27642
OG0015078	AL3G36970	g6572
OG0015079	AL1G41280	g50436
OG0015080	AL1G41290	g32295
OG0015081	AL8G38170	g420
OG0015082	AL1G41760	g27650
OG0015083	AL1G41940	g32339
OG0015084	AL1G42970	g50502
OG0015085	AL1G43500	g32409
OG0015086	AL1G43640	g50517
OG0015087	AL1G43870	g32428
OG0015088	AL1G43900	g32431
OG0015089	AL1G43960	g32436
OG0015090	AL1G43990	g27694
OG0015091	AL1G44560	g32472
OG0015092	AL1G44700	g50551
OG0015093	AL1G44740	g32479
OG0015094	AL7G15780	g23006, g18227
OG0015095	AL7G15560	g22986
OG0015096	AL7G15180	g18236
OG0015097	AL7G15110	g47943
OG0015098	AL7G15070	g47949
OG0015099	AL7G15020	g22957
OG0015100	AL7G15000	g47951
OG0015101	AL7G14870	g47954
OG0015102	AL7G14670	g22929
OG0015103	AL7G14210	g22899
OG0015105	AL7G14130	g47977
OG0015106	AL7G14120	g22893
OG0015107	AL7G15130	g18259
OG0015108	AL7G13730	g22868
OG0015109	AL7G13670	g22854
OG0015110	AL7G13590	g22850
OG0015111	AL7G13560	g22847
OG0015113	AL7G44320	g13016
OG0015114	AL7G13140	g22823
OG0015115	AL7G12870	g18285
OG0015116	AL7G12730	g48002
OG0015117	AL7G12680	g22796
OG0015118	AL7G12590	g22788
OG0015119	AL7G12550	g18296
OG0015120	AL7G12530	g22783
OG0015121	AL7G12310	g22766
OG0015122	AL7G11910	g22729
OG0015123	AL7G11890	g22725
OG0015124	AL7G11750	g18303
OG0015125	AL7G11400	g18125
OG0015126	AL7G11310	g22702
OG0015128	AL7G10970	g18313
OG0015129	AL7G10770	g18326
OG0015130	AL7G10710	g41010
OG0015131	AL7G10610	g18334
OG0015132	AL7G10580	g18337
OG0015133	AL7G10560	g18339
OG0015134	AL7G10190	g18375
OG0015135	AL7G10210	g18373
OG0015136	AL7G10250	g18369
OG0015137	AL7G10260	g18368
OG0015138	AL7G10320	g18363
OG0015139	AL7G10340	g18358
OG0015140	AL7G10020	g18383
OG0015141	AL7G43610	g13984
OG0015142	AL7G45990	g16742
OG0015143	AL7G45150	g46922
OG0015144	AL7G45100	g46851
OG0015145	AL7G45330	g25094
OG0015146	AL2G22120	g45085
OG0015148	AL7G46290	g46802
OG0015149	AL7G46730	g46772
OG0015150	AL7G46760	g18115
OG0015151	AL7G52880	g46762
OG0015152	AL7G52050	g46740
OG0015154	AL7G51740	g18087
OG0015155	AL7G51210	g16901
OG0015157	AL7G50510	g16884
OG0015158	AL7G50500	g16883
OG0015159	AL8G12970	g40573
OG0015160	AL1G45360	g32508
OG0015161	AL4G31120	g51499
OG0015162	AL4G31140	g37991
OG0015163	AL4G31160	g51502
OG0015164	AL5G24550	g2915
OG0015165	AL5G24580	g2917
OG0015166	AL1G45970	g50615
OG0015167	AL4G31590	g51528
OG0015168	AL4G31550	g51525
OG0015169	AL4G31530	g38003
OG0015170	AL4G31450	g51518
OG0015171	AL4G31410	g25858
OG0015172	AL1G48990	g27862
OG0015173	AL6G43010	g40260
OG0015174	AL6G42630	g40231
OG0015175	AL6G42610	g40230
OG0015176	AL6G42470	g40229
OG0015178	AL6G42360	g40225
OG0015179	AL1G50950	g27922
OG0015180	AL6G42030	g40208
OG0015181	AL4G30260	g37086
OG0015182	AL4G30070	g51429
OG0015183	AL4G30050	g51424
OG0015184	AL4G29640	g51403
OG0015185	AL4G29590	g51398
OG0015186	AL4G29430	g51389
OG0015187	AL4G29420	g51388
OG0015188	AL4G29270	g51371
OG0015190	AL8G17460	g11129
OG0015192	AL8G17520	g11133
OG0015193	AL8G17910	g37049
OG0015194	AL8G17880	g18431
OG0015195	AL8G18070	g37056
OG0015196	AL8G18360	g37028
OG0015197	AL8G18380	g37027
OG0015198	AL8G18850	g18443
OG0015199	AL8G19100	g36971
OG0015200	AL6G31370	g28968
OG0015201	AL8G16350	g39707
OG0015202	AL8G19260	g18453
OG0015203	AL8G19290	g18454
OG0015204	AL6G43830	g40284
OG0015205	AL6G43930	g40292
OG0015206	AL6G44020	g40296
OG0015207	AL6G44030	g40297
OG0015208	AL6G44070	g40298
OG0015209	AL6G44200	g40303
OG0015210	AL6G44500	g40313
OG0015211	AL6G44700	g40326
OG0015212	AL6G44780	g40330
OG0015213	AL6G44850	g40335
OG0015214	AL6G45010	g40338
OG0015215	AL6G45030	g40339
OG0015216	AL6G45050	g25763
OG0015217	AL6G45240	g40348
OG0015218	AL6G45360	g40355
OG0015219	AL6G45450	g25729
OG0015220	AL6G45650	g25724
OG0015221	AL6G46190	g25695
OG0015222	AL6G46210	g25698
OG0015223	AL6G46600	g40385
OG0015224	AL6G46770	g40391
OG0015225	AL6G46930	g45145
OG0015226	AL8G20730	g10291
OG0015227	AL7G31050	g17290
OG0015228	AL6G47750	g40423
OG0015229	AL6G47780	g40426
OG0015231	AL6G47890	g40434
OG0015232	AL6G47940	g45155
OG0015233	AL6G48080	g40443
OG0015234	AL6G48280	g40454
OG0015235	AL6G48570	g25550
OG0015236	AL6G48820	g18512
OG0015237	AL8G15460	g40491
OG0015238	AL8G14990	g11040
OG0015239	AL8G14900	g11039
OG0015240	AL8G14790	g11031
OG0015241	AL8G13510	g40553
OG0015242	AL8G13070	g10976
OG0015243	AL8G12850	g40575
OG0015244	AL8G12780	g40578, g10968
OG0015245	AL8G12720	g40585
OG0015246	AL2G33350	g17994
OG0015247	AL8G12590	g43974
OG0015248	AL8G12570	g10961
OG0015249	AL1G63450	g27982
OG0015251	AL8G12090	g41838
OG0015252	AL8G12010	g10945
OG0015253	AL1G12900	g10834
OG0015254	AL8G25620	g19043
OG0015255	AL8G11230	g10904
OG0015256	AL7G44120	g17928
OG0015257	AL7G44380	g46877
OG0015258	AL8G10610	g10869
OG0015259	AL8G10640	g10870
OG0015260	AL7G44510	g25187
OG0015261	AL3G42170	g11655
OG0015262	AL7G44590	g46862
OG0015263	AL3G42530	g11645
OG0015264	AL7G44670	g25132
OG0015265	AL9U11670	g46947
OG0015266	AL3G41280	g6397
OG0015267	AL7G29110	g17223
OG0015268	AL9U11310	g24822
OG0015269	AL3G40590	g6436
OG0015270	AL3G40580	g11693
OG0015271	AL9U10480	g46986
OG0015272	AL7G43000	g24651
OG0015273	AL7G42860	g47007
OG0015274	AL7G42480	g17808
OG0015275	AL7G42410	g47034
OG0015276	AL7G41950	g24537
OG0015277	AL7G41680	g24528
OG0015278	AL7G41670	g47049
OG0015279	AL3G37750	g11764
OG0015280	nbis-gene-1861	g17709
OG0015281	AL7G40130	g24461
OG0015282	AL3G35650	g24451
OG0015283	nbis-gene-1935	g16874
OG0015284	AL7G49970	g16862
OG0015285	AL7G49690	g16847
OG0015286	AL7G49670	g46679
OG0015287	AL7G49380	g46672
OG0015288	AL7G48920	g16817
OG0015289	AL7G48110	g46649
OG0015290	AL3G42810	g46790
OG0015291	AL4G47660	g37775
OG0015293	AL4G47550	g37768
OG0015294	AL4G47510, AL39U10110	g37765
OG0015295	AL4G47370	g37756
OG0015296	AL4G47340	g37755
OG0015297	AL4G47330	g37754
OG0015298	AL4G47180	g37742
OG0015299	AL4G47170	g37741
OG0015300	AL4G47120	g50832
OG0015301	AL4G38910	g12729
OG0015302	AL4G47060	g50829
OG0015303	AL3G28200	g13239
OG0015304	AL4G46570	g37711
OG0015305	AL4G46380	g50805
OG0015306	AL4G46360	g50804
OG0015307	AL4G46170	g38252
OG0015308	nbis-gene-1168	g37677
OG0015310	AL4G45780	g37667
OG0015311	AL4G45650	g52300
OG0015312	AL4G45270	g52293
OG0015313	AL4G45090	g52286
OG0015314	AL4G44790	g37617
OG0015315	AL4G44780	g52263
OG0015316	AL4G44760	g37616
OG0015318	AL4G44350	g52226
OG0015319	AL4G44330	g37593
OG0015320	AL4G44300	g52230
OG0015321	AL4G44260	g52231
OG0015322	AL4G44130	g38240
OG0015323	AL4G44110	g37577
OG0015324	AL4G44020	g52203
OG0015325	AL4G43950	g52197
OG0015326	AL4G43770	g38237
OG0015327	AL4G43340	g38230
OG0015329	AL4G42870	g52147
OG0015330	AL4G42470	g38219
OG0015331	AL4G42360	g37508
OG0015332	AL4G42200	g52118
OG0015333	AL4G42160	g37501
OG0015334	AL4G41890	g38207
OG0015335	AL4G41720	g37484
OG0015336	AL4G41590	g38199
OG0015337	AL4G41540	g37470
OG0015338	AL4G41460	g37466
OG0015339	AL4G41360	g38195
OG0015340	AL4G41330	g37461
OG0015342	AL4G41140	g52071
OG0015343	AL4G40900	g37448
OG0015344	AL4G40310	g52021
OG0015345	AL4G40610	g52044
OG0015346	AL4G39620	g37393
OG0015347	AL6G10540	g18090
OG0015348	nbis-gene-1428	g45286
OG0015349	AL6G10930	g5817
OG0015350	AL6G10980	g5813
OG0015351	AL6G11150	g5805
OG0015352	AL6G11200	g45301
OG0015353	AL6G11260	g45306
OG0015354	AL6G11410	g5796
OG0015355	AL6G11510	g29860
OG0015356	AL6G11910	g45333
OG0015357	AL6G11990	g45338
OG0015358	AL6G12360	g29843
OG0015359	AL6G12390	g29841
OG0015360	AL6G12420	g5755
OG0015361	AL6G12590	g5745
OG0015362	nbis-gene-2115	g5739
OG0015363	AL6G12750	g5733
OG0015364	AL6G12830	g5730
OG0015365	AL6G13170	g29832, g45366
OG0015366	AL6G20270	g5443
OG0015367	AL6G13210	g45367
OG0015368	AL6G13380	g29818
OG0015369	AL6G13430	g29813
OG0015370	AL6G13500	g5710
OG0015372	AL6G13910	g29798
OG0015373	AL6G13920	g5695
OG0015374	AL6G30870	g29111
OG0015375	AL6G31780	g708
OG0015376	AL6G31670	g41408
OG0015377	AL6G32400	g28914
OG0015378	AL6G32470	g28911
OG0015379	AL7G24990	g47640
OG0015380	AL6G32560	g744
OG0015381	AL6G32610	g747
OG0015382	AL6G32850	g41370
OG0015383	AL6G33020	g771
OG0015384	AL6G33100	g41361
OG0015385	AL6G33310	g788
OG0015386	AL6G33430	g795
OG0015387	AL6G33490	g41359
OG0015388	AL6G33750	g809
OG0015389	AL8G37330	g41332
OG0015390	AL8G37190	g41330
OG0015391	AL8G37160	g28826
OG0015393	AL2G25820	g44916
OG0015394	AL8G36640	g863
OG0015395	AL8G36380	g28766
OG0015396	AL8G36290	g1631
OG0015397	AL8G35870	g28731
OG0015398	AL8G35440	g1243
OG0015399	AL8G35920	g28739
OG0015400	AL8G35640	g39242
OG0015401	AL8G40180	g9826
OG0015402	AL8G40340	g309
OG0015404	AL8G40440	g304
OG0015405	AL8G40450	g303
OG0015406	AL8G40470	g9816
OG0015407	AL8G40490	g300
OG0015408	AL8G40500	g299
OG0015409	AL8G40750	g282
OG0015410	AL8G41150	g263
OG0015411	AL8G41210	g261
OG0015412	AL4G35630	g37273
OG0015413	AL8G41510	g245
OG0015414	AL8G41680	g9771
OG0015415	AL8G41700	g239, g9769
OG0015416	AL8G41720	g9766, g237
OG0015417	AL8G41790	g233
OG0015418	AL8G41830	g9762
OG0015419	AL8G41900	g228
OG0015420	AL8G42010	g217
OG0015421	AL8G42070	g213
OG0015422	AL8G42310	g9742
OG0015423	AL8G42370	g9734
OG0015424	AL455U10030, AL8G42670	g9723
OG0015425	AL8G42850	g161
OG0015426	AL8G42970	g155
OG0015427	AL8G43110	g9707
OG0015429	AL8G43340	g138
OG0015430	AL8G43600	g9689
OG0015431	AL8G43620	g9688
OG0015432	AL8G43690	g112
OG0015433	AL8G43770	g9682
OG0015434	AL8G43820	g102
OG0015435	AL8G43880	g97
OG0015436	AL8G44000	g83
OG0015437	AL8G44010	g82
OG0015438	AL8G44050	g78
OG0015439	AL8G44320	g62
OG0015440	AL4G16910	g36850
OG0015441	AL8G44540	g9653
OG0015442	AL8G44580	g50
OG0015443	AL8G44810	g37
OG0015444	AL954U10020, AL8G23350	g32
OG0015445	AL8G45000	g30
