Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_amara
OG0000215	AL2G13100, AL7G30200, AL3G49600	evm.model.RL_6.1605
OG0000217	AL2G17830	evm.model.RL_7.1931
OG0000217	AL1G65670	evm.model.RL_3.548
OG0000217	AL2G16980	evm.model.RL_3.599
OG0000218	AL1G26980, AL1G27000	evm.model.RL_5.1346
OG0000218	AL1G27010	evm.model.RL_5.1347, evm.model.RL_5.1349
OG0000218	AL7G42370, AL5G10550, AL5G13150, AL5G10520	evm.model.RL_7.2697_evm.model.RL_7.2698
OG0000219	AL2G25070, AL2G25100	evm.model.RL_3.1053
OG0000219	nbis-gene-1037, nbis-gene-362	evm.model.RL_6.1077
OG0000219	AL835U10030	evm.model.RL_8.2397
OG0000224	AL2G37740	evm.model.RL_3.2157
OG0000224	AL2G37720	evm.model.RL_3.2156
OG0000225	AL1G43260	evm.model.RL_5.2977
OG0000225	AL1G43270	evm.model.RL_5.2975
OG0000226	AL5G14060, AL8G40780	evm.model.RL_8.2609, evm.model.RL_8.2608
OG0000226	AL1G41350	evm.model.RL_1.1295, evm.model.RL_1.1199
OG0000228	AL2G30310	evm.model.RL_3.1491
OG0000228	AL6G40330, AL6G40180	evm.model.RL_4.998
OG0000229	AL7G22490, AL7G22500, AL6G29250, AL6G29230, AL7G22480	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257
OG0000229	AL1G54760, AL1G59580, AL1G61110	evm.model.RL_2.330, evm.model.RL_7.1066
OG0000231	AL7G51760	evm.model.RL_2.361
OG0000231	AL7G43870	evm.model.RL_3.874
OG0000231	AL2G25780, AL2G25790	evm.model.RL_3.1104
OG0000234	AL5G36230	evm.model.RL_7.860
OG0000234	AL5G36220	evm.model.RL_7.861
OG0000234	AL5G36210	evm.model.RL_7.862
OG0000234	AL4G36690	evm.model.RL_6.2046
OG0000234	AL6G24190	evm.model.RL_4.2267
OG0000236	AL4G20950	evm.model.RL_6.790
OG0000237	AL1G54290	evm.model.RL_2.732
OG0000238	AL2G18390	evm.model.RL_4.549, evm.model.RL_4.1383, evm.model.RL_5.2232
OG0000242	AL3G47130	evm.model.RL_1.2752, evm.model.RL_1.2751
OG0000244	AL7G32050	evm.model.RL_2.1690
OG0000246	AL2G11510	evm.model.RL_8.1884
OG0000246	AL6G45940, AL1G47930	evm.model.RL_4.1792
OG0000246	AL4G15260, AL4G15250	evm.model.RL_4.2138
OG0000248	AL6G43900, AL6G44750	evm.model.RL_8.548
OG0000248	AL5G37800	evm.model.RL_7.722
OG0000249	AL4G32970	evm.model.RL_6.1769
OG0000249	AL4G32990	evm.model.RL_6.1770
OG0000250	AL2G29310	evm.model.RL_3.1397
OG0000250	AL2G29280	evm.model.RL_2.492
OG0000251	AL6G42410	evm.model.RL_1.2772
OG0000252	AL6G12310	evm.model.RL_5.3777
OG0000252	AL6G12270	evm.model.RL_1.1879
OG0000252	AL6G12300	evm.model.RL_3.263
OG0000256	AL8G21380, nbis-gene-2062, AL3G42840	evm.model.RL_2.275
OG0000256	AL4G38290	evm.model.RL_6.2167, evm.model.RL_4.439
OG0000258	AL5G15050, AL5G15060, AL5G15070	evm.model.RL_7.2389
OG0000258	AL5G15090	evm.model.RL_7.2388
OG0000260	AL5G23490	evm.model.RL_4.3199
OG0000264	AL6G48830	evm.model.RL_8.411, evm.model.RL_8.323
OG0000264	AL6G49330, AL6G48870	evm.model.RL_8.410, evm.model.RL_8.409
OG0000264	AL6G49970, AL6G49560	evm.model.RL_8.324
OG0000265	AL8G40900, AL5G20730	evm.model.RL_3.1127, evm.model.RL_5.2471
OG0000265	nbis-gene-1018	evm.model.RL_5.3116
OG0000266	AL5G43310, AL5G43300	evm.model.RL_7.1038
OG0000266	AL5G20620	evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8
OG0000266	nbis-gene-1319	evm.model.RL_3.560
OG0000266	AL7G51710, AL5G39240	evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608
OG0000268	AL5G11250	evm.model.RL_7.2613
OG0000268	AL2G13720	evm.model.RL_3.272
OG0000268	AL6G11010	evm.model.RL_4.3350
OG0000268	AL5G35180	evm.model.RL_7.967
OG0000270	AL1G32640	evm.model.RL_5.1819
OG0000271	AL6G48930, AL2G21240, AL2G21890, AL6G32160	evm.model.RL_4.3212
OG0000273	AL1G55400, AL1G52480, AL1G52390, AL1G55350	evm.model.RL_5.2635
OG0000274	AL8G36240	evm.model.RL_8.2049
OG0000274	AL2G16910	evm.model.RL_3.504
OG0000274	AL4G24200	evm.model.RL_6.1051
OG0000275	AL3G36090	evm.model.RL_3.456, evm.model.RL_1.2114
OG0000278	AL132U10010	evm.model.RL_8.184, evm.model.RL_8.181
OG0000278	AL8G34460, nbis-gene-2163, AL8G34510	evm.model.RL_8.1993
OG0000278	AL7G25500	evm.model.RL_3.1756
OG0000279	AL3G45750, AL3G29500, AL1G60350, AL5G42690, AL3G40660, AL6G28320, AL7G22760	evm.model.RL_6.568
OG0000279	AL4G12760, AL7G43800, AL5G22580, AL1G58300, AL9U11340, AL5G23870, AL9U11700, AL6G30690, AL1G40130, AL1G58550, AL1G29700	evm.model.RL_2.847
OG0000279	AL6G48470	evm.model.RL_6.745
OG0000279	AL5G12110	evm.model.RL_1.2266
OG0000280	AL4G29970	evm.model.RL_1.3093
OG0000280	AL8G22250, AL4G15190, AL7G41800, AL5G26830, AL7G30940	evm.model.RL_4.2683
OG0000280	AL5G38160	evm.model.RL_4.115, evm.model.RL_7.2740, evm.model.RL_2.600, evm.model.RL_3.729, evm.model.RL_2.3128
OG0000281	AL1G67480, AL1G67450	evm.model.RL_2.1747
OG0000282	AL6G17810, AL6G17910, AL6G17830	evm.model.RL_4.2795
OG0000282	AL6G17840	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	AL6G17870	evm.model.RL_4.2792
OG0000284	AL3G16620	evm.model.RL_4.572
OG0000285	AL4G18700, AL6G38570, AL4G16420, AL2G18820, AL22U10020	evm.model.RL_6.721
OG0000287	AL3G34950	evm.model.RL_1.2024
OG0000287	AL249U10030	evm.model.RL_4.2391
OG0000287	AL3G34970, AL249U10020, AL3G34990	evm.model.RL_1.2026
OG0000288	AL1G38150, nbis-gene-1364, nbis-gene-1197	evm.model.RL_1.2504
OG0000290	AL3G31960	evm.model.RL_1.1777
OG0000290	AL8G42910	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000290	AL7G49930, AL7G50550, AL7G50480	evm.model.RL_2.214
OG0000294	AL3G30460	evm.model.RL_1.1662
OG0000294	AL4G33090	evm.model.RL_6.1779
OG0000294	AL6G51460	evm.model.RL_8.188
OG0000294	AL1G11840	evm.model.RL_5.103
OG0000296	AL3G52720, AL3G49080	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000296	AL4G35970	evm.model.RL_6.1991
OG0000296	AL4G36830, AL463U10040	evm.model.RL_6.1978
OG0000297	AL7G14480	evm.model.RL_4.356
OG0000297	AL8G37040	evm.model.RL_8.2112
OG0000297	AL3G33140	evm.model.RL_1.1874
OG0000298	AL7G18840	evm.model.RL_2.1523
OG0000299	nbis-gene-314, nbis-gene-311, nbis-gene-312	evm.model.RL_3.177
OG0000299	AL1G64190	evm.model.RL_5.3976
OG0000300	AL3G42860	evm.model.RL_1.2517
OG0000300	AL3G42960, AL3G42950	evm.model.RL_1.2518
OG0000300	AL3G43040	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000301	AL1G50970	evm.model.RL_1.1569
OG0000310	AL71U10060, AL8G36700, AL8G36790	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	AL6G27540	evm.model.RL_4.1982
OG0000311	AL1G55110	evm.model.RL_5.2161
OG0000311	AL7G46360	evm.model.RL_2.463
OG0000311	AL2G23890	evm.model.RL_3.998
OG0000314	AL1G14460	evm.model.RL_5.327
OG0000314	AL1G14470	evm.model.RL_5.328
OG0000314	AL4G28660	evm.model.RL_6.1397
OG0000315	AL6G36390, AL5G15440	evm.model.RL_1.1077
OG0000316	AL3G14810	evm.model.RL_6.434
OG0000316	AL4G38410, AL4G38350, AL4G38450	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000319	AL1G18260	evm.model.RL_8.2110
OG0000321	AL7G46130, AL7G38390, AL7G38360, AL7G46040, AL7G46050	evm.model.RL_2.498
OG0000322	AL2G38770	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	AL8G29280	evm.model.RL_8.1505
OG0000323	AL7G25050	evm.model.RL_2.2281
OG0000323	AL7G25030	evm.model.RL_2.2282
OG0000323	AL7G25060	evm.model.RL_2.2280
OG0000324	AL59U10070, AL7G49430, AL4G30830	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923
OG0000325	nbis-gene-1635, nbis-gene-811, AL1G51150	evm.model.RL_1.2773
OG0000328	AL7G51460, AL7G51480, AL7G51490	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320
OG0000328	AL7G51500	evm.model.RL_2.325, evm.model.RL_2.324
OG0000329	AL4G43730	evm.model.RL_2.90
OG0000330	AL5G41960	evm.model.RL_7.377
OG0000330	AL5G41650, AL5G41630	evm.model.RL_7.397
OG0000332	AL6G31290	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	AL1G57580	evm.model.RL_1.1873
OG0000334	AL5G34800	evm.model.RL_7.998
OG0000334	AL6G50670, AL6G50680	evm.model.RL_4.686
OG0000334	AL6G50700	evm.model.RL_8.264
OG0000335	AL1G14750	evm.model.RL_5.357, evm.model.RL_5.356
OG0000335	nbis-gene-1835	evm.model.RL_2.1239
OG0000335	AL1G54230, AL1G54220	evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	nbis-gene-690	evm.model.RL_1.1040
OG0000335	AL3G40150	evm.model.RL_1.2360
OG0000335	nbis-gene-691	evm.model.RL_5.2876
OG0000335	nbis-gene-162	evm.model.RL_5.3094
OG0000336	AL1G29940	evm.model.RL_5.1597
OG0000336	AL2G32630	evm.model.RL_3.1688
OG0000339	AL7G30060	evm.model.RL_2.1855.1.687c86e4
OG0000339	AL6G53040	evm.model.RL_8.60
OG0000339	AL4G45180	evm.model.RL_6.2741
OG0000339	AL5G43730	evm.model.RL_7.229
OG0000341	AL6G41050	evm.model.RL_5.2482
OG0000342	AL4G22240, AL7G47600, AL7G47590, AL7G47570, AL7G47850	evm.model.RL_2.164, evm.model.RL_2.1788
OG0000342	AL7G48670	evm.model.RL_6.549
OG0000344	AL6G37960	evm.model.RL_2.1757
OG0000344	AL6G37980	evm.model.RL_4.995
OG0000345	AL1G24120	evm.model.RL_5.1126
OG0000347	AL3G39810	evm.model.RL_1.1092
OG0000348	AL5G34600, AL1G65210, AL7G42660	evm.model.RL_8.988
OG0000349	AL7G15370	evm.model.RL_2.3096
OG0000349	AL4G18420, nbis-gene-2066, AL5G14310, AL1G52130	evm.model.RL_6.1047
OG0000350	AL1G43550	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf
OG0000356	AL6G40090, AL6G38970, AL6G40080, AL6G38960	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	AL1G13870	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	AL390U10020	evm.model.RL_4.512
OG0000358	AL6G19900	evm.model.RL_4.2635
OG0000358	AL6G19890	evm.model.RL_4.2636
OG0000359	AL1G43770, AL1G43760	evm.model.RL_5.2921
OG0000359	AL4G30400	evm.model.RL_6.1531
OG0000361	AL3G23020	evm.model.RL_1.1054
OG0000362	AL2G28900	evm.model.RL_3.1363
OG0000362	nbis-gene-906	evm.model.RL_5.2675
OG0000363	AL2G12490	evm.model.RL_4.583
OG0000364	AL1G45660	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607
OG0000368	AL7G13510	evm.model.RL_2.3252
OG0000368	AL7G13520	evm.model.RL_2.3251.1.687c86e8
OG0000368	AL2G24410, AL2G24540	evm.model.RL_3.1025
OG0000368	nbis-gene-1705	evm.model.RL_2.3254
OG0000369	AL4G37000	evm.model.RL_8.2063
OG0000370	AL1G29180	evm.model.RL_5.1545
OG0000370	AL7G27830, AL7G27840	evm.model.RL_2.2043
OG0000371	AL1G39190	evm.model.RL_5.3286
OG0000371	AL4G46780	evm.model.RL_6.2874
OG0000371	AL1G12810	evm.model.RL_5.191
OG0000371	AL1G22510	evm.model.RL_5.1007
OG0000372	AL7G25660, AL7G25650, AL7G25640	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	AL1G58830, AL1G59360, AL1G52250, AL1G59380	evm.model.RL_8.878
OG0000377	AL2G15860, AL2G15870	evm.model.RL_3.379
OG0000377	AL1G21740	evm.model.RL_5.946
OG0000379	AL1G45680, AL1G45700, AL446U10030	evm.model.RL_4.2609
OG0000380	AL2G12510	evm.model.RL_3.415
OG0000381	AL1G14200, nbis-gene-25	evm.model.RL_2.796
OG0000381	AL3G48630	evm.model.RL_5.3552
OG0000381	AL1G17090, AL1G16980	evm.model.RL_8.2652, evm.model.RL_8.2653
OG0000382	AL1G11940	evm.model.RL_5.113
OG0000382	AL6G51150	evm.model.RL_8.159
OG0000382	AL1G65940	evm.model.RL_3.698
OG0000382	nbis-gene-54	evm.model.RL_5.778
OG0000383	AL1G42250, AL1G49520	evm.model.RL_5.3041
OG0000383	AL1G42200, AL1G42220	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000384	AL3G28170	evm.model.RL_1.1482
OG0000386	AL5G34190	evm.model.RL_7.1060
OG0000387	AL4G41930	evm.model.RL_6.2452
OG0000387	AL7G36780	evm.model.RL_2.1330
OG0000389	AL1G66550	evm.model.RL_7.524
OG0000390	AL6G34750	evm.model.RL_4.1377
OG0000390	AL8G29440	evm.model.RL_8.1517
OG0000390	AL3G42690	evm.model.RL_1.1863
OG0000390	AL3G30610	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	AL1G49180, AL1G35870	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	AL1G35790	evm.model.RL_5.3528
OG0000391	AL1G35830	evm.model.RL_5.3527
OG0000392	AL5G30390	evm.model.RL_7.1363
OG0000392	AL7G52760	evm.model.RL_2.417
OG0000392	AL7G52750	evm.model.RL_2.416
OG0000396	AL5G17950	evm.model.RL_7.2206
OG0000398	AL3G25620	evm.model.RL_1.1276
OG0000398	AL3G25610	evm.model.RL_1.1274
OG0000398	AL1G63260	evm.model.RL_5.3908
OG0000401	AL8G26030, AL247U10040	evm.model.RL_8.1276
OG0000401	nbis-gene-1380	evm.model.RL_7.700
OG0000403	AL2G16410	evm.model.RL_3.475, evm.model.RL_3.476
OG0000404	AL6G16080	evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000406	AL6G27990	evm.model.RL_4.1943
OG0000408	AL4G15330	evm.model.RL_6.363
OG0000409	AL4G38000, AL4G38030	evm.model.RL_1.3251
OG0000410	nbis-gene-400, AL2G14930	evm.model.RL_5.1950
OG0000411	AL3G43130	evm.model.RL_1.2526
OG0000411	AL6G48090	evm.model.RL_8.468
OG0000411	AL7G31720	evm.model.RL_2.1704
OG0000412	AL8G30090	evm.model.RL_8.1550
OG0000412	AL7G25590	evm.model.RL_2.2237
OG0000413	AL3G25430	evm.model.RL_1.1261
OG0000413	AL8G32300	evm.model.RL_8.1728
OG0000413	AL1G63380	evm.model.RL_5.3918
OG0000414	AL1G39330	evm.model.RL_5.3277
OG0000415	AL6G39500	evm.model.RL_4.1043
OG0000415	AL4G41100	evm.model.RL_6.2381
OG0000416	AL4G26970, AL4G27140	evm.model.RL_6.1277
OG0000416	AL1G15520	evm.model.RL_5.417
OG0000421	nbis-gene-1951	evm.model.RL_2.302
OG0000422	AL1G20020	evm.model.RL_5.809
OG0000422	AL1G20030	evm.model.RL_5.810
OG0000422	nbis-gene-56	evm.model.RL_5.808.1.687c88af
OG0000423	AL2G32410	evm.model.RL_3.1665
OG0000423	AL1G63030	evm.model.RL_5.3889
OG0000423	AL3G26100	evm.model.RL_1.1311
OG0000424	AL6G49410	evm.model.RL_8.373
OG0000424	AL6G49420	evm.model.RL_8.374
OG0000425	AL1G61300	evm.model.RL_5.3756
OG0000426	AL4G19060	evm.model.RL_1.2512
OG0000427	AL2G39050	evm.model.RL_3.2260
OG0000427	AL5G19040	evm.model.RL_6.1459
OG0000427	AL2G39040	evm.model.RL_3.2259
OG0000429	AL6G37110	evm.model.RL_4.1204
OG0000429	AL6G21860	evm.model.RL_4.2465
OG0000429	AL7G19450	evm.model.RL_2.2744
OG0000429	AL4G16950	evm.model.RL_6.461
OG0000430	AL3G49230	evm.model.RL_1.2834
OG0000430	AL4G10220	evm.model.RL_6.22
OG0000430	AL7G10620	evm.model.RL_2.3452
OG0000431	AL2G17860	evm.model.RL_3.561
OG0000431	AL1G20710	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	AL8G27110	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	AL7G26330	evm.model.RL_2.2173
OG0000432	AL8G31590, AL8G31580	evm.model.RL_8.1680
OG0000435	AL1G31270, AL1G31240	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714
OG0000436	AL7G26730, AL8G32540	evm.model.RL_8.1743
OG0000437	AL1G48070	evm.model.RL_5.2606
OG0000437	AL1G47970	evm.model.RL_5.2608
OG0000439	AL1G15970	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b
OG0000439	AL5G41390	evm.model.RL_7.411
OG0000439	AL4G26640	evm.model.RL_6.1235
OG0000440	AL4G32280, AL6G28550	evm.model.RL_4.1896
OG0000440	AL3G13070	evm.model.RL_1.259
OG0000440	AL3G13080	evm.model.RL_1.260
OG0000441	AL3G29280	evm.model.RL_1.1577
OG0000441	AL3G29250	evm.model.RL_1.1575
OG0000442	AL7G10750	evm.model.RL_7.1601
OG0000445	AL9U11350	evm.model.RL_3.951, evm.model.RL_2.846
OG0000446	AL8G39430	evm.model.RL_8.2324
OG0000446	AL5G11960	evm.model.RL_7.2573
OG0000446	AL1G26290	evm.model.RL_5.1283
OG0000447	AL3G27410	evm.model.RL_1.1423
OG0000447	AL8G37480	evm.model.RL_8.2153
OG0000447	AL4G29700	evm.model.RL_6.1484
OG0000448	AL8G11320	evm.model.RL_4.100
OG0000448	AL8G11330	evm.model.RL_4.101
OG0000448	AL8G11340	evm.model.RL_4.102
OG0000449	AL8G36460	evm.model.RL_8.2067
OG0000449	AL5G24720	evm.model.RL_7.1767
OG0000449	AL8G36450	evm.model.RL_8.2066
OG0000450	AL1G63190, nbis-gene-331, AL6G37670, AL2G20190	evm.model.RL_6.2784
OG0000453	nbis-gene-13, AL1G59860	evm.model.RL_6.1003
OG0000453	AL1G60320, AL7G51820	evm.model.RL_6.1004
OG0000454	AL8G27180, AL8G27190, AL8G27200	evm.model.RL_8.1369
OG0000457	AL6G23240, AL6G27270, AL6G23220	evm.model.RL_4.2343
OG0000458	AL4G21270	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390
OG0000460	nbis-gene-413, nbis-gene-414	evm.model.RL_3.473
OG0000460	AL1G52840	evm.model.RL_6.2924
OG0000461	AL4G34630	evm.model.RL_6.1809
OG0000461	AL1G10020	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	AL1G10010	evm.model.RL_8.2929
OG0000463	AL5G25590	evm.model.RL_7.360
OG0000466	AL6G12720	evm.model.RL_4.3195, evm.model.RL_4.3197
OG0000467	AL7G35520, AL8G12820, AL5G40470	evm.model.RL_4.251.1.687c86cd
OG0000468	AL5G35780	evm.model.RL_7.908
OG0000468	AL4G28330	evm.model.RL_6.1370
OG0000468	AL4G36250	evm.model.RL_6.2006
OG0000471	AL1G42810	evm.model.RL_5.3017
OG0000471	AL1G42800	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019
OG0000471	AL1G42830	evm.model.RL_5.3015
OG0000472	AL7G49750	evm.model.RL_2.9
OG0000472	AL7G49760	evm.model.RL_2.8
OG0000473	AL5G45200	evm.model.RL_8.2204
OG0000473	AL213U10010	evm.model.RL_7.124
OG0000474	AL6G35020	evm.model.RL_4.1353
OG0000474	AL5G28440	evm.model.RL_7.1494
OG0000475	AL2G12270, AL2G12320, AL2G12300	evm.model.RL_3.171
OG0000477	AL6G17270	evm.model.RL_4.2841
OG0000481	AL7G43190, AL3G48460	evm.model.RL_2.858
OG0000482	AL2G25460	evm.model.RL_3.1086, evm.model.RL_2.377
OG0000483	AL8G30960	evm.model.RL_8.1626
OG0000483	AL8G30970, AL8G30990	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000484	AL8G13740	evm.model.RL_4.347
OG0000484	AL6G28990	evm.model.RL_4.1855
OG0000487	AL3G14390, AL1G14130, AL4G29020	evm.model.RL_1.357
OG0000489	AL3G16360	evm.model.RL_1.499
OG0000489	AL6G49230, AL6G49220, AL6G49260	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383
OG0000490	AL1G11580	evm.model.RL_5.76
OG0000495	AL4G16330	evm.model.RL_8.1497, evm.model.RL_8.1494
OG0000495	AL7G22530	evm.model.RL_2.2495
OG0000495	AL4G13490	evm.model.RL_6.241
OG0000496	AL8G18760	evm.model.RL_1.2426
OG0000497	AL1G53460	evm.model.RL_1.2355
OG0000498	AL8G28110	evm.model.RL_8.1435
OG0000498	AL7G24740	evm.model.RL_5.3097
OG0000499	AL7G36030	evm.model.RL_2.1390.1.687c86e2
OG0000499	AL2G38750, AL60U10060, AL3G26790, AL3G26800	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	AL65U10020	evm.model.RL_4.344
OG0000500	AL8G14220	evm.model.RL_4.348
OG0000501	AL1G49900	evm.model.RL_5.2509
OG0000501	AL132U10030, nbis-gene-1313	evm.model.RL_7.1731, evm.model.RL_1.2766
OG0000502	AL4G20010	evm.model.RL_7.1712
OG0000504	AL6G11890	evm.model.RL_4.3277
OG0000504	AL4G36740	evm.model.RL_6.2050
OG0000504	AL3G20680	evm.model.RL_1.857
OG0000506	AL3G46310, AL2G24380, AL6G16140	evm.model.RL_4.2927
OG0000506	AL2G31490	evm.model.RL_3.1583
OG0000507	AL3G39130, AL3G29480	evm.model.RL_3.44, evm.model.RL_1.317, evm.model.RL_3.536
OG0000508	nbis-gene-1128	evm.model.RL_6.1717
OG0000509	AL7G38310, AL7G38320	evm.model.RL_2.485
OG0000509	AL7G38340	evm.model.RL_2.1208
OG0000510	AL2G16170, AL2G16180	evm.model.RL_3.457
OG0000510	AL2G16110	evm.model.RL_3.451
OG0000511	AL7G40540	evm.model.RL_2.1043
OG0000511	AL2G13380	evm.model.RL_3.238
OG0000512	AL3G47940	evm.model.RL_7.2237
OG0000513	AL5G34560	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	AL5G24770	evm.model.RL_7.1762
OG0000513	AL8G36390	evm.model.RL_8.2062
OG0000514	AL3G34090	evm.model.RL_1.1956, evm.model.RL_1.1955
OG0000514	AL3G34080	evm.model.RL_1.1957
OG0000515	AL1G64400, AL1G64390	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998
OG0000515	AL1G64420, AL1G64410	evm.model.RL_5.3999
OG0000520	AL5G43340	evm.model.RL_4.754
OG0000521	AL1G49870	evm.model.RL_5.2511
OG0000521	AL6G41520	evm.model.RL_8.860
OG0000521	AL2G38650	evm.model.RL_3.2229
OG0000522	AL1G47250	evm.model.RL_5.2665
OG0000522	AL6G44590	evm.model.RL_8.724.1.687c8558
OG0000523	AL5G44260	evm.model.RL_7.198
OG0000523	AL5G44250	evm.model.RL_7.199
OG0000524	AL3G19190	evm.model.RL_1.734
OG0000524	AL8G20800	evm.model.RL_4.768
OG0000525	AL2G38970	evm.model.RL_3.2252
OG0000525	AL3G27100	evm.model.RL_1.1399
OG0000525	AL1G62050	evm.model.RL_5.3805
OG0000526	AL5G27060	evm.model.RL_7.1608
OG0000526	AL5G27010	evm.model.RL_7.1613
OG0000526	AL5G27040	evm.model.RL_7.1612, evm.model.RL_7.1611
OG0000526	AL5G27050	evm.model.RL_7.1609
OG0000529	AL6G33540	evm.model.RL_4.1462
OG0000532	AL8G15990	evm.model.RL_2.3383
OG0000532	nbis-gene-2054	evm.model.RL_8.602
OG0000533	AL7G11160	evm.model.RL_2.3413, evm.model.RL_6.67
OG0000533	AL7G16660	evm.model.RL_2.2982
OG0000537	AL6G49630	evm.model.RL_8.362
OG0000537	AL3G18810	evm.model.RL_1.692
OG0000538	AL4G42410	evm.model.RL_6.2482, evm.model.RL_6.2483
OG0000539	AL8G45700	evm.model.RL_3.492
OG0000539	AL4G25550	evm.model.RL_6.1158
OG0000540	AL4G24180	evm.model.RL_6.1049
OG0000540	AL4G24070	evm.model.RL_6.1045
OG0000540	AL4G24060	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000541	AL4G23930	evm.model.RL_6.1036
OG0000542	AL1G55560	evm.model.RL_5.2133
OG0000542	AL3G11930	evm.model.RL_1.173
OG0000543	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950	evm.model.RL_6.338
OG0000544	AL1G15030	evm.model.RL_5.382, evm.model.RL_5.384
OG0000544	AL1G15020, AL1G15010	evm.model.RL_5.383
OG0000545	AL2G34940	evm.model.RL_3.1918
OG0000545	AL2G34930	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000545	AL2G34910	evm.model.RL_3.1915
OG0000546	AL3G49930	evm.model.RL_1.2886
OG0000546	AL3G49920	evm.model.RL_1.2884
OG0000546	AL3G49890	evm.model.RL_1.2885
OG0000547	AL7G33960, AL7G34070	evm.model.RL_7.2475
OG0000548	AL5G16570, AL8G36910, AL7G51810, AL5G15410, AL1G58450, AL6G46160	evm.model.RL_1.3298
OG0000548	AL8G19450	evm.model.RL_1.3295
OG0000550	AL4G32270, AL5G33370, AL1G62640	evm.model.RL_6.1710
OG0000551	AL8G42200	evm.model.RL_8.2558
OG0000551	AL7G11340	evm.model.RL_2.3398
OG0000551	AL6G20280	evm.model.RL_4.2595.1.687c86da
OG0000552	AL1G37200	evm.model.RL_5.3425
OG0000552	AL5G45000	evm.model.RL_6.1199
OG0000553	AL1G48400	evm.model.RL_5.2576
OG0000553	AL1G48310	evm.model.RL_5.2596
OG0000553	AL1G48390	evm.model.RL_5.2577
OG0000553	AL1G48360	evm.model.RL_5.2593
OG0000554	AL2G14670	evm.model.RL_3.335
OG0000556	AL3G40600	evm.model.RL_1.2383
OG0000557	AL5G42490	evm.model.RL_7.337
OG0000558	nbis-gene-1141	evm.model.RL_3.444, evm.model.RL_6.2355
OG0000559	AL6G12190	evm.model.RL_4.3249
OG0000559	AL6G12050	evm.model.RL_4.3262
OG0000560	AL8G36020	evm.model.RL_8.2034
OG0000560	AL8G36030	evm.model.RL_8.2035
OG0000561	AL2G37250	evm.model.RL_8.2590.1.687c8562
OG0000561	AL8G42580	evm.model.RL_8.2591
OG0000562	AL3G16590	evm.model.RL_1.516.4.687c87ea
OG0000562	AL6G25410	evm.model.RL_4.2164
