Orthogroup	Aethionema_saxatile	Cardamine_glauca
OG0004318	As003G060620	Cg003G081410, Cg001G018300
OG0004319	As003G060790, As003G060800	Cg001G018150
OG0004320	As003G061430, As003G061420	Cg001G017470
OG0004321	As003G062130	Cg001G016870
OG0004322	As003G062240, As010G221830	Cg003G083430
OG0004323	As003G063810	Cg003G085620
OG0004324	As006G145530, As003G067450	Cg004G139860
OG0004325	As003G069760	Cg006G196490
OG0004326	As003G070110	Cg006G216930
OG0004327	As003G071060	Cg006G215980
OG0004328	As003G071160	Cg006G215850
OG0004329	As003G071370, As003G071360	Cg005G181660, Cg005G193930
OG0004330	As003G072100	Cg001G004370
OG0004331	As003G073090	Cg001G003290
OG0004332	As003G073170	Cg001G003230
OG0004333	As004G083380	Cg003G084270, Cg003G084250
OG0004334	As004G084920	Cg003G081700
OG0004337	As004G091730	Cg004G143580, Cg001G032590
OG0004338	As004G092930	Cg001G031830
OG0004339	As004G095500, As011G255130	Cg001G027610
OG0004341	As004G095920	Cg001G027010
OG0004342	As012G267840, As011G267630, As004G098550	Cg006G195850
OG0004343	As012G288780, As005G098860	Cg002G043770
OG0004344	As005G099940	Cg005G158610
OG0004345	As005G100750	Cg005G159360
OG0004346	As005G100950	Cg005G159610
OG0004347	As005G102940	Cg005G161550, Cg007G276780
OG0004348	As005G104170	Cg005G162730
OG0004349	As005G104940	Cg002G048180
OG0004350	As005G110660	Cg008G300300
OG0004351	As006G142910, As005G111560	Cg005G166120
OG0004352	As005G111570	Cg005G166130
OG0004354	As005G115740	Cg003G106860
OG0004355	As005G116660	Cg003G090010, Cg003G090040, Cg003G095560, Cg003G111520, Cg003G092200
OG0004356	As005G117010	Cg003G111880
OG0004357	As005G118520	Cg003G113440
OG0004358	As005G119610	Cg003G114690
OG0004359	As005G119720	Cg003G114840
OG0004360	As008G199550	Cg006G245350, Cg006G240400
OG0004363	As006G125290	Cg005G173220
OG0004364	As008G196110, As006G125340	Cg005G173260
OG0004366	As006G127430	Cg005G175430
OG0004368	As006G128080	Cg005G176250
OG0004369	As006G128150	Cg005G176460
OG0004370	As006G128230, As006G128220	Cg005G176530
OG0004371	As006G128560	Cg005G176970
OG0004372	As009G206020, As006G132780	Cg004G116660
OG0004373	As006G135750	Cg004G117880
OG0004374	As006G138530	Cg004G121010
OG0004375	As009G206280, As006G138610, As006G138590	Cg008G306920
OG0004376	As006G138730	Cg004G121320
OG0004377	As006G139470	Cg004G121880, Cg002G052350
OG0004378	As006G139690	Cg004G122030
OG0004379	As006G140010	Cg004G122360
OG0004380	As006G141010	Cg004G123350
OG0004381	As006G144560	Cg005G170540
OG0004382	As006G144700	Cg005G170390
OG0004383	As006G145490	Cg005G169600
OG0004385	As007G152550, As007G152530	Cg006G229850
OG0004386	As010G240780, As007G154150	Cg006G228270
OG0004387	As010G240180, As007G154430	Cg007G273870
OG0004388	As007G154920	Cg006G227530, Cg007G274530
OG0004389	As007G155160	Cg006G227310
OG0004390	As010G236300	Cg007G277800
OG0004391	As010G234860	Cg007G272420
OG0004392	As007G159020	Cg006G223000
OG0004393	As007G160690, As007G160670	Cg006G220880
OG0004394	As007G161540	Cg006G219880
OG0004395	As007G163610	Cg001G015990
OG0004396	As007G178290	Cg005G190150
OG0004397	As008G184060	Cg006G232540
OG0004398	As008G184470	Cg006G233070
OG0004399	As008G184550	Cg006G233190
OG0004400	As008G185490	Cg006G233990
OG0004401	As008G186530	Cg006G234890
OG0004402	As008G186970	Cg006G235370
OG0004403	As008G187820	Cg006G235900
OG0004404	As008G189000	Cg006G237020
OG0004405	As008G191210	Cg006G238060, Cg006G238050
OG0004406	As008G191790	Cg006G238180
OG0004407	As009G201360	Cg008G295490
OG0004408	As009G202170	Cg008G296560
OG0004409	As009G202800	Cg008G297100
OG0004410	As009G204440	Cg008G298910
OG0004411	As009G204520	Cg008G299000
OG0004412	As009G205510	Cg008G306210
OG0004413	As009G206130	Cg008G306810
OG0004414	As009G209000	Cg008G312640
OG0004415	As009G212570	Cg008G286970
OG0004416	As009G215230	Cg008G305380
OG0004418	As009G217040	Cg008G303260
OG0004419	As009G217350	Cg008G302870
OG0004420	As009G217950	Cg003G109050
OG0004421	As010G221640	Cg002G057210
OG0004422	As010G229220, As010G229210	Cg007G268510, Cg007G268490
OG0004423	As010G232750	Cg007G270070
OG0004424	As010G233230	Cg007G270710
OG0004425	As010G233630	Cg007G271150
OG0004426	As010G234750	Cg007G272310
OG0004427	As010G234950	Cg007G272520, Cg007G272530, Cg007G272510
OG0004428	As010G237990	Cg007G276080
OG0004429	As010G238940, As010G238950	Cg007G275060, Cg007G275050
OG0004430	As010G238980	Cg007G275020, Cg007G275010
OG0004431	As010G240900	Cg007G273360
OG0004432	As010G241990	Cg007G279260
OG0004433	As010G242310	Cg007G279630
OG0004433	As010G242320	Cg007G279640
OG0004434	As010G242650	Cg007G279950
OG0004435	As010G243010	Cg007G280240
OG0004436	As011G244750	Cg004G128660
OG0004437	As011G246140	Cg004G130190
OG0004438	As011G246280	Cg004G130310
OG0004439	As011G246400	Cg004G130430
OG0004440	As011G247280	Cg004G131460
OG0004441	As011G247520	Cg004G131690
OG0004442	As011G247660	Cg004G131860
OG0004443	As011G248380	Cg004G132600
OG0004444	As011G250670	Cg004G135230
OG0004445	As011G251920	Cg004G136610, Cg006G199490
OG0004447	As011G253150	Cg004G137850
OG0004448	As011G253180, As012G271840	Cg004G137870
OG0004449	As011G253600	Cg004G138320
OG0004450	As011G253980	Cg004G138890
OG0004451	As011G255250	Cg004G140710
OG0004452	As011G263640	Cg005G186360
OG0004453	As011G265220	Cg004G154700
OG0004454	As011G265530	Cg004G154290
OG0004455	As011G265750	Cg004G155290, Cg004G155300, Cg004G155320, Cg004G155340, Cg004G155330
OG0004456	As011G267180	Cg005G170490
OG0004457	As012G270680	Cg006G197350
OG0004458	As012G271520	Cg006G198250
OG0004459	As012G272100	Cg006G199230
OG0004460	As012G273600	Cg006G201270
OG0004461	As012G275430	Cg005G172190, Cg006G216550
OG0004462	As012G275460	Cg002G054930
OG0004463	As012G278020	Cg002G052570
OG0004464	As012G281490	Cg002G051390
OG0004465	As012G282680	Cg002G050130
OG0004466	As012G283150	Cg002G049590
OG0004468	As012G284460	Cg002G048250
OG0004469	As012G284540	Cg002G048160
OG0004470	As012G284870	Cg002G047740
OG0004471	As012G286860	Cg005G160510, Cg002G045860
OG0004472	As012G287440	Cg002G045300
OG0004473	As012G288260	Cg002G044310
OG0004474	As012G288860	Cg002G043690
OG0004498	As001G000170	Cg001G012320
OG0004499	As001G000420	Cg001G011990
OG0004500	As001G000790	Cg001G011630
OG0004501	As011G265920, As001G001860	Cg001G010560
OG0004502	As001G002140, As002G049030	Cg003G104930
OG0004503	As001G002250	Cg001G010240
OG0004504	As001G002530	Cg005G190810
OG0004505	As001G002630	Cg001G009890
OG0004506	As001G002870	Cg001G009760
OG0004507	As001G003820, As012G284650	Cg002G048070
OG0004508	As001G004070	Cg001G008720
OG0004510	As001G004650	Cg001G008300, Cg013G330450
OG0004511	As001G006600	Cg001G007320
OG0004512	As001G013860	Cg001G005880
OG0004513	As001G014180, As011G263170	Cg001G005780
OG0004514	As001G017770, As001G017780	Cg001G024540
OG0004515	As001G020380, As008G187160	Cg007G251150
OG0004516	As001G021640	Cg007G249190
OG0004517	As001G021780	Cg007G248890
OG0004518	As001G022660	Cg001G017230
OG0004519	As001G022670	Cg002G075330
OG0004521	As001G024900	Cg002G072850
OG0004522	As001G026910	Cg001G040770
OG0004523	As001G027440	Cg002G069920
OG0004524	As001G027910	Cg002G067350
OG0004525	As001G029530	Cg001G034470, Cg007G263670, Cg007G262410
OG0004526	As001G031770	Cg007G247440, Cg007G251860, Cg007G251830, Cg007G251880
OG0004527	As002G032370	Cg004G128320
OG0004528	As002G048010, As002G048020, As002G035600, As002G048000	Cg003G103560
OG0004529	As002G038860	Cg004G128050
OG0004530	As004G088910	Cg003G107480
OG0004531	As002G047610	Cg003G103150
OG0004532	As002G047950	Cg003G103490
OG0004533	As002G048330, As002G048320	Cg003G104120
OG0004534	As002G048480	Cg003G104250
OG0004535	As002G049210	Cg003G105130
OG0004536	As002G049590	Cg003G105460
OG0004537	As002G050170	Cg008G313880, Cg009G325730
OG0004538	As002G050780	Cg008G293000
OG0004539	As002G050870	Cg008G292870
OG0004540	As002G051190	Cg008G292490
OG0004542	As002G052120	Cg008G291580
OG0004543	As002G052580	Cg008G291110
OG0004544	As005G118330, As002G053000	Cg008G290710
OG0004545	As002G054050	Cg008G289610
OG0004546	As002G054780	Cg008G288910
OG0004547	As002G055310	Cg008G288240
OG0004548	As004G088510	Cg001G022400
OG0004550	As003G057550	Cg001G021540
OG0004551	As003G060550, As004G085190	Cg003G081240
OG0004552	As003G061560	Cg001G017360
OG0004553	As003G061580	Cg001G017340
OG0004554	As003G062110	Cg001G016890
OG0004555	As010G223860, As010G223820, As010G223840, As010G223870, As003G062910	Cg007G261960, Cg007G264100
OG0004557	As003G066240	Cg006G203700, Cg006G203690
OG0004558	As003G068490	Cg006G218550
OG0004559	As004G081350, As003G069100	Cg006G218140
OG0004560	As003G069170	Cg006G218090
OG0004561	As003G070250	Cg006G216650
OG0004562	As003G070690	Cg006G216300
OG0004563	As003G071430	Cg006G215480, Cg006G215450
OG0004564	As003G071740	Cg001G004720
OG0004565	As003G071820	Cg001G004640
OG0004566	As003G072650	Cg001G003680
OG0004567	As003G075090	Cg001G001430, Cg001G035970
OG0004568	As004G076930	Cg001G034450
OG0004569	As004G077080	Cg001G035330, Cg007G264500
OG0004570	As004G078450	Cg001G039750
OG0004571	As004G078690	Cg002G059410
OG0004572	As004G078860	Cg005G171500, Cg008G299170
OG0004573	As004G089620	Cg008G324560
OG0004574	As004G079990	Cg005G170900
OG0004575	As004G081570	Cg005G172920
OG0004576	As004G084010	Cg003G083170
OG0004577	As004G084320	Cg003G082670
OG0004578	As004G086090	Cg003G080100, Cg003G093890
OG0004579	As004G086580, As004G086630	Cg008G320720, Cg008G320680
OG0004580	As004G086670	Cg008G320820
OG0004581	As004G088710	Cg008G323570
OG0004582	As004G089650	Cg008G324580
OG0004583	As004G092640	Cg001G032730
OG0004584	As004G094230, As004G094130, As004G094150, As004G094120	Cg001G029510
OG0004585	As004G095110	Cg001G028370
OG0004586	As011G254200, As004G096140	Cg004G139420
OG0004588	As005G101990	Cg005G160650
OG0004589	As005G102570	Cg005G161200
OG0004590	As005G102580	Cg005G161210
OG0004592	As005G103900	Cg005G162430
OG0004593	As005G107390	Cg008G283090
OG0004594	As005G108270	Cg008G284090
OG0004595	As005G112110	Cg008G301110
OG0004596	As005G112490	Cg008G301410
OG0004597	As005G113240	Cg008G302010
OG0004598	As005G113640	Cg008G302460
OG0004599	As005G116060	Cg003G110980
OG0004600	As005G116670	Cg003G095570, Cg003G092210, Cg003G111530
OG0004602	As005G117530	Cg003G112450
OG0004603	As005G118490	Cg003G113410
OG0004604	As005G118570	Cg003G113480
OG0004605	As005G119490	Cg003G114580
OG0004606	As005G120070	Cg003G115160
OG0004607	As005G120720, As005G120700	Cg003G115720
OG0004608	As006G121010	Cg003G075910, Cg003G113270
OG0004609	As006G123070	Cg014G331430, Cg003G078220
OG0004610	As006G125090	Cg008G319030
OG0004611	As006G125600	Cg005G173630
OG0004612	As006G127160	Cg005G175150
OG0004613	As006G129290	Cg005G178130, Cg006G238490
OG0004614	As006G130790	Cg005G181490
OG0004615	As006G130930	Cg005G180530
OG0004616	As006G133000, As006G132980	Cg006G229410, Cg004G116420
OG0004617	As006G133180	Cg004G116300, Cg008G294460
OG0004618	As006G133500	Cg004G116010
OG0004619	As006G133560	Cg004G115970
OG0004620	As006G141990, As006G133730	Cg004G124360
OG0004621	As006G135760, As009G202400	Cg004G117900
OG0004622	As006G135970	Cg008G297050, Cg004G118140
OG0004623	As006G137260	Cg004G119670
OG0004624	As006G139180	Cg004G121630
OG0004625	As006G139360	Cg004G121770
OG0004626	As006G139540	Cg004G121940
OG0004627	As006G139570	Cg004G121980
OG0004628	As006G139900	Cg004G122270
OG0004629	As006G141110, As006G141120	Cg004G123470
OG0004630	As006G141420	Cg004G123800
OG0004631	As006G141470	Cg004G123850, Cg003G090820, Cg003G090950, Cg007G262240, Cg007G263880
OG0004632	As006G141630	Cg004G123980
OG0004633	As006G141660	Cg004G124010
OG0004634	As006G142290	Cg005G165510
OG0004635	As006G142670	Cg005G165890
OG0004636	As006G142710	Cg005G165920
OG0004637	As006G142850	Cg005G166050
OG0004638	As006G143330	Cg005G166530
OG0004639	As006G144970	Cg005G170170
OG0004640	As006G145040	Cg005G170110
OG0004641	As006G145410	Cg005G169720
OG0004642	As006G146400	Cg005G168890
OG0004643	As006G147190	Cg005G167660
OG0004644	As007G152340	Cg006G230000
OG0004645	As007G154210, As007G152410	Cg006G229950
OG0004646	As007G154330	Cg006G228130
OG0004647	As007G154990	Cg006G227470
OG0004648	As007G156100	Cg006G226070
OG0004649	As007G157390	Cg006G224560
OG0004650	As007G158000	Cg006G224040
OG0004651	As007G159490	Cg006G222480
OG0004652	As007G159630, As007G159640	Cg006G222300
OG0004653	As007G159650	Cg006G222330
OG0004654	As007G160410	Cg006G221170
OG0004655	As007G163000, As007G165660	Cg001G016350, Cg001G016330
OG0004657	As007G163600	Cg001G016000
OG0004658	As007G165800	Cg001G015020
OG0004659	As007G177700	Cg005G188840
OG0004660	As007G178490, As007G178460	Cg005G189140, Cg005G189130
OG0004661	As008G184680	Cg006G233370
OG0004662	As008G187370	Cg006G235780
OG0004664	As008G188000	Cg006G236250
OG0004665	As008G188240	Cg006G236520
OG0004667	As008G189020	Cg006G237040
OG0004668	As008G190320	Cg006G237520
OG0004669	As008G191130	Cg006G238100
OG0004670	As008G193050	Cg006G239090
OG0004671	As008G195650	Cg006G241510
OG0004672	As009G200150	Cg008G294400
OG0004673	As009G202420	Cg008G296730
OG0004674	As009G203750	Cg008G298100
OG0004675	As009G203800	Cg008G298170
OG0004676	As009G204380	Cg008G298870
OG0004677	As009G204480	Cg008G298950
OG0004678	As009G205010	Cg008G299590
OG0004679	As009G205800	Cg008G306440
OG0004680	As009G206920	Cg008G307340
OG0004681	As009G207210	Cg008G307780
OG0004682	As009G207670, As009G207660, As009G207710, As009G207700	Cg008G308450
OG0004683	As009G208820	Cg008G311940
OG0004684	As009G208870	Cg008G312040
OG0004685	As009G209640	Cg008G293880
OG0004687	As009G212090	Cg002G046940
OG0004688	As009G212420, As009G212410	Cg008G287100
OG0004689	As009G213660	Cg008G286180
OG0004690	As009G214620	Cg008G285260
OG0004691	As009G215110	Cg008G305470
OG0004692	As009G215150	Cg008G305390
OG0004693	As009G215480	Cg008G304770
OG0004694	As009G217250	Cg008G302970
OG0004695	As009G218500	Cg003G109770
OG0004696	As009G218640	Cg003G109960
OG0004697	As009G218750	Cg003G110080
OG0004698	As009G218840	Cg003G110180
OG0004699	As009G218920	Cg003G110270
OG0004700	As009G219250	Cg003G110660
OG0004701	As010G220550	Cg002G055810
OG0004702	As010G222340	Cg002G058060
OG0004703	As010G222740	Cg002G058530
OG0004704	As010G224140	Cg002G060170
OG0004705	As011G257540, As010G226740	Cg004G142740
OG0004706	As010G226830	Cg002G064560, Cg003G101110
OG0004707	As010G232320	Cg007G269650
OG0004708	As010G232500	Cg007G269500
OG0004709	As010G232900	Cg007G270290
OG0004710	As010G234800	Cg007G272360
OG0004711	As010G235100	Cg007G272660
OG0004712	As010G237140	Cg007G277010
OG0004713	As010G237780	Cg006G226010
OG0004714	As010G238010	Cg007G276060
OG0004715	As010G238050, As010G238040	Cg006G220390
OG0004716	As010G239010	Cg007G274980
OG0004717	As010G239890	Cg006G227970
OG0004718	As010G242420	Cg007G279730
OG0004719	As010G243200	Cg007G280420
OG0004720	As010G243480	Cg007G280870
OG0004721	As010G243680	Cg007G280680
OG0004722	As010G243730	Cg007G281070
OG0004723	As010G243830	Cg007G281160
OG0004724	As010G243840	Cg001G034930, Cg007G281170
OG0004725	As010G244010	Cg006G230400
OG0004726	As011G244610	Cg004G128380
OG0004727	As011G244720	Cg004G128620
OG0004728	As012G267920	Cg004G128930
OG0004729	As011G245400	Cg004G129330
OG0004730	As011G245970	Cg004G129910
OG0004732	As011G247150	Cg004G131180
OG0004733	As011G247580	Cg004G131760
OG0004734	As011G248970	Cg004G133220
OG0004735	As011G249420	Cg006G201770, Cg004G133850
OG0004736	As011G250360	Cg004G134920
OG0004737	As011G250700	Cg004G135260
OG0004738	As011G250930	Cg004G135490
OG0004739	As012G272860, As011G251110	Cg004G135680
OG0004740	As011G252030	Cg004G136720
OG0004741	As011G253470	Cg004G138490
OG0004742	As011G254510	Cg004G139730
OG0004743	As011G254540	Cg004G139760
OG0004744	As011G255150	Cg004G140600
OG0004745	As011G255330	Cg004G140860
OG0004746	As011G256090	Cg004G141660
OG0004747	As011G256630	Cg006G212060
OG0004748	As011G262550, As011G262540	Cg007G273910
OG0004749	As011G263460	Cg004G152370
OG0004750	As011G266140	Cg004G155810
OG0004751	As011G267050	Cg004G156720
OG0004752	As012G268020	Cg006G194480
OG0004753	As012G269500	Cg006G195880, Cg001G041820
OG0004754	As012G272120	Cg006G199250
OG0004755	As012G272400	Cg006G199620
OG0004756	As012G273590	Cg006G201260
OG0004757	As012G273670	Cg004G141230
OG0004758	As012G277580	Cg002G074080
OG0004759	As012G279310	Cg002G052360, Cg002G052370
OG0004760	As012G279450	Cg002G055310
OG0004761	As012G279480	Cg002G055250
OG0004762	As012G281540	Cg005G184320
OG0004763	As012G282030	Cg002G050870
OG0004764	As012G282670	Cg002G050140
OG0004765	As012G283070	Cg002G049670
OG0004766	As012G283240	Cg002G049510
OG0004767	As012G283940	Cg002G048890
OG0004768	As012G284140	Cg002G048650
OG0004769	As012G284280	Cg002G048430
OG0004770	As012G289140	Cg008G305860, Cg003G084350
OG0004801	As011G267360, As001G000190	Cg001G012290
OG0004802	As001G000200	Cg001G012280
OG0004803	As001G000240	Cg001G007980, Cg001G012230
OG0004804	As001G000330	Cg001G012090
OG0004805	As001G000920	Cg001G011430
OG0004806	As001G002130	Cg001G010370
OG0004807	As001G002880	Cg001G009750
OG0004808	As001G004040	Cg001G008740
OG0004809	As001G004150	Cg001G008670
OG0004810	As001G004320	Cg008G308060
OG0004811	As001G005970	Cg001G007470
OG0004812	As001G006400	Cg001G007600
OG0004813	As001G007090	Cg001G007270
OG0004814	As001G013570	Cg001G006140
OG0004815	As001G014410	Cg001G005540
OG0004817	As004G083110, As001G017700	Cg001G024510
OG0004818	As001G017790	Cg001G024560
OG0004819	As001G018060	Cg001G024760
OG0004820	As001G018530	Cg007G256540
OG0004821	As001G018760	Cg007G255410
OG0004822	As008G186200	Cg006G234670
OG0004822	As001G021650	Cg007G249170
OG0004823	As001G021690	Cg007G249010
OG0004824	As001G022350	Cg002G075650
OG0004825	As008G182410, As001G022410	Cg002G075580
OG0004826	As001G023400	Cg002G074600
OG0004827	As001G025020	Cg002G072710
OG0004828	As001G025450	Cg002G072120
OG0004829	As001G025570	Cg002G071970
OG0004831	As001G026350	Cg002G070980
OG0004832	As001G026590, As005G119760	Cg002G070700
OG0004833	As001G027610	Cg001G040740, Cg002G070220
OG0004834	As001G027630	Cg002G070340
OG0004835	As001G027750	Cg002G068020
OG0004836	As001G027800	Cg002G067790
OG0004836	As004G078240	Cg001G039330
OG0004837	As001G028020	Cg002G067220
OG0004838	As001G028180	Cg002G065860
OG0004839	As001G028190	Cg003G085410
OG0004840	As001G028760	Cg007G265710
OG0004841	As001G031140	Cg007G246520, Cg007G246510
OG0004841	As001G031130	Cg007G246500
OG0004842	As001G031750	Cg007G247410, Cg006G233440
OG0004843	As008G185240, As001G032070	Cg006G233760
OG0004844	As002G033080	Cg005G164690
OG0004845	As002G034250	Cg004G125000
OG0004846	As002G035570	Cg004G125940
OG0004847	As002G035930	Cg004G126150
OG0004848	As002G037420	Cg004G127310
OG0004849	As002G038820	Cg004G128030
OG0004850	As007G164360, As002G042970	Cg003G097620
OG0004851	As002G043200	Cg003G097710
OG0004852	As002G043810, As009G209900	Cg003G098440
OG0004853	As002G044150	Cg003G099070
OG0004854	As002G044600	Cg003G099570
OG0004855	As002G044650	Cg003G099650
OG0004856	As002G044980	Cg003G099820
