Orthogroup	Odontarrhena_muralis	Aethionema_saxatile
OG0001999	Om004G168530	As002G055150
OG0002000	Om006G236270	As009G218350
OG0002000	Om004G169020	As002G055410
OG0002001	Om008G361450	As004G089230
OG0002001	Om001G001010	As003G056260
OG0002002	Om001G005240	As004G087210
OG0002003	Om001G008610	As003G060220
OG0002003	Om008G353820	As004G085600
OG0002004	Om008G352250	As004G084930
OG0002004	Om001G009710	As003G060850
OG0002005	Om001G011050	As003G061860
OG0002006	Om001G011140	As003G061930
OG0002006	Om008G350700	As004G084140
OG0002007	Om001G011150	As003G061950
OG0002008	Om008G348100	As004G083850
OG0002008	Om001G011710	As003G062340
OG0002009	Om007G287260	As003G065730
OG0002010	Om008G340550	As003G069430
OG0002011	Om007G289690	As003G069960
OG0002012	Om002G084180	As011G264500
OG0002012	Om001G034750	As003G071790
OG0002013	Om002G084270	As011G264560
OG0002013	Om001G034940	As003G071910
OG0002014	Om001G035480, Om002G084500	As003G072220
OG0002015	Om002G085980, Om001G036770	As003G073000
OG0002016	Om001G038580, Om001G038560, Om001G038570	As003G073990
OG0002017	Om001G039480	As003G074630
OG0002018	Om004G156050	As007G180950
OG0002018	Om001G040820	As003G075740
OG0002019	Om008G338320	As004G079010, As004G079040
OG0002021	Om001G011260, Om008G350590	As004G084130
OG0002022	Om005G198860, Om008G359650	As004G088650
OG0002023	Om002G071280	As011G254830
OG0002023	Om003G102530	As004G095790
OG0002024	Om003G102110	As004G096090
OG0002024	Om002G070550	As011G254270
OG0002025	Om008G320860	As005G100670
OG0002026	Om008G322960	As005G102350
OG0002026	Om003G124910	As012G286200
OG0002027	Om003G120430	As012G283860
OG0002027	Om008G327840	As005G105970
OG0002029	Om005G178520, Om004G163610	As008G198670
OG0002029	Om004G158350	As006G122080
OG0002030	Om004G160070	As006G123400
OG0002030	Om005G179880	As008G197470
OG0002031	Om007G278510, Om005G181490	As008G195950, As006G125520
OG0002032	Om007G279240	As006G125680
OG0002032	Om005G182620	As008G194980
OG0002033	Om005G184230	As008G193380
OG0002033	Om007G281320	As006G127930
OG0002034	Om005G185280, Om007G282940	As006G129090
OG0002035	Om003G117120	As006G134600
OG0002036	Om007G299260	As009G201600
OG0002036	Om002G043630, Om005G194130	As006G135320
OG0002037	Om007G299250	As009G201610
OG0002037	Om002G043650	As006G135340
OG0002038	Om002G062950	As011G248890
OG0002038	Om002G047680, Om002G047660	As006G138750
OG0002039	Om006G251670	As012G282060
OG0002039	Om008G331050	As006G143240
OG0002040	Om008G336950	As006G145140
OG0002040	Om006G255270	As012G276560
OG0002041	Om008G336080	As006G145740
OG0002041	Om006G254750	As012G277090
OG0002042	Om008G333890, Om008G333900, Om008G333910	As006G148500
OG0002043	Om005G196000	As007G151940
OG0002044	Om005G196230	As007G152130
OG0002044	Om004G130240	As010G243920
OG0002045	Om005G196530	As007G152270
OG0002045	Om004G130530	As010G243670
OG0002046	Om005G196930	As007G152480
OG0002046	Om004G131250	As010G243220
OG0002047	Om005G197450	As007G152970
OG0002047	Om004G132100	As010G242530
OG0002048	Om005G198740	As007G153870
OG0002049	Om004G141840	As010G240580
OG0002049	Om005G199260	As007G154260
OG0002050	Om005G203040	As007G156920
OG0002050	Om004G136030	As010G237010
OG0002051	Om005G203120, Om008G326890	As007G157010
OG0002052	Om005G203290	As007G157110
OG0002052	Om004G135680	As010G236740
OG0002053	Om005G203670	As007G157350
OG0002053	Om004G135260	As010G236420
OG0002054	Om005G205610	As007G159150
OG0002054	Om005G206670	As010G234050
OG0002055	Om004G143590	As007G159360
OG0002055	Om005G207260	As010G233640
OG0002057	Om001G016810	As007G167240
OG0002058	Om002G054980	As007G179060
OG0002059	Om005G182430	As008G195200
OG0002060	Om005G207980	As010G233260
OG0002060	Om007G300680	As009G200610
OG0002062	Om006G237120, Om006G237100	As009G217750
OG0002063	Om004G169430, Om006G247810	As009G220000
OG0002064	Om006G257280	As010G220250
OG0002066	Om004G135550	As010G236630
OG0002067	Om004G137060	As010G237600
OG0002069	Om004G131890	As010G242720
OG0002069	Om004G131900	As010G242710
OG0002070	Om005G197200, Om004G131620	As010G242940
OG0002071	Om002G057590	As011G245310
OG0002071	Om003G090250	As012G268370
OG0002072	Om003G090630	As012G268720
OG0002072	Om002G057860	As011G245540
OG0002073	Om003G092900	As012G269780
OG0002073	Om002G059990	As011G247000
OG0002074	Om003G100200	As012G274260
OG0002074	Om002G063560	As011G249220
OG0002075	Om002G087690	As011G266590
OG0002076	Om003G089420	As012G267730
OG0002077	Om003G095670, Om002G069170	As012G271430
OG0002078	Om006G251490, Om006G251520, Om006G251550	As012G282170
OG0002079	Om004G166410, Om008G327820	As012G289110
OG0002091	Om003G103390, Om003G103380, Om003G103400	As007G165330
OG0002091	Om008G348130	As010G228410, As005G110600, As004G088900, As007G167310, As001G011990, As001G010790
OG0002093	Om002G081050	As011G262560
OG0002093	Om001G032460	As001G012790
OG0002094	Om002G082280	As001G014220
OG0002094	Om001G012400	As011G263260, As011G263270, As011G263250
OG0002095	Om002G083810	As011G264280
OG0002095	Om001G034330	As001G015590
OG0002096	Om005G218150, Om011G365770	As001G019160
OG0002096	Om005G187440	As008G188390
OG0002097	Om005G219500	As001G020040
OG0002097	Om005G188630	As008G187890
OG0002098	Om005G221650, Om006G246890, Om008G322200	As001G021050, As001G020990
OG0002099	Om005G189760	As008G186590
OG0002099	Om005G221910	As001G021230
OG0002100	Om005G193850	As008G183510
OG0002101	Om007G317520	As004G097680
OG0002101	Om006G271470	As001G026130
OG0002102	Om002G050390	As006G141360, As001G029120
OG0002103	Om005G228710	As001G030420
OG0002104	Om005G226920	As001G031080
OG0002104	Om007G318160	As004G097980
OG0002105	Om005G192200	As008G184590
OG0002105	Om005G225670	As001G031610
OG0002106	Om005G224520	As001G032220
OG0002106	Om005G191260	As008G185350
OG0002107	Om003G119610	As012G283100
OG0002107	Om008G328900	As002G033430
OG0002108	Om004G176520	As005G106800
OG0002108	Om002G051460	As002G033880
OG0002109	Om002G052420, Om004G174680	As002G034790
OG0002110	Om002G052490, Om004G174510	As002G034840
OG0002111	Om004G173250	As005G109170
OG0002112	Om004G172230	As009G214170
OG0002112	Om002G053820	As002G036200
OG0002114	Om003G115110	As002G045310
OG0002115	Om001G019090	As006G134480
OG0002115	Om003G116960	As002G046920
OG0002116	Om003G117540	As002G047280
OG0002117	Om004G161820	As002G050550
OG0002118	Om006G240600	As009G214970
OG0002118	Om004G163430	As002G051600
OG0002119	Om004G164940	As002G052490, As009G215680
OG0002120	Om006G238120	As009G217000
OG0002120	Om004G167400	As002G054310
OG0002121	Om006G236250	As009G218370
OG0002121	Om004G169060	As002G055430
OG0002122	Om008G362550	As004G091050
OG0002122	Om001G000150	As003G055700
OG0002123	Om001G003360	As003G057490
OG0002124	Om008G358210	As004G087910
OG0002125	Om001G005590	As003G058390
OG0002125	Om008G356610	As004G087050
OG0002126	Om008G355180	As004G086210
OG0002126	Om001G007020	As003G059150
OG0002127	Om008G350880	As004G084210
OG0002127	Om001G011090	As003G061890
OG0002128	Om008G349780	As004G083870
OG0002128	Om001G011680	As003G062310
OG0002129	Om001G012640	As003G063110
OG0002131	Om004G159440, Om005G179470	As003G070530, As007G154020, As007G153030, As008G197820
OG0002132	Om001G034830	As003G071840
OG0002133	Om006G235890, Om001G034910, Om001G035040	As003G071900
OG0002134	Om001G035620	As003G072310
OG0002135	Om001G036790, Om002G085990	As003G073010
OG0002136	Om001G041190	As003G076020
OG0002137	Om007G315590, Om007G315600	As004G078390
OG0002138	Om008G340220	As004G081040
OG0002138	Om008G340230	As004G081050
OG0002139	Om008G341530	As004G082130
OG0002140	Om008G347460, Om001G012150	As004G083590
OG0002141	Om002G073010	As011G255830
OG0002142	Om003G128810	As012G288880
OG0002142	Om008G327150	As005G098660
OG0002143	Om003G128750	As012G288840
OG0002143	Om008G318810	As005G098750
OG0002144	Om008G326450, Om008G326440	As005G104820
OG0002145	Om008G327060, Om003G121400, Om003G121340	As005G105110
OG0002146	Om006G244120	As005G113570
OG0002149	Om006G234620	As005G116000
OG0002150	Om006G259210	As005G119390
OG0002151	Om006G229950	As005G119890
OG0002152	Om005G178170, Om005G177990	As008G199170
OG0002153	Om005G178080	As008G199090
OG0002153	Om004G157660	As006G121420, As006G121450, As006G121430, As006G121440
OG0002154	Om007G292790	As006G124450
OG0002154	Om005G180930	As008G197060
OG0002155	Om007G277730	As006G124840
OG0002155	Om005G181260	As008G196370
OG0002156	Om007G278520	As011G256260
OG0002157	Om005G182510	As006G126130
OG0002158	Om001G021010, Om001G021020	As006G134420
OG0002159	Om002G043950	As006G135630
OG0002159	Om007G298660	As009G202140
OG0002160	Om002G044960	As006G136470
OG0002162	Om002G072610	As011G255490
OG0002163	Om002G049390	As006G140350
OG0002164	Om002G049440	As006G140400
OG0002165	Om004G161340, Om002G050970	As006G141860
OG0002166	Om006G250840	As012G282620
OG0002166	Om008G330000	As006G142540
OG0002167	Om008G331770	As006G143510
OG0002168	Om008G338030	As006G144410
OG0002168	Om006G256110	As012G275860
OG0002169	Om008G333390, Om008G333380	As006G147220
OG0002169	Om006G253970	As012G279320
OG0002170	Om005G196840	As007G152430
OG0002170	Om004G131130	As010G243340
OG0002171	Om005G197080	As007G152690
OG0002171	Om004G131420	As010G243080
OG0002172	Om005G197100	As007G152710
OG0002172	Om004G131400	As010G243060
OG0002173	Om004G132040	As007G162550, As007G152940
OG0002173	Om005G197420	As010G242570
OG0002174	Om004G138720	As007G155630, As010G238600
OG0002175	Om004G135900, Om005G203110	As007G157000
OG0002176	Om005G205080	As007G158590
OG0002177	Om005G205620	As007G159160
OG0002177	Om005G206770	As010G233980
OG0002178	Om005G207570, Om005G207580	As010G233400
OG0002179	Om005G212170	As010G228080
OG0002179	Om004G148110	As007G161940
OG0002182	Om006G236900	As009G217880
OG0002183	Om005G193300, Om006G272790	As008G184110
OG0002184	Om005G191190, Om004G139340, Om005G191230, Om005G191200	As008G185390
OG0002185	Om005G224450	As008G185450
OG0002186	Om005G221870, Om005G189720	As008G186630
OG0002187	Om005G188060, Om002G050980	As008G187990, As008G187980
OG0002188	Om005G182900, Om005G182910	As008G194770
OG0002189	Om002G054780, Om004G170890	As009G212710
OG0002190	Om002G053730, Om004G172450	As009G214050
OG0002191	Om002G068790, Om006G240730	As009G214800, As009G214810, As009G214820, As009G214830
OG0002192	Om006G243460	As010G226340, As010G226370
OG0002193	Om006G241710	As010G227440
OG0002194	Om003G089680	As012G267860
OG0002194	Om002G056880	As011G244820
OG0002195	Om002G057600	As011G245320
OG0002195	Om003G090280, Om003G090260	As012G268390, As012G268380
OG0002196	Om003G100670	As012G274610
OG0002196	Om002G063030	As011G248930
OG0002197	Om002G064030	As011G249530
OG0002197	Om003G099750	As012G273930
OG0002198	Om002G064750	As011G250040
OG0002198	Om003G099350	As012G273610
OG0002199	Om002G065030	As011G250200
OG0002199	Om003G099270	As012G273540
OG0002201	Om002G083390, Om002G083400	As011G263850
OG0002202	Om002G083740, Om001G034310, Om007G306500	As011G264220
OG0002204	Om002G086780	As011G265910
OG0002205	Om003G097440	As012G272390
OG0002206	Om003G097900, Om002G066630	As012G272700
OG0002207	Om003G100650	As012G274600
OG0002207	Om003G100640	As012G274590
OG0002208	Om003G120010	As012G283550, As012G283560, As012G283510
OG0002209	Om008G322160, Om003G125950	As012G287010
OG0002219	Om002G087540	As011G266500, As001G001030
OG0002220	Om001G024510	As001G001360
OG0002220	Om002G087330	As011G266370
OG0002221	Om002G087230	As011G266270
OG0002222	Om001G029370	As001G003170
OG0002223	Om001G027170, Om008G342050	As001G003220
OG0002224	Om004G154800	As007G177890
OG0002224	Om001G028010	As001G003870
OG0002225	Om001G028760	As001G004480, As007G167250
OG0002226	Om001G031930	As001G013710
OG0002226	Om002G081740	As011G262760
OG0002227	Om002G083870	As001G015640, As011G264310
OG0002228	Om007G276870	As001G016920
OG0002230	Om005G195100	As008G182770
OG0002230	Om006G274890	As001G023120
OG0002231	Om006G273470	As001G024520
OG0002231	Om005G193400	As008G183860
OG0002232	Om006G272750	As001G025040
OG0002232	Om005G193310	As008G184120
OG0002233	Om006G270620, Om006G270630	As004G096740, As001G027220
OG0002234	Om007G316300	As004G078540
OG0002235	Om005G213380	As001G028650
OG0002236	Om005G214180	As004G077180
OG0002237	Om007G313680	As004G077070
OG0002237	Om005G214670	As001G029300
OG0002238	Om005G228220	As001G030680
OG0002239	Om005G224740	As001G032110
OG0002240	Om006G249610	As002G048910
OG0002240	Om006G256100	As002G032600
OG0002241	Om004G176460	As005G106870
OG0002241	Om002G051500	As002G033920
OG0002242	Om002G053050, Om004G173380	As002G035430
OG0002243	Om004G129970	As002G035850
OG0002244	Om006G234810, Om002G055320	As002G037570
OG0002245	Om007G286030	As007G164410
OG0002246	Om003G113060	As002G043800
OG0002247	Om003G113170	As002G043870
OG0002248	Om003G116130	As002G046280
OG0002249	Om003G116870	As002G046860
OG0002250	Om004G157570	As006G134310
OG0002251	Om003G118560, Om003G118570	As002G048040
OG0002252	Om006G249090	As003G068140, As003G068150, As002G049250
OG0002253	Om004G161870	As002G050570, As007G162200
OG0002254	Om006G241020, Om004G162410	As002G050950
OG0002255	Om006G240790	As005G109480
OG0002255	Om004G162850	As002G051240
OG0002256	Om008G358550	As004G088090
OG0002256	Om001G003240	As003G057450
OG0002257	Om001G008890, Om001G008880	As003G060360
OG0002257	Om001G008870	As003G060350
OG0002258	Om007G291530	As003G071400
OG0002259	Om001G036060, Om001G036050	As003G072530
OG0002260	Om001G009370, Om001G009400	As003G073150
OG0002261	Om001G037080, Om001G037120, Om001G037110, Om001G037070, Om001G037090, Om001G037130	As003G073200
OG0002262	Om001G037920	As003G073490
OG0002263	Om001G039810	As003G074930
OG0002264	Om004G156530, Om001G041380	As003G076150
OG0002265	Om007G315430	As004G078230
OG0002266	Om008G341990	As004G082310
OG0002267	Om003G103830	As004G094550
OG0002267	Om002G073200	As011G256140
OG0002268	Om002G071970	As011G255280
OG0002268	Om003G102770	As004G095460
OG0002269	Om003G102640	As004G095670
OG0002269	Om002G071560	As011G254970
OG0002270	Om002G071290	As004G095780
OG0002271	Om006G267950	As011G254180
OG0002271	Om003G101990	As004G096150
OG0002272	Om002G069570	As004G096630, As011G253440
OG0002273	Om003G125970	As012G287020
OG0002273	Om008G322130	As005G101670
OG0002274	Om008G323700	As005G102930
OG0002275	Om008G323920	As005G103040
OG0002276	Om008G323930	As005G103070
OG0002276	Om003G124310	As012G285930
OG0002277	Om003G121090	As012G284270
OG0002277	Om008G326900	As005G105240
OG0002278	Om003G120520	As012G283950
OG0002278	Om008G327390	As005G105690
OG0002279	Om004G176750	As005G106590
OG0002279	Om002G044630	As006G136200
OG0002280	Om006G269150	As010G225820
OG0002280	Om006G244380	As005G113800
OG0002281	Om006G244410	As010G225790, As005G113820
OG0002282	Om006G245110, Om006G245100	As005G114390
OG0002283	Om006G231820	As005G118460
OG0002284	Om005G178350, Om004G158010	As006G121770
OG0002285	Om005G180570, Om005G180560	As008G196900
OG0002286	Om007G292840	As006G124410
OG0002287	Om005G182950	As008G194720
OG0002288	Om007G280840, Om005G183650	As006G127520
OG0002289	Om005G185250, Om005G185230	As008G192670, As006G143160, As006G129000
OG0002290	Om007G284920	As006G130740
OG0002291	Om001G030300	As006G131820
OG0002292	Om007G301070, Om004G156820	As009G199850
OG0002292	Om002G042600	As006G133070
OG0002293	Om002G043250	As006G135020
OG0002294	Om007G298650	As009G202150
OG0002294	Om002G043960	As006G135640
OG0002295	Om007G298290, Om002G044120	As006G135770
OG0002296	Om002G044320	As006G135950
OG0002297	Om007G297760	As009G202760
OG0002297	Om002G044400	As006G136000
OG0002298	Om007G296870	As009G203480
OG0002298	Om002G045020	As006G136540
OG0002299	Om007G294180	As009G205760
OG0002299	Om002G047980	As006G139080
OG0002301	Om002G049640	As006G140570
OG0002302	Om008G336130	As006G145700
OG0002302	Om006G254810	As012G276990
OG0002303	Om004G130500	As010G243690
OG0002303	Om005G196500	As007G152260
OG0002304	Om005G197220	As007G152800
OG0002304	Om004G131630	As010G242920
OG0002305	Om004G132000	As010G242620
OG0002305	Om005G197380	As007G152910
OG0002306	Om005G197630	As007G153120
OG0002306	Om004G132230	As010G242410
OG0002307	Om005G200550	As007G155170
OG0002307	Om004G139520	As010G239080
OG0002308	Om005G203280	As007G157100
OG0002308	Om004G135690	As010G236750
OG0002309	Om004G134540	As010G235820
OG0002310	Om005G204370	As007G158020
OG0002310	Om004G134340	As010G235690
OG0002311	Om004G144480	As007G159800
OG0002311	Om005G208010	As010G233250
OG0002312	Om005G208170	As010G233170
OG0002313	Om005G209770	As010G232070
OG0002314	Om005G212210	As010G228200
OG0002315	Om001G026210, Om004G155290, Om004G152930	As007G179120
OG0002319	Om005G179550	As008G197710, As008G197720, As008G197740, As008G197730
OG0002320	Om005G178530	As009G203290, As008G198660
OG0002321	Om002G056240, Om004G161260	As009G210450
OG0002322	Om004G136360	As009G213810
OG0002324	Om005G206660, Om005G206650	As010G234070, As010G234060
OG0002325	Om002G055830, Om002G057160	As011G245000
OG0002326	Om002G057530	As011G245270
OG0002326	Om003G090160	As012G268280
OG0002327	Om003G092230	As012G269490
OG0002327	Om002G059370	As011G246480
OG0002328	Om002G061320	As011G247870
OG0002328	Om003G094220	As012G270520
OG0002329	Om002G065240	As011G250400
OG0002329	Om003G099100	As012G273150
OG0002330	Om002G065460	As012G273200
OG0002331	Om002G069070	As011G253230
OG0002331	Om003G095830	As012G271530
OG0002333	Om001G032720, Om001G032730	As011G262900
OG0002334	Om002G088510, Om001G022320	As011G267380
OG0002335	Om003G094750, Om002G061920	As012G270830
OG0002336	Om003G094770	As012G270850
OG0002337	Om006G255900	As012G276000
OG0002338	Om006G250880, Om008G330120	As012G282580
OG0002339	Om008G328120, Om003G120170	As012G283640
