Orthogroup	Erysimum_linariifolium	Cardamine_glauca
OG0008756	El002G128070	Cg006G204590
OG0008757	El002G113240	Cg006G219020
OG0008758	El002G128750	Cg006G204510
OG0008759	El002G113560	Cg006G218780
OG0008760	El002G113920	Cg006G218360
OG0008761	El004G225630	Cg007G273810
OG0008762	El002G115130	Cg006G217520
OG0008763	El002G115170	Cg006G217460
OG0008764	El002G115780	Cg006G216760
OG0008765	El002G117310	Cg006G215770
OG0008766	El002G117580	Cg006G215500
OG0008767	El002G117630	Cg006G215410
OG0008768	El002G118000	Cg006G215290
OG0008769	El003G146510	Cg001G004470
OG0008770	El003G146460	Cg001G004410
OG0008771	El003G146170	Cg001G004070
OG0008772	El003G145710	Cg001G003660
OG0008773	El003G145440	Cg001G003420
OG0008774	El003G145140	Cg001G003130
OG0008775	El003G145010	Cg001G003030
OG0008776	El003G144950	Cg001G002970
OG0008777	El003G144900	Cg001G002930
OG0008778	El003G144280	Cg001G002380
OG0008779	El003G144240	Cg001G002360
OG0008780	El003G143960	Cg001G002080
OG0008781	El003G143780	Cg001G001980
OG0008782	El003G143760	Cg001G001960
OG0008783	El003G143470	Cg001G001660
OG0008784	El003G142740	Cg001G001110
OG0008785	El003G156510	Cg001G013040
OG0008786	El003G184150	Cg001G034440
OG0008787	El003G184610, El003G180800	Cg001G034780
OG0008788	El003G186850	Cg001G037940
OG0008789	El002G122840, El006G285290	Cg005G162260
OG0008790	El003G188960	Cg001G039190
OG0008791	El002G117990	Cg006G215320
OG0008792	El001G076600	Cg008G286420
OG0008793	El002G119480	Cg006G214070
OG0008794	El006G295370	Cg005G170930
OG0008795	El001G009980	Cg003G085290
OG0008796	El006G297860	Cg005G172630
OG0008797	El007G355240	Cg008G318850
OG0008798	El007G358070	Cg008G318300
OG0008799	El007G358000	Cg008G318070
OG0008800	El006G282610	Cg005G160020
OG0008801	El007G355410, El007G355490	Cg011G329120, Cg008G317720
OG0008802	El001G008990	Cg003G083860
OG0008803	El001G007860	Cg003G082660
OG0008804	El001G006880, El001G006820	Cg003G081710
OG0008805	El001G006460	Cg003G081550
OG0008806	El001G006220	Cg003G081290
OG0008807	El001G006180	Cg003G081260
OG0008808	El001G006010	Cg003G081110
OG0008809	El001G005150	Cg003G093670, Cg003G080310
OG0008810	El001G004780	Cg003G080000, Cg003G094020
OG0008811	El003G164820	Cg001G019790
OG0008812	El007G360990	Cg008G320840
OG0008813	El007G361080	Cg008G320880
OG0008814	El007G361560	Cg008G321240
OG0008815	El007G362050	Cg008G321730
OG0008816	El007G363290	Cg008G322430
OG0008817	El007G364100	Cg008G323020
OG0008818	El007G364160	Cg008G323110
OG0008819	El007G365670	Cg008G324260
OG0008820	El007G365730	Cg008G324310
OG0008821	El007G366000	Cg008G324550
OG0008822	El007G366870	Cg008G325290
OG0008823	El007G366880	Cg008G325300
OG0008824	El003G183350	Cg001G033550
OG0008825	El003G179660	Cg001G031460
OG0008826	El003G178340	Cg001G030360
OG0008827	El003G178180	Cg001G030150, Cg005G174220
OG0008828	El008G368830, El003G177530	Cg001G029420
OG0008829	El005G267320	Cg004G142050
OG0008830	El003G175670	Cg001G028100
OG0008831	El003G175260	Cg001G027950
OG0008832	El003G175170	Cg001G027880
OG0008833	El003G174390	Cg001G027080
OG0008834	El003G173800, El003G173470	Cg001G026620
OG0008835	El003G173620	Cg001G026570
OG0008836	El003G172870	Cg001G026010
OG0008837	El003G172790	Cg001G025930
OG0008838	El003G190790	Cg001G040830
OG0008839	El003G192120, El001G011300	Cg001G041830
OG0008840	El003G191600	Cg001G041310
OG0008841	El003G192210	Cg001G041910
OG0008842	El003G192180	Cg001G041890
OG0008843	El003G193040	Cg001G042410
OG0008844	El003G193390	Cg001G042820
OG0008845	El003G193470	Cg001G042940
OG0008846	El006G279800	Cg005G157600
OG0008847	El006G279850	Cg005G157670
OG0008848	El004G198820, El006G279900	Cg005G157720
OG0008849	El006G281190	Cg005G158970
OG0008850	El006G281270	Cg005G159080
OG0008851	El006G281460	Cg005G159200
OG0008852	El006G281950	Cg005G159590
OG0008853	El006G282040	Cg005G159650
OG0008854	El006G282590	Cg005G160000
OG0008855	El006G283000	Cg005G160380
OG0008856	El006G283200	Cg005G160590
OG0008857	El006G283350	Cg005G160680
OG0008858	El006G283420	Cg005G160750
OG0008859	El001G031920	Cg002G046380
OG0008860	El006G284590	Cg005G161620
OG0008861	El006G284760	Cg005G161740
OG0008862	El006G284800	Cg005G161780
OG0008863	El006G284810	Cg005G161790
OG0008864	El006G285010	Cg005G161960
OG0008865	El006G285570	Cg005G162570
OG0008866	El006G285830	Cg005G162830
OG0008867	El001G030680	Cg002G047360
OG0008868	El001G045560, El006G286320	Cg005G163270
OG0008869	El006G286680	Cg005G163590
OG0008870	El006G286720	Cg005G163620
OG0008871	El006G286750	Cg005G163650
OG0008872	El001G069880	Cg008G292160
OG0008873	El006G287370	Cg005G164110
OG0008874	El006G287660	Cg005G164240
OG0008875	El006G287890	Cg005G164480
OG0008876	El006G287910	Cg005G164490
OG0008877	El001G081520	Cg008G282520
OG0008878	El001G081420	Cg008G282620
OG0008879	El001G081340	Cg008G282670
OG0008880	El001G081220	Cg008G282770
OG0008881	El001G080710	Cg008G283180
OG0008882	El001G080180	Cg008G283500
OG0008883	El001G079780	Cg008G283870
OG0008884	El001G079020	Cg008G284420
OG0008885	El001G078910	Cg008G284500
OG0008886	El001G078740	Cg008G284690
OG0008887	El001G078400	Cg008G284960
OG0008888	El001G060950	Cg008G299830
OG0008889	El001G060580	Cg008G300120
OG0008890	El001G060520	Cg008G300170
OG0008891	El001G060450	Cg008G300230
OG0008892	El001G060020	Cg008G300620
OG0008893	El001G059990	Cg008G300640
OG0008894	El001G060410	Cg008G300250
OG0008895	El001G059530	Cg008G300960
OG0008896	El007G330060	Cg003G108550
OG0008897	El001G059100	Cg008G301370
OG0008898	El001G059080	Cg008G301390
OG0008899	El001G058840	Cg008G301580
OG0008900	El001G058770	Cg008G301640
OG0008901	El001G058710	Cg008G301670
OG0008902	El001G058550	Cg008G301790
OG0008903	El001G058170	Cg008G302140
OG0008904	El001G058120	Cg008G302180
OG0008905	El001G057460	Cg008G302590
OG0008906	El001G057160	Cg008G302730
OG0008907	El007G330220	Cg003G108390
OG0008908	El007G330720	Cg003G107980
OG0008909	El007G326670	Cg003G111720
OG0008910	El007G331000	Cg003G107640
OG0008912	El007G331090	Cg003G107540
OG0008913	El007G331170	Cg003G107460
OG0008914	El007G331210	Cg003G107430
OG0008915	El007G332030	Cg003G106790
OG0008916	El007G332130	Cg003G106710
OG0008917	El007G331550	Cg003G107190
OG0008919	El007G332230	Cg003G106620
OG0008920	El007G332340	Cg003G106580
OG0008921	El007G332390	Cg003G106540
OG0008922	El007G326780	Cg003G111600
OG0008923	El007G326720	Cg003G111660
OG0008924	El002G090940	Cg006G237830
OG0008925	El007G326600	Cg003G111770
OG0008926	El007G326280	Cg003G112060
OG0008927	El007G326130	Cg003G112220
OG0008928	El007G325780	Cg003G112560
OG0008929	El007G325610	Cg003G112710
OG0008930	El007G325260	Cg003G113150
OG0008931	El007G325150	Cg003G113050
OG0008932	El007G325130	Cg003G113030
OG0008933	El007G324070	Cg003G114010
OG0008934	El007G323910	Cg003G114120
OG0008935	El007G323720	Cg003G114310
OG0008936	El007G323560	Cg003G114450
OG0008937	El007G323160	Cg003G114830
OG0008938	El007G322960	Cg003G114980
OG0008939	El007G322940	Cg003G115000
OG0008940	El007G322810	Cg003G115130
OG0008941	El007G322590	Cg003G115290
OG0008942	El007G322510	Cg003G115390
OG0008943	El007G322490	Cg003G115440
OG0008944	El007G322360	Cg003G115510
OG0008945	El007G322180	Cg003G115670
OG0008946	El007G321950	Cg003G115890
OG0008947	El001G000750	Cg003G076580, Cg014G332990
OG0008948	El002G082950	Cg006G245070
OG0008949	El001G000500	Cg003G076300, Cg014G333280
OG0008950	El001G000400	Cg014G333370, Cg003G076210
OG0008951	El001G000360	Cg003G076190
OG0008952	El001G000960	Cg014G332800, Cg003G076800
OG0008953	El001G001300	Cg003G077140, Cg014G332490
OG0008954	El001G001570	Cg014G331650, Cg003G078040
OG0008955	El001G002340	Cg003G077400, Cg014G332220
OG0008956	El006G313510	Cg005G186550
OG0008957	El001G002790	Cg014G331410, Cg003G078240
OG0008958	El001G003330	Cg014G330720, Cg003G078810
OG0008959	El001G003430	Cg003G078890, Cg003G095060
OG0008960	El001G003770	Cg003G094780, Cg003G079220
OG0008961	El001G003790	Cg003G079240, Cg003G094760
OG0008962	El006G298600	Cg005G173300
OG0008963	El007G359760	Cg008G319770
OG0008964	El007G359740	Cg008G319750
OG0008965	El007G359220, El003G162370	Cg008G319380
OG0008966	El007G359190	Cg008G319220
OG0008967	El006G298670	Cg005G173340
OG0008968	El006G298880, El006G297470, El006G297280	Cg005G173530
OG0008969	El006G298760	Cg005G173410
OG0008970	El006G299210	Cg005G173820
OG0008971	El006G299150	Cg005G173760
OG0008972	El006G299550	Cg005G174100
OG0008974	El006G299620	Cg005G174190
OG0008975	El002G121760, El002G141570	Cg006G194000
OG0008977	El006G301010	Cg005G175240
OG0008978	El006G301160	Cg005G175390
OG0008979	El006G301390	Cg005G175570
OG0008980	El006G301700	Cg005G175830, Cg005G175380
OG0008981	El006G301940	Cg005G176010
OG0008982	El006G302410, El002G090440	Cg005G176610, Cg005G176550
OG0008983	El006G302450, El006G302480	Cg005G176590
OG0008984	El006G303650	Cg005G177590
OG0008985	El006G304170	Cg005G177880
OG0008986	El006G304190	Cg005G177900
OG0008987	El006G304370	Cg005G178140
OG0008988	El006G304400	Cg005G178170
OG0008989	El006G304900	Cg005G178530
OG0008990	El006G304940	Cg005G178590
OG0008991	El006G305300	Cg005G178900
OG0008992	El006G305450	Cg005G179030
OG0008993	El006G305720	Cg005G179250
OG0008994	El006G306280	Cg005G179720
OG0008995	El006G306300	Cg005G179730
OG0008996	El006G307450	Cg005G181530
OG0008997	El006G307090, El006G307290	Cg005G181230
OG0008998	El006G307210	Cg005G181100
OG0008999	El006G306680	Cg005G180430
OG0009000	El006G307520	Cg005G181610
OG0009001	El006G311510	Cg005G185000
OG0009002	El006G313790	Cg005G187230
OG0009003	El006G313820	Cg005G187240, Cg005G185840
OG0009004	El003G156710	Cg001G013220
OG0009005	El003G156760	Cg001G013260
OG0009006	El003G157270	Cg001G013620
OG0009007	El005G235610	Cg004G116630
OG0009008	El005G235590	Cg004G116610
OG0009009	El005G235580	Cg004G116600
OG0009010	El005G235330	Cg004G116350
OG0009011	El005G235340	Cg004G116360
OG0009012	El005G235170	Cg004G116240
OG0009013	El003G158100	Cg001G014330
OG0009014	El003G157380	Cg001G013730
OG0009015	El003G157510	Cg001G013860
OG0009016	El005G236060, El001G066110	Cg004G117040
OG0009017	El005G236340	Cg004G117320
OG0009018	El005G236720	Cg004G117670
OG0009019	El005G236840	Cg004G117750
OG0009020	El005G237100	Cg004G118010
OG0009021	El005G237200	Cg004G118100
OG0009022	El005G237350	Cg004G118240
OG0009023	El005G237420	Cg004G118310
OG0009024	El005G237430	Cg004G118320
OG0009025	El005G237750	Cg005G166380, Cg004G118590
OG0009026	El005G238050	Cg004G119360
OG0009027	El005G238560	Cg004G119680
OG0009028	El005G238660	Cg004G119760
OG0009029	El005G238670	Cg004G119770
OG0009030	El005G238900	Cg004G119930
OG0009031	El005G239040	Cg004G120080
OG0009032	El005G239240	Cg004G120260
OG0009033	El005G239350	Cg004G120300
OG0009034	El005G239440	Cg004G120340
OG0009037	El005G240060	Cg004G120940
OG0009038	El005G240620	Cg004G121470
OG0009039	El005G240640	Cg004G121490
OG0009040	El005G241230	Cg004G122000
OG0009041	El005G241460	Cg004G122220
OG0009042	El005G241760	Cg004G122490
OG0009043	El005G241920	Cg004G122690
OG0009044	El005G242180	Cg004G122940
OG0009045	El005G242360	Cg004G123160
OG0009046	El007G347060	Cg008G311210, Cg008G309360
OG0009047	El005G242570	Cg004G123370
OG0009048	El005G242610	Cg008G309980, Cg008G311770
OG0009049	El005G242640	Cg004G123420
OG0009050	El005G243390	Cg004G124020
OG0009051	El006G312150	Cg005G185410
OG0009052	El005G265950, El005G266070	Cg007G268500
OG0009053	El005G243490	Cg004G124120
OG0009054	El005G243550	Cg004G124160
OG0009055	El002G129290	Cg006G203160
OG0009056	El006G288990	Cg005G165530
OG0009057	El006G289060	Cg005G165600
OG0009058	El006G289110	Cg005G165650
OG0009059	El006G289210	Cg005G165740
OG0009060	El006G289250	Cg005G165800
OG0009061	El006G289380	Cg005G165930
OG0009062	El006G290120	Cg005G166560
OG0009063	El006G290130	Cg005G166570
OG0009064	El006G290380	Cg005G166730
OG0009065	El006G290800	Cg005G167050
OG0009066	El006G290500	Cg005G166820
OG0009067	El006G290900	Cg005G167130
OG0009068	El006G291400	Cg005G167570
OG0009069	El004G218740	Cg007G268100
OG0009070	El006G291420	Cg005G167590
OG0009071	El006G294720	Cg005G170430
OG0009072	El006G294650	Cg005G170370
OG0009073	El006G294620	Cg005G170350
OG0009074	El001G023180	Cg002G054040
OG0009075	El006G294250	Cg005G170060
OG0009076	El006G294090	Cg005G169900
OG0009077	El006G293610	Cg005G169620
OG0009078	El006G293480	Cg005G169460
OG0009079	El006G293110	Cg005G169140
OG0009080	El006G292420	Cg005G168580
OG0009081	El006G292410	Cg005G168570
OG0009082	El006G291580	Cg005G167700
OG0009083	El006G291590	Cg005G167720
OG0009084	El006G292230	Cg005G168350
OG0009085	El006G291710	Cg005G167820
OG0009086	El006G291870	Cg005G168020
OG0009087	El006G291880	Cg005G168030
OG0009088	El006G295170	Cg005G170740
OG0009089	El002G099310	Cg006G230640
OG0009090	El002G099330	Cg006G230620
OG0009091	El002G099460	Cg006G230450
OG0009092	El002G099530	Cg006G230390
OG0009093	El002G099640	Cg006G230290
OG0009094	El002G099710	Cg006G230240
OG0009095	El002G100040	Cg006G229920
OG0009096	El002G100170	Cg006G229790
OG0009097	El002G100400	Cg006G229550
OG0009098	El002G100490	Cg006G229460
OG0009099	El002G100520	Cg006G229430
OG0009100	El002G100870	Cg006G229090
OG0009101	El002G101320	Cg006G228740
OG0009102	El002G101460	Cg006G228610
OG0009103	El002G101490	Cg006G228590
OG0009104	El002G101780	Cg006G228340
OG0009105	El002G102330	Cg006G227840
OG0009106	El002G102760	Cg006G227460
OG0009108	El002G102810	Cg006G227410
OG0009109	El002G102830	Cg006G227390
OG0009110	El002G103270	Cg006G226970
OG0009111	El002G104240	Cg006G226050
OG0009112	El002G104250	Cg006G226040
OG0009113	El002G104530	Cg006G225760
OG0009115	El002G105490	Cg006G224900
OG0009116	El001G024930	Cg002G052340
OG0009117	El002G106370	Cg006G224110
OG0009118	El002G106490	Cg006G223980
OG0009119	El002G106500	Cg006G223970
OG0009120	El002G107810	Cg006G223220
OG0009121	El002G107840	Cg006G223210
OG0009122	El002G108360	Cg006G222800
OG0009123	El002G108670	Cg006G222520
OG0009124	El002G108780	Cg006G222400
OG0009125	El002G109120, El002G109130, El003G188910	Cg006G222110
OG0009126	El002G109960, El002G136990	Cg006G221440
OG0009127	El002G110190	Cg006G221250
OG0009128	El002G111420	Cg006G221030
OG0009129	El002G111320	Cg006G220930
OG0009130	El004G220410	Cg007G269570
OG0009131	El002G111150	Cg006G220730
OG0009132	El002G110890	Cg006G220600
OG0009133	El002G110820, El002G110690	Cg006G220490
OG0009134	El002G111680	Cg006G220480
OG0009135	El002G112020	Cg006G220180
OG0009136	El002G112040	Cg006G220160
OG0009137	El002G112360	Cg006G219860
OG0009138	El003G179110, El002G112410	Cg006G219830
OG0009139	El002G112640	Cg006G219550
OG0009140	El002G112960	Cg006G219280
OG0009141	El003G160490	Cg001G016600
OG0009142	El007G345110	Cg003G091860
OG0009143	El003G160220	Cg001G016370
OG0009144	El003G159900	Cg001G016050
OG0009145	El003G159800	Cg001G015940
OG0009146	El006G315070	Cg005G188360
OG0009148	El006G315820	Cg005G188950
OG0009149	El006G315740	Cg005G188900
OG0009150	El006G316850	Cg005G189920
OG0009151	El006G317150	Cg005G190130
OG0009152	El006G317770	Cg005G190750
OG0009153	El006G318090	Cg005G191010
OG0009154	El006G318580	Cg005G191370
OG0009155	El006G318880	Cg005G191590
OG0009156	El001G021750	Cg002G055360
OG0009157	El006G319640	Cg005G192210
OG0009158	El006G319790	Cg005G192360
OG0009159	El006G320470	Cg005G193020
OG0009160	El006G321220	Cg005G193510
OG0009161	El006G321580	Cg005G193820
OG0009162	El002G099080	Cg006G230840
OG0009163	El002G098820	Cg006G231100
OG0009164	El002G098650	Cg006G231270
OG0009165	El002G098090	Cg006G231770
OG0009166	El002G098060	Cg006G231800
OG0009167	El002G097820	Cg006G232010
OG0009168	El002G096930	Cg006G232640
OG0009169	El002G096960	Cg006G232610
OG0009170	El002G096550	Cg006G232940
OG0009171	El002G095830	Cg006G233550
OG0009172	El002G095160	Cg006G234090
OG0009173	El002G095040	Cg006G234210
OG0009174	El002G094670	Cg006G234550
OG0009175	El002G093830	Cg006G235200
OG0009176	El002G093810	Cg006G235230
OG0009177	El002G093710	Cg006G235320
OG0009178	El002G093230	Cg006G235740
OG0009179	El002G092670	Cg006G236160
OG0009180	El002G092880	Cg006G236070
OG0009181	El002G092330	Cg006G236530
OG0009182	El002G092100	Cg006G236750
OG0009183	El002G092030	Cg006G239520
OG0009184	El002G091840	Cg006G236970
OG0009185	El002G091720	Cg006G237070
OG0009186	El001G060260	Cg008G300390
OG0009187	El002G091580	Cg006G237190
OG0009188	El002G091530	Cg006G237240
OG0009189	El002G091300	Cg006G237460
OG0009190	El002G091310	Cg006G237450
OG0009191	El002G091330	Cg006G237430
OG0009192	El002G091350	Cg006G237410
OG0009193	El002G091230	Cg006G237530
OG0009194	El002G091170	Cg006G237590
OG0009195	El002G090690	Cg006G238080
OG0009196	El002G091050	Cg006G237710
OG0009197	El002G090280	Cg006G238390
OG0009198	El002G089970	Cg006G238710
OG0009200	El002G088840	Cg006G239740
OG0009201	El002G088780	Cg006G239820
OG0009202	El002G088670	Cg006G239920
OG0009203	El002G088640	Cg006G239960
OG0009204	El002G088340	Cg006G240210
OG0009205	El002G088070	Cg006G240530
OG0009206	El002G087590	Cg006G240930
OG0009207	El002G087570	Cg006G240960
OG0009208	El002G087440	Cg006G241090
OG0009209	El004G234320	Cg007G281320
OG0009210	El002G087050	Cg006G241420
OG0009211	El002G086900	Cg006G241560
OG0009212	El002G086850	Cg006G241610
OG0009213	El002G086550	Cg006G241890
OG0009214	El002G086260	Cg006G242160
OG0009215	El002G085880	Cg006G242430
OG0009216	El002G085310	Cg006G242930
OG0009217	El002G084880	Cg006G243270
OG0009218	El002G084810	Cg006G243340
OG0009219	El002G084510	Cg006G243580
OG0009220	El002G084240	Cg006G243810
OG0009221	El002G084160	Cg006G243900
OG0009222	El002G083930	Cg006G244100
OG0009223	El002G083860	Cg006G244190
OG0009224	El002G083810	Cg006G244270
OG0009225	El002G083680	Cg006G244400
OG0009226	El002G083600	Cg006G244470
OG0009227	El002G083530	Cg006G244540
OG0009228	El002G083200	Cg006G244830
OG0009229	El001G000630	Cg014G333110, Cg003G076470
OG0009230	El002G082570	Cg006G245310
OG0009231	El002G082460	Cg006G245410
OG0009232	El001G067640	Cg008G294090
OG0009233	El001G067580	Cg008G294150
OG0009234	El001G067310	Cg008G294380
OG0009235	El001G067460	Cg008G294260
OG0009236	El001G066580	Cg008G295130
OG0009237	El001G066530	Cg008G295180
OG0009238	El001G066450	Cg008G295250
OG0009239	El001G065740	Cg008G295920
OG0009240	El001G066040	Cg008G295700
OG0009241	El001G066250	Cg008G295500
OG0009242	El001G065600	Cg008G296070
OG0009243	El001G065190	Cg008G296440
OG0009244	El001G065110	Cg008G296510
OG0009245	El001G064260	Cg008G296960
OG0009246	El001G064200	Cg008G297020
OG0009247	El001G063890	Cg008G297300
OG0009248	El001G063780	Cg008G297490
OG0009249	El001G063290	Cg008G297870
OG0009250	El001G062540	Cg008G298460
OG0009251	El001G061610	Cg008G299280
OG0009252	El001G061520	Cg008G299350
OG0009253	El001G061120	Cg008G299720
OG0009254	El001G061080	Cg008G299730
OG0009255	El001G049420	Cg008G307020
OG0009256	El001G047650	Cg008G307700
OG0009257	El007G346150	Cg008G308900, Cg008G310550
OG0009258	El007G345290	Cg008G308080
OG0009259	El004G208900, El007G346490, El007G346460	Cg008G310720, Cg008G309080
OG0009260	El007G346880	Cg008G310970, Cg008G309210
OG0009261	El007G346930	Cg008G309240, Cg008G311010
