Orthogroup	Erysimum_linariifolium	Noccaea_praecox
OG0003398	El005G268910	Np007G388010
OG0003398	El003G179280	Np005G307800
OG0003399	El003G176670	Np005G306990
OG0003400	El003G176190, El003G176290, El003G176240, El003G176230	Np005G306690
OG0003401	El003G174500	Np005G304450
OG0003402	El003G173010	Np005G303030
OG0003403	El001G035240	Np001G069340
OG0003403	El006G279940	Np006G320770
OG0003404	El006G280630	Np006G321610
OG0003404	El006G280640	Np006G321620, Np006G321290
OG0003405	El001G031410	Np001G065080
OG0003406	El001G039010	Np001G024070
OG0003406	El001G038890	Np001G024100
OG0003407	El001G082030	Np003G125140
OG0003407	El005G243930	Np007G414150
OG0003408	El001G019700	Np001G050870
OG0003409	El007G323750	Np001G002150
OG0003409	El001G020040	Np001G051110
OG0003410	El001G000990	Np003G188840
OG0003411	El001G003050	Np003G186550
OG0003412	El006G299760	Np006G356810
OG0003412	El002G087290	Np004G254940
OG0003413	El006G302090	Np006G347220, Np006G353560
OG0003414	El006G303120	Np006G350780
OG0003414	El001G076520	Np003G130710
OG0003415	El005G235410	Np007G424920
OG0003416	El001G065100	Np003G143260
OG0003417	El005G240070	Np007G419250, Np001G015060
OG0003418	El005G240170	Np007G419080
OG0003418	El001G049520	Np001G014960
OG0003419	El001G061510	Np003G146820
OG0003421	El006G294390	Np006G339190
OG0003422	El006G293120	Np006G337460
OG0003422	El001G024140	Np001G056350
OG0003423	El006G292460	Np006G336680, Np006G336670
OG0003424	El006G291570	Np006G335140
OG0003424	El001G024900	Np001G057260
OG0003425	El002G099540	Np004G240850
OG0003426	El002G101390	Np004G238880
OG0003427	El002G105280	Np004G234510
OG0003427	El005G244780	Np007G413230
OG0003428	El002G105510	Np004G196160
OG0003428	El001G012130	Np004G234250
OG0003429	El002G105530	Np004G234230
OG0003429	El004G229810	Np002G075780
OG0003430	El002G109630, El004G221470	Np002G085870
OG0003431	El002G110280	Np004G227130, Np004G227170
OG0003432	El002G112120	Np004G209240
OG0003433	El006G315810	Np006G364550
OG0003435	El007G335520	Np005G312290
OG0003435	El002G083140	Np004G259220
OG0003436	El002G092320	Np004G249660
OG0003437	El007G343160	Np007G397610
OG0003437	El003G148670, El004G230620	Np002G080170
OG0003438	El001G066520	Np003G141850
OG0003439	El001G063430	Np003G144840
OG0003439	El005G237790	Np007G422110
OG0003440	El001G062840	Np003G145280, Np007G373610
OG0003441	El007G328520, El007G328510	Np001G007720
OG0003442	El007G327750	Np001G006840
OG0003443	El001G018980	Np001G050020
OG0003443	El001G055890	Np001G011200
OG0003444	El001G017620	Np001G048050
OG0003445	El001G057260	Np003G151200
OG0003446	El002G108310	Np007G401880, Np007G402410, Np004G231040
OG0003447	El004G224100	Np002G082810
OG0003448	El002G100350	Np004G239920
OG0003449	El005G248630	Np007G408510
OG0003450	El002G140380	Np004G191170
OG0003450	El005G249440	Np007G407470
OG0003451	El005G277360, El005G254630	Np007G392920
OG0003452	El005G255170	Np007G393730
OG0003452	El005G255160	Np007G393700
OG0003454	El005G272890	Np007G378200
OG0003455	El005G273630	Np007G377400
OG0003456	El002G137880	Np004G193830
OG0003456	El005G279420	Np007G371660
OG0003457	El001G025860	Np001G058480
OG0003457	El006G290770	Np006G334110
OG0003458	El007G344080, El001G032230	Np001G066260
OG0003459	El002G140170	Np004G191390
OG0003459	El005G249640	Np007G407040
OG0003462	El002G093610, El002G093600	Np004G248150
OG0003464	El005G240720	Np007G418330
OG0003465	El002G118880, El004G212120, El004G212050	Np004G216440
OG0003466	El001G073940, El001G073950	Np003G134010, Np003G133900
OG0003471	El001G062780	Np001G060160, Np001G059170, Np001G060400, Np001G061820, Np001G056990, Np003G144210
OG0003481	El003G153340	Np005G274620
OG0003482	El005G277170	Np007G374110
OG0003483	El002G130270	Np004G200650
OG0003483	El003G151890	Np005G272410
OG0003484	El003G150440	Np005G270320
OG0003484	El006G314380	Np006G363850
OG0003485	El003G149090	Np001G004580, Np005G263750
OG0003486	El004G219760	Np002G088220
OG0003487	El002G091490	Np004G250520
OG0003488	El004G205160, El004G205130	Np002G112680
OG0003489	El004G201470	Np002G115530
OG0003489	El002G093520	Np004G248190
OG0003490	El004G199820	Np002G117630
OG0003491	El001G042430	Np001G020780
OG0003491	El003G191540	Np005G317890
OG0003492	El004G214550	Np002G097200
OG0003492	El003G185040	Np005G311270
OG0003493	El005G245210	Np007G412630
OG0003493	El005G245190	Np007G376780
OG0003494	El002G098480	Np004G242220
OG0003495	El007G342800	Np003G184470
OG0003496	El007G340720	Np003G165080
OG0003498	El001G070470	Np003G137750
OG0003499	El001G072390	Np003G135890
OG0003500	El001G072720	Np003G135450
OG0003500	El007G326420	Np001G004970
OG0003501	El001G072750	Np003G135430
OG0003501	El005G257310	Np007G397500
OG0003502	El003G183380	Np001G047180, Np005G286780
OG0003503	El003G161530	Np005G283700
OG0003504	El002G122210	Np004G208370
OG0003505	El001G010410	Np003G176280
OG0003506	El002G117280	Np004G214120
OG0003507	El002G117390	Np004G214300
OG0003508	El005G275150	Np007G375660
OG0003508	El003G146620	Np005G267050
OG0003509	El003G145910	Np005G267930
OG0003510	El003G144870	Np005G269100
OG0003511	El003G186510	Np005G312710
OG0003512	El007G358060	Np001G041990
OG0003513	El001G004740	Np003G184730
OG0003514	El003G184850, El007G364920	Np001G042620
OG0003515	El007G366240, El005G271220, El003G169910	Np001G032670
OG0003517	El003G179740, El003G179730	Np005G307490, Np005G307480
OG0003519	El003G177320	Np005G309310
OG0003519	El005G267380	Np005G292560, Np007G386680, Np007G386480
OG0003520	El005G264720, El002G114090, El002G114040	Np007G384480
OG0003520	El003G175140	Np005G305560
OG0003521	El003G192020	Np005G318420
OG0003522	El006G283370, El002G131890	Np001G040900, Np006G324800
OG0003523	El001G029650	Np001G062930
OG0003524	El001G018410, El007G326980	Np001G005700
OG0003525	El007G324940	Np001G003260
OG0003526	El001G019590	Np001G050740
OG0003527	El007G349270	Np001G045100
OG0003528	El006G302530	Np006G352500
OG0003528	El002G089440	Np004G252640
OG0003529	El003G157350	Np005G278590
OG0003529	El007G337400	Np003G160910
OG0003530	El001G065360	Np003G142970
OG0003530	El005G236650	Np007G423370, Np002G122490
OG0003531	El001G061060	Np003G147250
OG0003532	El005G242220	Np007G416260
OG0003532	El007G346820	Np001G016920
OG0003533	El004G199700, El006G290490	Np006G333740
OG0003534	El006G290740	Np006G334090
OG0003535	El006G294190, El007G348640	Np006G338850, Np006G338870
OG0003536	El002G101140	Np004G239140
OG0003537	El004G225820	Np002G081000
OG0003537	El002G102370	Np004G237640
OG0003538	El002G103190	Np004G236710
OG0003539	El004G223850	Np002G083130
OG0003539	El002G107760	Np004G231900
OG0003540	El002G108490	Np004G230670
OG0003540	El004G222400	Np002G084670
OG0003541	El004G221900	Np002G085420
OG0003543	El002G112600, El004G218190	Np004G209760
OG0003544	El007G352480, El007G352430	Np005G317500
OG0003546	El002G087790	Np004G254350
OG0003547	El001G063640	Np001G035780, Np002G122560, Np003G144560
OG0003548	El001G061640	Np003G146710, Np003G146720
OG0003549	El007G345420	Np001G016370
OG0003550	El007G347660	Np001G017270
OG0003550	El005G242460	Np007G415870
OG0003551	El001G054820, El001G054990, El001G054900, El001G055020, El001G054950, El001G054830	Np001G011980
OG0003552	El001G017500	Np001G047940
OG0003553	El007G327590	Np001G006650
OG0003554	El001G020830	Np001G052280, Np001G052240, Np001G052310
OG0003555	El001G018300	Np001G049250
OG0003556	El002G108100	Np004G231210
OG0003556	El004G223140	Np002G083890
OG0003557	El004G226080	Np003G183620
OG0003558	El004G232340, El002G100760	Np002G072830
OG0003559	El004G233010, El002G100330	Np004G239940
OG0003560	El002G139250	Np004G192600
OG0003561	El005G251200	Np007G404990
OG0003562	El003G171700	Np005G301310
OG0003562	El005G253640	Np007G391550
OG0003563	El002G133370	Np004G198280, Np004G198260
OG0003564	El002G136330	Np004G195190, Np004G195200
OG0003565	El003G175720	Np005G306100
OG0003565	El005G265530, El005G265450	Np007G385200
OG0003567	El005G277100, El006G312470	Np007G374190
OG0003568	El001G009050	Np007G384170
OG0003569	El002G141360	Np004G190220
OG0003572	El003G174520, El003G174510, El003G174530	Np005G304500
OG0003574	El001G063110	Np003G145100
OG0003575	El001G061150	Np003G147150
OG0003583	El007G357620, El003G154620	Np005G275490
OG0003585	El003G182090, El003G183010, El001G026820	Np001G059460
OG0003586	El003G152580	Np005G273230
OG0003586	El006G317910	Np006G366610
OG0003587	El006G313900	Np001G007140
OG0003588	El001G078180	Np003G128940
OG0003589	El003G148340	Np005G264430
OG0003591	El004G202710	Np002G114240, Np004G248660
OG0003592	El004G199960	Np002G117400
OG0003594	El002G098340	Np004G242290
OG0003595	El001G043680	Np001G019830
OG0003596	El003G187890	Np005G314210
OG0003597	El002G096260	Np004G244880
OG0003597	El004G196640	Np002G121530
OG0003598	El005G244210, El005G247230, El005G244360	Np007G413820, Np007G412370
OG0003599	El005G246300, El005G246290	Np007G411120, Np001G019040
OG0003600	El001G037870	Np007G410330
OG0003601	El005G248140	Np007G409070
OG0003603	El003G156160	Np005G277140
OG0003604	El003G156650	Np005G277640
OG0003605	El001G034500	Np001G068470
OG0003606	El003G157880	Np005G279080
OG0003606	El007G336130	Np003G158500
OG0003607	El001G069590	Np003G138620
OG0003608	El001G044200	Np004G251550
OG0003609	El001G071780	Np003G136510
OG0003610	El007G325770	Np003G135990
OG0003611	El003G168280	Np005G291870
OG0003612	El003G168110	Np004G215780
OG0003613	El001G051290	Np006G359110, Np001G014080
OG0003614	El002G113570, El002G113650	Np004G210800, Np004G210710
OG0003615	El002G114610	Np004G211730
OG0003616	El003G146430	Np005G267310
OG0003617	El001G009770	Np003G177410
OG0003618	El001G023880	Np001G056050, Np004G197520, Np004G197490, Np004G197480
OG0003619	El005G246180	Np007G411260, Np007G411270
OG0003621	El007G361550	Np001G039150
OG0003624	El003G169790	Np005G295560
OG0003625	El006G280470, El005G274000	Np003G178060, Np001G012940, Np006G321420
OG0003626	El001G034530	Np001G068510
OG0003627	El006G282540	Np006G323670
OG0003628	El001G031840, El006G284160	Np001G065600
OG0003630	El006G284860	Np006G326230
OG0003631	El005G265570, El005G265500, El001G059130	Np003G149240
OG0003632	El007G343000, El002G098660	Np004G241880
OG0003633	El001G020730	Np001G052160
OG0003634	El003G167460, El001G020760	Np001G052180
OG0003634	El007G322900	Np001G001140
OG0003635	El001G021630	Np001G053140
OG0003635	El007G322090	Np001G000210
OG0003636	El001G000900	Np003G188900
OG0003637	El002G084550	Np004G257600
OG0003638	El001G003420	Np003G186080
OG0003639	El006G313240	Np006G363040
OG0003640	El005G235450	Np007G424880
OG0003640	El001G066940	Np003G141470
OG0003641	El001G048820	Np001G015450
OG0003642	El001G050250, El005G240480	Np001G014730
OG0003643	El006G290050	Np006G333090
OG0003644	El004G234610	Np004G192820, Np002G070240
OG0003645	El002G100580	Np011G435760
OG0003646	El004G226320	Np002G080100
OG0003647	El002G103530	Np004G236420
OG0003648	El002G107480	Np004G232320
OG0003649	El004G218240	Np002G090890
OG0003651	El002G096770	Np006G360830, Np004G244210
OG0003652	El002G088680	Np004G253450
OG0003652	El002G088690	Np004G253400
OG0003653	El002G087930	Np004G254190
OG0003654	El002G087890	Np004G254250
OG0003655	El001G064060	Np003G144090
OG0003656	El001G063650, El002G123290	Np003G144550
OG0003657	El005G248430	Np007G408760
OG0003658	El001G077840	Np003G129320
OG0003659	El007G329110	Np001G008850
OG0003660	El003G184940, El007G333020	Np003G154500
OG0003661	El001G021280	Np001G052710
OG0003661	El007G322410	Np001G000510
OG0003662	El001G016040	Np001G046520
OG0003663	El004G220850	Np002G086670
OG0003664	El007G343910, El007G330030	Np001G009850
OG0003665	El004G224360	Np002G082620
OG0003666	El004G233990, El001G041640	Np002G070930
OG0003666	El003G152080, El006G316600	Np005G316590
OG0003667	El005G249000	Np007G408130, Np007G408150, Np007G408100, Np006G342000
OG0003668	El005G249540, El002G140290	Np007G407270
OG0003669	El002G139990	Np004G191580
OG0003670	El005G250290	Np007G406000
OG0003671	El005G251830	Np007G404230
OG0003672	El005G253910	Np007G391880
OG0003672	El003G171420	Np005G300810
OG0003673	El005G267570	Np007G386880, Np001G031350
OG0003674	El005G269300	Np007G388400
OG0003674	El007G349420	Np001G017860
OG0003675	El007G335800, El007G335780	Np003G157980
OG0003676	El005G272290	Np007G416070
OG0003676	El003G148940	Np005G263910
OG0003677	El002G137820	Np004G193920, Np007G403440
OG0003678	El005G258550	Np007G380320
OG0003679	El006G295160	Np001G054340
OG0003680	El001G022770	Np001G054530
OG0003681	El001G024330	Np001G056530
OG0003681	El006G292840	Np006G337090
OG0003682	El001G027400	Np001G060110
OG0003683	El001G022320	Np001G069920, Np001G053860
OG0003686	El004G229970	Np002G075580
OG0003687	El004G202260, El004G202220	Np002G114630
OG0003687	El004G202300	Np002G114550
OG0003695	El003G150290, El003G155560	Np005G276540
OG0003696	El003G152960	Np005G274070
OG0003697	El001G013080, El003G148350	Np005G264420
OG0003698	El003G147520	Np005G265530
OG0003699	El002G123130	Np002G105640
OG0003700	El003G171100	Np005G299530, Np005G299520
OG0003701	El001G037000	Np001G026240
OG0003703	El003G186760	Np005G312870
OG0003704	El004G197840, El004G197850, El004G197870	Np002G120260
OG0003705	El006G288580	Np006G330910
OG0003707	El007G344380	Np003G173670
OG0003708	El007G336480	Np007G386310, Np003G159360, Np002G114620, Np002G113770
OG0003709	El006G305220	Np003G157290
OG0003710	El002G108460	Np004G230700
OG0003710	El001G068380	Np003G140050
OG0003711	El003G169460	Np005G294570
OG0003712	El007G361360	Np001G039380
OG0003712	El003G165530	Np005G288470
OG0003713	El007G360720	Np001G039950
OG0003713	El003G165060	Np005G287180
OG0003714	El003G163210	Np005G285480
OG0003715	El001G007570	Np003G180540
OG0003716	El001G027980	Np001G049010
OG0003719	El001G080010	Np003G127080, Np003G127090
OG0003720	El002G095820, El001G081030	Np005G307880, Np003G126200
OG0003721	El001G007620	Np003G180410
OG0003722	El003G178290	Np005G308330
OG0003723	El005G264980	Np007G384700
OG0003723	El003G175230, El003G175250	Np005G305730, Np005G305740
OG0003724	El005G259690	Np007G381500
OG0003724	El003G172570	Np001G065400, Np005G302440
OG0003725	El005G269620	Np005G316580
OG0003726	El006G312590, El006G280400	Np005G306210, Np006G321310
OG0003727	El006G281930	Np006G323150
OG0003728	El006G284880	Np006G326250
OG0003728	El006G284870	Np006G326240, Np006G326260
OG0003729	El006G284900, El006G284890	Np006G326280
OG0003730	El001G029490	Np001G062790
OG0003731	El001G079670	Np001G035100, Np002G116700, Np003G127360
OG0003732	El007G331650, El007G331660	Np003G153000
OG0003733	El002G086130	Np001G040950
OG0003734	El007G359210	Np001G041110
OG0003735	El007G358890, El001G010570	Np001G041430
OG0003736	El006G299330	Np006G357290
OG0003737	El006G299060	Np007G419300
OG0003738	El006G300670, El002G088040	Np006G355440
OG0003739	El004G227960	Np006G354940, Np006G346840, Np006G346760
OG0003740	El006G301570	Np006G354240, Np006G348760
OG0003740	El002G088760	Np004G253350
OG0003741	El006G306400, El006G306420	Np006G358090
OG0003742	El006G299580, El006G309290	Np004G246140
OG0003743	El005G236230	Np007G423930
OG0003744	El003G192560, El003G192530	Np005G319320
OG0003746	El005G241380	Np003G146840
OG0003747	El005G242510	Np007G415820
OG0003748	El005G243270	Np007G414970
OG0003749	El005G243510	Np007G414560
OG0003751	El002G083880	Np004G258370
OG0003752	El002G101430	Np004G238820
OG0003753	El004G231040	Np002G074310
OG0003753	El002G106520	Np004G232770
OG0003754	El002G109620	Np004G228630
OG0003755	El002G111400, El002G124110	Np004G226590
OG0003756	El003G160400	Np005G282440
OG0003758	El003G143660	Np006G368960
OG0003759	El002G098800	Np001G026610, Np004G241710
OG0003760	El002G132800	Np004G249600
OG0003761	El002G087460	Np004G254750
OG0003762	El006G298920	Np005G311540
OG0003763	El005G278790	Np007G372160
OG0003763	El002G085980	Np004G256200
OG0003764	El002G083510	Np004G258760
OG0003765	El001G065470	Np003G142800
OG0003766	El001G065320	Np003G143020, Np003G181690
OG0003767	El001G056620, El001G056630, El001G056640	Np001G010530
OG0003768	El007G327670	Np001G006730, Np006G363570, Np006G363540, Np006G365670
OG0003769	El007G333250	Np003G154710
OG0003771	El001G016590	Np001G047000
OG0003771	El007G332790	Np003G154190
OG0003772	El003G148850	Np005G264000
OG0003773	El004G220290	Np002G087350
OG0003774	El004G220700	Np002G086900
OG0003775	El004G231870	Np002G073390
OG0003776	El004G232230	Np002G072970
OG0003777	El004G232430, El002G120410	Np002G072760
OG0003778	El005G257350	Np007G397540, Np004G196870
OG0003779	El005G258280	Np011G435720, Np011G435880
OG0003780	El005G259400	Np007G381220
OG0003781	El004G229710, El001G015180, El005G266950, El001G015170	Np007G386020
OG0003782	El001G023550	Np001G055280
OG0003782	El005G270090	Np007G389060
OG0003783	El003G183120	Np005G310120
OG0003783	El005G270730	Np007G389500
OG0003784	El002G140750	Np004G190780, Np007G407710
OG0003786	El002G136320	Np004G195210
OG0003787	El002G133960	Np004G197710
OG0003788	El001G024740	Np001G057100
OG0003791	El001G028020	Np001G060940
OG0003794	El002G137930, El002G136080	Np004G193710
OG0003795	El005G267060, El002G128130, El002G128140, El002G128170	Np006G368650, Np006G368660, Np006G368670
OG0003796	El001G006690, El001G006680, El001G006700	Np001G046710
OG0003797	El002G109660	Np001G046320
OG0003797	El002G109670	Np004G228610, Np007G402200
OG0003798	El002G104740	Np004G235060
OG0003799	El002G111780	Np004G208900
OG0003801	El007G322750	Np001G000920
OG0003802	El007G328490	Np003G132980
OG0003804	El006G305550, El006G305560, El006G305570	Np006G358980
OG0003805	El007G349020, El007G349040	Np003G143820
OG0003806	El001G057960	Np003G150620
