Orthogroup	Erysimum_linariifolium	Cardamine_amara
OG0006447	El005G252520	evm.model.RL_1.1509
OG0006448	El005G252920	evm.model.RL_1.1541
OG0006449	El005G253970	evm.model.RL_1.1635
OG0006450	El001G019060	evm.model.RL_7.1471
OG0006451	El005G254350	evm.model.RL_1.1664
OG0006452	El005G254400	evm.model.RL_1.1669
OG0006453	El005G254440	evm.model.RL_1.1672
OG0006454	El005G254530	evm.model.RL_1.1679
OG0006455	El005G254670	evm.model.RL_1.1693
OG0006457	El005G254780	evm.model.RL_1.1702
OG0006458	El005G254840	evm.model.RL_1.1704
OG0006459	El005G255050	evm.model.RL_1.1712
OG0006460	El003G173890	evm.model.RL_2.1039
OG0006461	El005G255380	evm.model.RL_1.1733
OG0006462	El005G255730	evm.model.RL_1.1754
OG0006463	El005G256120	evm.model.RL_5.2096, evm.model.RL_1.1792
OG0006464	El005G256150, El005G256160, El005G256170	evm.model.RL_1.1795
OG0006465	El005G257060	evm.model.RL_1.1859
OG0006466	El005G257660	evm.model.RL_1.1922.1.687c87ee
OG0006467	El005G258080	evm.model.RL_1.1952
OG0006468	El005G258710	evm.model.RL_1.1995
OG0006469	El005G258790	evm.model.RL_1.2004
OG0006470	El005G258910	evm.model.RL_1.2016
OG0006471	El005G259830	evm.model.RL_1.2080
OG0006472	El005G261090	evm.model.RL_1.2136.1.687c87ef
OG0006473	El005G261180	evm.model.RL_1.2144_evm.model.RL_1.2145.1.687c9a6b
OG0006474	El005G261840	evm.model.RL_1.2176, evm.model.RL_1.2175
OG0006475	El005G263800	evm.model.RL_8.1362
OG0006476	El005G264390	evm.model.RL_1.2219
OG0006477	El005G264420	evm.model.RL_1.2222
OG0006478	El005G265030	evm.model.RL_1.2252
OG0006479	El005G267210	evm.model.RL_1.2320
OG0006480	El005G269550	evm.model.RL_1.2471
OG0006481	El005G272880	evm.model.RL_1.2759
OG0006482	El005G274560	evm.model.RL_1.2904
OG0006483	El005G275050	evm.model.RL_1.2941
OG0006484	El005G275390	evm.model.RL_1.2967
OG0006485	El005G277070	evm.model.RL_1.3046
OG0006486	El005G276740	evm.model.RL_1.3023
OG0006487	El005G276610, El005G275880	evm.model.RL_1.3012
OG0006488	El005G277900	evm.model.RL_1.3127.3.687c87f1
OG0006490	El005G278930	evm.model.RL_1.3224
OG0006491	El005G279110	evm.model.RL_1.3243
OG0006492	El002G140840	evm.model.RL_5.3956
OG0006493	El006G319760, El002G140800	evm.model.RL_5.3953
OG0006494	El002G140350	evm.model.RL_5.3919
OG0006495	El002G139890	evm.model.RL_5.3884
OG0006496	El002G139780	evm.model.RL_5.3874
OG0006497	El002G139760	evm.model.RL_5.3872
OG0006498	El002G138170	evm.model.RL_5.3798
OG0006499	El002G138300	evm.model.RL_5.3793
OG0006500	El002G136740	evm.model.RL_5.1872
OG0006501	El002G138670, El002G136580	evm.model.RL_5.1882
OG0006502	El002G135630	evm.model.RL_5.1938
OG0006503	El002G135740	evm.model.RL_5.1927
OG0006504	El002G134630	evm.model.RL_5.2005
OG0006505	El002G134040	evm.model.RL_5.2047
OG0006506	El002G133860	evm.model.RL_5.2061
OG0006507	El002G131400	evm.model.RL_5.2210
OG0006508	El003G171550	evm.model.RL_2.1160
OG0006509	El007G343240, El006G296640	evm.model.RL_6.1552
OG0006510	El006G296660	evm.model.RL_6.1550
OG0006511	El006G296730	evm.model.RL_6.1544
OG0006512	El006G296740	evm.model.RL_6.1543
OG0006513	El001G022460	evm.model.RL_7.1176
OG0006514	El001G022500	evm.model.RL_7.1172
OG0006515	El001G025630	evm.model.RL_7.895
OG0006516	El001G026440	evm.model.RL_7.819
OG0006517	El001G026450	evm.model.RL_7.818
OG0006518	El001G027130, El007G355670	evm.model.RL_7.772
OG0006519	El001G027690	evm.model.RL_7.729
OG0006520	El001G027910	evm.model.RL_7.712
OG0006521	El001G028730	evm.model.RL_7.639
OG0006522	El001G030380	evm.model.RL_7.489
OG0006523	El006G312010, El006G311900, El001G031700	evm.model.RL_7.350
OG0006524	El001G032430	evm.model.RL_7.298
OG0006525	El001G032950	evm.model.RL_7.264
OG0006526	El001G033900	evm.model.RL_7.197
OG0006527	El001G034240	evm.model.RL_7.171
OG0006528	El001G035290	evm.model.RL_7.67
OG0006529	El001G035560	evm.model.RL_7.41
OG0006530	El001G035590	evm.model.RL_7.40
OG0006531	El001G035850	evm.model.RL_7.16
OG0006532	El001G022450	evm.model.RL_7.1177
OG0006536	El005G253370	evm.model.RL_1.1589
OG0006538	El004G230900	evm.model.RL_3.2178
OG0006539	El003G154780	evm.model.RL_2.2419
OG0006540	El002G090260	evm.model.RL_5.615
OG0006541	El002G105410	evm.model.RL_5.3639
OG0006542	El004G218970	evm.model.RL_3.1211
OG0006543	El001G002320	evm.model.RL_8.164
OG0006544	El005G261800	evm.model.RL_1.2173
OG0006545	El005G256830	evm.model.RL_8.438
OG0006545	El005G256860	evm.model.RL_1.1839
OG0006549	El003G162840	evm.model.RL_2.1769
OG0006551	El006G311710	evm.model.RL_1.1324
OG0006552	El001G047550, El001G047540	evm.model.RL_5.2387
OG0006553	El005G269460	evm.model.RL_1.2462
OG0006553	El005G269450	evm.model.RL_1.2461
OG0006554	El001G036070	evm.model.RL_7.2665
OG0006555	El005G261850, El003G157970	evm.model.RL_2.565
OG0006556	El003G168020	evm.model.RL_2.1408
OG0006570	El003G155360	evm.model.RL_2.2369
OG0006571	El003G155250	evm.model.RL_2.2378
OG0006572	El003G155170	evm.model.RL_2.2387
OG0006573	El003G155110	evm.model.RL_2.2393
OG0006574	El003G154470	evm.model.RL_2.2441
OG0006575	El003G154440	evm.model.RL_2.2443
OG0006576	El003G153650	evm.model.RL_2.2485
OG0006579	El003G152600	evm.model.RL_2.2560
OG0006580	El003G151780	evm.model.RL_2.2622
OG0006581	El003G151640	evm.model.RL_2.2639
OG0006582	El003G151510	evm.model.RL_2.2656
OG0006583	El003G150880	evm.model.RL_2.2710
OG0006584	El003G150630	evm.model.RL_2.2729
OG0006585	El003G150180	evm.model.RL_2.2771
OG0006586	El002G102940	evm.model.RL_5.1711
OG0006587	El003G150070	evm.model.RL_2.2782
OG0006589	El003G148890	evm.model.RL_2.2889
OG0006590	El003G148710	evm.model.RL_2.2905
OG0006591	El004G210000, El003G148470	evm.model.RL_2.2921
OG0006592	El003G147750	evm.model.RL_2.3430, evm.model.RL_2.2994
OG0006593	El003G147580	evm.model.RL_2.3007
OG0006594	El005G273890	evm.model.RL_1.2842
OG0006594	El003G147470	evm.model.RL_2.3021
OG0006595	El003G147450	evm.model.RL_2.3022
OG0006596	El003G147300	evm.model.RL_2.3034
OG0006597	El003G147150	evm.model.RL_2.3048
OG0006598	El002G118040	evm.model.RL_5.2830
OG0006599	El002G119860	evm.model.RL_5.2714
OG0006601	El003G170410	evm.model.RL_2.1246
OG0006602	El003G170420	evm.model.RL_2.1245
OG0006603	El003G170720	evm.model.RL_2.1221
OG0006604	El006G295240	evm.model.RL_6.1665
OG0006605	El007G350630, El007G352410	evm.model.RL_4.954
OG0006606	El002G092470	evm.model.RL_5.824
OG0006607	El004G202690	evm.model.RL_3.539
OG0006608	El002G093480	evm.model.RL_5.914
OG0006609	El004G200040	evm.model.RL_3.427, evm.model.RL_3.428
OG0006610	El002G094660	evm.model.RL_5.1002
OG0006611	El002G094710	evm.model.RL_5.1009
OG0006612	El002G095110	evm.model.RL_5.1043
OG0006613	El002G099160	evm.model.RL_5.1361
OG0006615	El001G036280	evm.model.RL_7.2686
OG0006616	El001G036660	evm.model.RL_7.2716.3.687c84be
OG0006617	El001G038050	evm.model.RL_7.2556
OG0006618	El002G097510	evm.model.RL_5.1231
OG0006619	El002G097410	evm.model.RL_5.1217
OG0006620	El001G039120	evm.model.RL_7.2478
OG0006621	El001G039550	evm.model.RL_7.2457
OG0006622	El001G039960	evm.model.RL_7.2436
OG0006623	El001G040730	evm.model.RL_7.2385
OG0006624	El001G040800	evm.model.RL_7.2380
OG0006625	El001G041170	evm.model.RL_7.2357
OG0006626	El001G041210	evm.model.RL_7.2354
OG0006628	El001G041680	evm.model.RL_7.2323
OG0006629	El001G042490	evm.model.RL_7.2261
OG0006630	El001G042510	evm.model.RL_7.2259
OG0006631	El001G043040	evm.model.RL_7.2218
OG0006632	El001G043870	evm.model.RL_7.2183
OG0006633	El001G044070	evm.model.RL_7.267, evm.model.RL_7.2165
OG0006634	El001G044940	evm.model.RL_7.2124
OG0006635	El007G337820	evm.model.RL_8.1546
OG0006636	El004G211660	evm.model.RL_3.853
OG0006637	El004G211640	evm.model.RL_3.867
OG0006638	El003G190890	evm.model.RL_3.871
OG0006639	El004G210960	evm.model.RL_3.786
OG0006639	El005G277880	evm.model.RL_1.3126
OG0006640	El007G329860	evm.model.RL_8.2174
OG0006641	El004G203690, El004G205040	evm.model.RL_3.595
OG0006642	El003G193640	evm.model.RL_2.202
OG0006643	El003G193440	evm.model.RL_2.185
OG0006644	El004G195120	evm.model.RL_3.90
OG0006645	El004G196360	evm.model.RL_3.168
OG0006646	El004G196950	evm.model.RL_3.184
OG0006647	El006G288860	evm.model.RL_6.2189
OG0006648	El005G244250	evm.model.RL_1.814
OG0006649	El005G244300	evm.model.RL_1.820
OG0006650	El003G146800	evm.model.RL_2.3071
OG0006651	El005G244460	evm.model.RL_1.837
OG0006652	El005G244950	evm.model.RL_1.885
OG0006652	El001G079790	evm.model.RL_4.3228, evm.model.RL_4.3183
OG0006653	El005G245320	evm.model.RL_1.913
OG0006654	El005G245970	evm.model.RL_1.964
OG0006655	El005G246160	evm.model.RL_1.987
OG0006656	El005G246330	evm.model.RL_1.1003.2.687c87ec
OG0006657	El005G246470	evm.model.RL_1.1014
OG0006658	El005G246450	evm.model.RL_1.1013
OG0006659	El005G246980	evm.model.RL_1.1050
OG0006660	El005G247330	evm.model.RL_1.1071
OG0006661	El005G247410	evm.model.RL_1.1083
OG0006662	El005G247570	evm.model.RL_1.1093
OG0006663	El005G247870	evm.model.RL_1.1117
OG0006664	El005G247960	evm.model.RL_1.1123
OG0006665	El005G248250	evm.model.RL_1.1147
OG0006666	El007G344740	evm.model.RL_8.1067
OG0006667	El001G060120	evm.model.RL_4.1643
OG0006668	El003G159700	evm.model.RL_2.2012
OG0006669	El007G343020	evm.model.RL_8.1213
OG0006670	El007G342720	evm.model.RL_8.1235
OG0006671	El007G341160	evm.model.RL_8.1340
OG0006672	El007G341010	evm.model.RL_8.1353
OG0006673	El007G340050	evm.model.RL_8.1407
OG0006674	El007G340060	evm.model.RL_8.1406
OG0006675	El007G339730	evm.model.RL_8.1434
OG0006676	El007G338440	evm.model.RL_8.1509
OG0006677	El007G338880	evm.model.RL_8.1473
OG0006678	El007G337980	evm.model.RL_8.1533
OG0006680	El007G337840	evm.model.RL_8.1543
OG0006681	El007G337720	evm.model.RL_8.1552
OG0006682	El007G337280	evm.model.RL_8.1592
OG0006684	El004G208230, El007G336380	evm.model.RL_8.1657
OG0006685	El007G335870	evm.model.RL_8.1704
OG0006686	El007G335410	evm.model.RL_8.1727
OG0006687	El007G334640	evm.model.RL_8.1792
OG0006688	El007G334440	evm.model.RL_8.1803.1.687c855d
OG0006689	El007G334180	evm.model.RL_8.1826
OG0006690	El007G333970	evm.model.RL_8.1839.2.687c855e
OG0006691	El007G351570	evm.model.RL_4.745
OG0006693	El001G068820	evm.model.RL_4.2328
OG0006694	El001G068940	evm.model.RL_4.2338
OG0006695	El001G069090	evm.model.RL_4.2344
OG0006696	El001G071340	evm.model.RL_4.2523
OG0006697	El001G071460	evm.model.RL_4.2531
OG0006698	El001G071860	evm.model.RL_4.2561
OG0006699	El001G071930	evm.model.RL_4.2569
OG0006700	El001G072210	evm.model.RL_4.2598
OG0006701	El007G326360	evm.model.RL_8.2492.3.687c8561
OG0006702	El001G072800	evm.model.RL_4.2659
OG0006703	El001G073180	evm.model.RL_4.2689
OG0006704	El001G073400	evm.model.RL_4.2708
OG0006705	El001G073510	evm.model.RL_4.2720
OG0006706	El001G073740	evm.model.RL_4.2745
OG0006707	El001G074120	evm.model.RL_4.2782
OG0006708	El003G169870	evm.model.RL_2.1276
OG0006709	El003G169800	evm.model.RL_2.1283
OG0006710	El003G169280	evm.model.RL_2.1314
OG0006711	El003G169240	evm.model.RL_2.1318
OG0006712	El003G168720	evm.model.RL_2.1356
OG0006713	El003G168680	evm.model.RL_2.1359
OG0006714	El003G168480	evm.model.RL_2.1376
OG0006716	El003G167280	evm.model.RL_3.1035, evm.model.RL_2.1456
OG0006717	El003G166890	evm.model.RL_2.1482
OG0006718	El003G166290	evm.model.RL_2.1521
OG0006720	El007G361670	evm.model.RL_4.374
OG0006721	El003G165580	evm.model.RL_2.1569
OG0006722	El003G165500	evm.model.RL_2.1575
OG0006723	El003G169830	evm.model.RL_2.1280
OG0006724	El003G164610	evm.model.RL_2.1648
OG0006725	El003G164170	evm.model.RL_2.1680
OG0006726	El003G163960	evm.model.RL_2.1692
OG0006727	El003G162850	evm.model.RL_2.1768
OG0006728	El003G161720	evm.model.RL_2.1861
OG0006729	El003G161620	evm.model.RL_2.1865
OG0006730	El003G161420	evm.model.RL_2.1878
OG0006731	El003G161200	evm.model.RL_2.1889
OG0006732	El003G161140	evm.model.RL_2.1895
OG0006733	El003G160930	evm.model.RL_2.1912
OG0006734	El003G160860	evm.model.RL_2.1915
OG0006735	El003G160820	evm.model.RL_2.1916
OG0006736	El003G160690	evm.model.RL_2.1927
OG0006737	El003G160650	evm.model.RL_2.1929
OG0006738	El002G121710	evm.model.RL_5.2601
OG0006739	El002G124790	evm.model.RL_5.2449
OG0006740	El002G102480	evm.model.RL_6.2430, evm.model.RL_5.1659
OG0006741	El002G127700	evm.model.RL_5.2350
OG0006742	El002G127350	evm.model.RL_5.2371
OG0006743	El002G099290	evm.model.RL_5.1373
OG0006745	El002G129410	evm.model.RL_5.2266
OG0006746	El002G113540	evm.model.RL_5.3106
OG0006747	El002G090220	evm.model.RL_5.613
OG0006748	El003G160590	evm.model.RL_2.1934
OG0006749	El002G113340	evm.model.RL_5.3121
OG0006750	El002G129060	evm.model.RL_5.2284
OG0006751	El002G113410	evm.model.RL_5.3113.1.687c88bf
OG0006752	El005G278500	evm.model.RL_1.2481, evm.model.RL_1.3183
OG0006753	El002G114320	evm.model.RL_5.3047
OG0006754	El002G114970	evm.model.RL_5.3014
OG0006755	El002G114990	evm.model.RL_5.3012
OG0006756	El002G115050	evm.model.RL_5.3008
OG0006757	El002G115240	evm.model.RL_5.2992
OG0006758	El002G115790	evm.model.RL_5.2953
OG0006759	El002G116190	evm.model.RL_5.2937
OG0006760	El002G116580	evm.model.RL_5.2902
OG0006761	El002G116770	evm.model.RL_5.2891
OG0006762	El002G117370	evm.model.RL_5.2864
OG0006763	El002G117640	evm.model.RL_5.2843
OG0006764	El003G146530	evm.model.RL_2.3094
OG0006765	El003G145950	evm.model.RL_2.3150
OG0006766	El003G145600	evm.model.RL_2.3177
OG0006767	El003G145460	evm.model.RL_2.3188
OG0006768	El003G145040	evm.model.RL_2.3230
OG0006769	El003G144960	evm.model.RL_2.3238
OG0006770	El003G144580	evm.model.RL_2.3274
OG0006771	El003G144630	evm.model.RL_2.3277
OG0006773	El006G319600	evm.model.RL_6.163
OG0006774	El006G320220	evm.model.RL_6.117
OG0006775	El006G321390	evm.model.RL_6.36
OG0006777	El003G142080	evm.model.RL_2.3463
OG0006778	El003G141910	evm.model.RL_2.3480
OG0006781	El006G295630	evm.model.RL_6.1632
OG0006782	El001G010560	evm.model.RL_8.869
OG0006783	El002G127490	evm.model.RL_5.2377
OG0006784	El006G297140	evm.model.RL_6.1509
OG0006785	El006G298030	evm.model.RL_6.1470
OG0006786	El007G357990	evm.model.RL_4.614
OG0006787	El007G357770, El007G357900, El007G357860, El007G357890	evm.model.RL_4.624
OG0006788	El007G356960	evm.model.RL_4.672.1.687c86cf
OG0006789	El005G237130	evm.model.RL_1.208
OG0006790	El001G009560	evm.model.RL_8.793
OG0006791	El001G007710	evm.model.RL_8.658
OG0006792	El001G007390	evm.model.RL_8.617.1.687c8557
OG0006794	El001G007230	evm.model.RL_8.605
OG0006795	El001G007090	evm.model.RL_8.597.1.687c8557
OG0006796	El001G006750	evm.model.RL_8.566
OG0006797	El001G005560, El001G006150	evm.model.RL_8.477
OG0006798	El001G005200	evm.model.RL_8.455.1.687c8556
OG0006799	El001G004360	evm.model.RL_8.386
OG0006800	El007G360750	evm.model.RL_4.427
OG0006801	El007G361070	evm.model.RL_4.410
OG0006802	El003G156550	evm.model.RL_6.794, evm.model.RL_2.2273
OG0006803	El007G364090	evm.model.RL_4.245
OG0006804	El007G364660	evm.model.RL_4.214
OG0006805	El007G365470, El007G365510, El007G365490	evm.model.RL_4.162
OG0006806	El007G365640	evm.model.RL_4.141
OG0006807	El007G365680	evm.model.RL_4.137
OG0006808	El007G365750	evm.model.RL_4.125, evm.model.RL_4.131
OG0006809	El007G365850	evm.model.RL_4.119
OG0006810	El007G366170	evm.model.RL_4.92
OG0006811	El006G292280	evm.model.RL_6.1902
OG0006812	El007G366780	evm.model.RL_4.27
OG0006813	El007G366930	evm.model.RL_4.11
OG0006814	El005G277050	evm.model.RL_1.3044
OG0006815	El005G269340	evm.model.RL_1.2450
OG0006816	El005G268620	evm.model.RL_1.2404
OG0006817	El005G268130	evm.model.RL_1.2370
OG0006818	El003G178110	evm.model.RL_2.826
OG0006819	El003G175890	evm.model.RL_2.916
OG0006820	El005G262650	evm.model.RL_1.2189
OG0006821	El003G174340	evm.model.RL_2.534, evm.model.RL_2.1007
OG0006822	El003G174220, El003G173430	evm.model.RL_2.1013
OG0006823	El003G172970	evm.model.RL_2.1066
OG0006825	El003G172610	evm.model.RL_2.1088
OG0006826	El003G191780	evm.model.RL_2.65
OG0006827	El003G191890	evm.model.RL_2.73.1.687c86df
OG0006828	El003G193610	evm.model.RL_2.195
OG0006829	El003G193630	evm.model.RL_2.199, evm.model.RL_2.201
OG0006830	El006G279710	evm.model.RL_6.2959
OG0006831	El006G279750	evm.model.RL_6.2955
OG0006832	El002G121140	evm.model.RL_5.2627
OG0006833	El006G280410	evm.model.RL_6.2895
OG0006834	El006G296770	evm.model.RL_6.1540
OG0006835	El006G281090	evm.model.RL_6.2823
OG0006836	El006G281230	evm.model.RL_6.2811
OG0006837	El006G281670	evm.model.RL_6.2782
OG0006838	El006G281770	evm.model.RL_6.2773
OG0006839	El006G282080	evm.model.RL_6.2748
OG0006840	El006G282130	evm.model.RL_6.2743
OG0006841	El006G282460, El008G369370	evm.model.RL_6.2729
OG0006842	El006G282660	evm.model.RL_6.2705
OG0006843	El006G282710	evm.model.RL_6.2703
OG0006844	El006G282990	evm.model.RL_6.2678
OG0006845	El006G283820	evm.model.RL_6.2616
OG0006846	El006G285520	evm.model.RL_6.2461
OG0006847	El006G285740	evm.model.RL_6.2439
OG0006848	El006G286140	evm.model.RL_6.2410
OG0006850	El006G286700, El006G316130	evm.model.RL_6.2363
OG0006851	El006G286870	evm.model.RL_6.2348
OG0006852	El006G287480	evm.model.RL_6.2306
OG0006853	El006G287940	evm.model.RL_6.2273
OG0006854	El001G081000	evm.model.RL_4.3324
OG0006855	El001G080820	evm.model.RL_4.3308
OG0006857	El001G080660	evm.model.RL_4.3291
OG0006858	El002G127650	evm.model.RL_4.3236
OG0006859	El001G079800	evm.model.RL_4.3229
OG0006860	El001G079660	evm.model.RL_4.3216
OG0006861	El001G079550	evm.model.RL_4.3203
OG0006862	El001G078770	evm.model.RL_4.3139
OG0006863	El001G078730	evm.model.RL_4.3136.1.687c86dd
OG0006864	El002G114580	evm.model.RL_5.3034
OG0006865	El001G060490	evm.model.RL_4.1679.1.687c86d5
OG0006866	El001G060270	evm.model.RL_4.1659
OG0006867	El001G060180	evm.model.RL_4.1651
OG0006868	El001G059950	evm.model.RL_4.1627
OG0006869	El001G059830	evm.model.RL_4.1613
OG0006870	El001G059210	evm.model.RL_4.1572
OG0006871	El001G059150	evm.model.RL_4.1566
OG0006872	El001G059060	evm.model.RL_4.1559, evm.model.RL_4.795
OG0006873	El001G058690	evm.model.RL_4.1529
OG0006874	El001G058490	evm.model.RL_4.1515
OG0006875	El001G057270	evm.model.RL_4.1429
OG0006876	El007G330280	evm.model.RL_8.2133
OG0006877	El007G330600	evm.model.RL_4.594, evm.model.RL_8.2107
OG0006878	El007G330980	evm.model.RL_8.2073.1.687c855f
OG0006879	El007G331160	evm.model.RL_8.2058
OG0006880	El007G327420	evm.model.RL_8.2391
OG0006881	El007G326770	evm.model.RL_8.2448
OG0006882	El007G326760	evm.model.RL_8.2449
OG0006883	El007G326540	evm.model.RL_8.2479
OG0006884	El007G326410	evm.model.RL_8.2487
OG0006885	El007G326240	evm.model.RL_8.2503
OG0006886	El007G326160	evm.model.RL_8.2511
OG0006887	El007G325970	evm.model.RL_8.2526
OG0006888	El007G325960	evm.model.RL_8.2527
OG0006889	El007G325590	evm.model.RL_8.2563
OG0006890	El004G212220, El007G325380	evm.model.RL_8.2575
OG0006891	El007G325280	evm.model.RL_8.2585
OG0006892	El007G325190	evm.model.RL_8.2592
OG0006893	El007G324800	evm.model.RL_8.2621
OG0006894	El007G324610	evm.model.RL_8.2637
OG0006895	El007G323830	evm.model.RL_8.2704
OG0006896	El007G323800, El002G126070	evm.model.RL_8.2707
OG0006897	El007G323680	evm.model.RL_8.2718
OG0006898	El004G218680	evm.model.RL_3.1183
OG0006899	El007G322440	evm.model.RL_8.2814
OG0006900	El001G063690	evm.model.RL_4.1917
OG0006901	El002G129380, El007G322370	evm.model.RL_8.2820
OG0006902	El001G000060	evm.model.RL_8.12
OG0006903	El001G000320	evm.model.RL_8.34
OG0006905	El001G000560	evm.model.RL_8.62
OG0006906	El001G001150	evm.model.RL_8.121
OG0006907	El001G001480	evm.model.RL_8.150
OG0006908	El002G083760	evm.model.RL_5.63
OG0006909	El001G002540, El001G002590, El001G002410, El001G002470	evm.model.RL_8.232
OG0006910	El001G003550	evm.model.RL_8.318
OG0006911	El001G003660	evm.model.RL_8.326
OG0006912	El001G003780	evm.model.RL_8.343
OG0006913	El001G003980	evm.model.RL_8.359
OG0006914	El002G085540	evm.model.RL_5.228
OG0006915	El007G359920	evm.model.RL_4.474
OG0006916	El007G359860	evm.model.RL_4.480
OG0006917	El007G359750	evm.model.RL_4.488
OG0006918	El006G298590	evm.model.RL_6.1421
OG0006919	El006G298950	evm.model.RL_6.1396
OG0006920	El006G300030	evm.model.RL_5.1315, evm.model.RL_6.1312
OG0006921	El006G299410	evm.model.RL_6.1356
OG0006923	El006G299340	evm.model.RL_6.1360
OG0006924	El006G299190	evm.model.RL_6.1373
OG0006925	El006G299610	evm.model.RL_6.1342
OG0006926	El006G299750	evm.model.RL_6.1336
OG0006927	El006G300070	evm.model.RL_6.1310
OG0006928	El006G300230	evm.model.RL_6.1298
OG0006929	El006G300530	evm.model.RL_6.1269
